Judge,Year,Court
Hon. Cheryl V. Higgins,2012,Madison Circuit Court
Hon. Edward L. Hogshire,2012,Madison Circuit Court
Hon. Timothy K. Sanner,2012,Madison Circuit Court
"Hon. W. Allan Sharrett, Presiding Judge, Chief Judge",2019,Prince George Circuit Court
Hon. Carson E. Saunders Jr.,2019,Prince George Circuit Court
Hon. William Edward Tomko III,2019,Prince George Circuit Court
"Hon. David V. Williams, Chief Judge",2020,Patrick Circuit Court
Hon. Marcus A. Brinks,2020,Patrick Circuit Court
Hon. Giles Carter Greer,2020,Patrick Circuit Court
"Hon. Carl Edward Eason Jr., Presiding Judge, Chief Judge",2019,Suffolk Circuit Court
Hon. Lawson Wayne Farmer,2019,Suffolk Circuit Court
Hon. Matthew A. Glassman,2019,Suffolk Circuit Court
Hon. Robert H. Sandwich Jr.,2019,Suffolk Circuit Court
"Hon. Gordon F. Willis, Presiding Judge, Chief Judge",2011,King George Circuit Court
Hon. J. Martin Bass,2011,King George Circuit Court
Hon. David H. Beck,2011,King George Circuit Court
Hon. Joseph J. Ellis,2011,King George Circuit Court
Hon. J. Overton Harris,2011,King George Circuit Court
Hon. Charles S. Sharp,2011,King George Circuit Court
Hon. Harry T. Taliaferro III,2011,King George Circuit Court
"Hon. J. Michael Gamble, Presiding Judge",2015,Nelson Circuit Court
"Hon. John T. Cook, Chief Judge",2015,Nelson Circuit Court
Hon. James W. Updike Jr.,2015,Nelson Circuit Court
Hon. F. Patrick Yeatts,2015,Nelson Circuit Court
"Hon. Josiah T. Showalter Jr., Presiding Judge, Chief Judge",2018,Radford Circuit Court
Hon. Bradley W. Finch,2018,Radford Circuit Court
Hon. Brett L. Geisler,2018,Radford Circuit Court
Hon. H. Lee Harrell,2018,Radford Circuit Court
Hon. Marcus H. Long Jr.,2018,Radford Circuit Court
Hon. Robert M. D. Turk,2018,Radford Circuit Court
"Hon. William S. Moore Jr., Presiding Judge, Chief Judge",2016,Portsmouth Circuit Court
"Hon. James C. Hawks, Presiding Judge",2016,Portsmouth Circuit Court
"Hon. Kenneth R. Melvin, Presiding Judge",2016,Portsmouth Circuit Court
"Hon. Johnny E. Morrison, Presiding Judge",2016,Portsmouth Circuit Court
Hon. William L. Wellons~*,2006,Halifax Circuit Court
Hon. Leslie M. Osborn~,2006,Halifax Circuit Court
Hon. Richard S. Blanton,2006,Halifax Circuit Court
"Hon. Timothy K. Sanner, Presiding Judge",2011,Louisa Circuit Court
"Hon. John G. Berry, Chief Judge",2011,Louisa Circuit Court
Hon. Daniel R. Bouton,2011,Louisa Circuit Court
Hon. Cheryl V. Higgins,2011,Louisa Circuit Court
Hon. Edward L. Hogshire,2011,Louisa Circuit Court
Hon. Robert M. D. Turk~,2006,Grayson Circuit Court
Hon. Brett L. Geisler*,2006,Grayson Circuit Court
Hon. Colin R. Gibb,2006,Grayson Circuit Court
Hon. Ray Wilson Grubbs,2006,Grayson Circuit Court
Hon. Josiah T. Showalter Jr.,2006,Grayson Circuit Court
"Hon. William E. Glover, Presiding Judge",2020,Spotsylvania Circuit Court
"Hon. Ricardo Rigual, Presiding Judge",2020,Spotsylvania Circuit Court
"Hon. Charles S. Sharp, Chief Judge",2020,Spotsylvania Circuit Court
Hon. Sarah L. Deneke,2020,Spotsylvania Circuit Court
Hon. John Overton Harris,2020,Spotsylvania Circuit Court
Hon. Herbert M. Hewitt,2020,Spotsylvania Circuit Court
Hon. Patricia Kelly,2020,Spotsylvania Circuit Court
Hon. Michael E. Levy,2020,Spotsylvania Circuit Court
Hon. Roy Michael McKenney,2020,Spotsylvania Circuit Court
Hon. Gordon F. Willis,2020,Spotsylvania Circuit Court
Hon. Victoria A. B. Willis,2020,Spotsylvania Circuit Court
"Hon. Daniel R. Bouton, Presiding Judge, Chief Judge",2013,Madison Circuit Court
Hon. Cheryl V. Higgins,2013,Madison Circuit Court
Hon. Edward L. Hogshire,2013,Madison Circuit Court
Hon. Timothy K. Sanner,2013,Madison Circuit Court
Hon. Susan L. Whitlock,2013,Madison Circuit Court
"Hon. W. Allan Sharrett, Presiding Judge, Chief Judge",2012,Hopewell Circuit Court
"Hon. William Allan Sharrett, Presiding Judge",2020,Prince George Circuit Court
"Hon. William Edward Tomko III, Chief Judge",2020,Prince George Circuit Court
Hon. Carson E. Saunders Jr.,2020,Prince George Circuit Court
"Hon. Harry T. Taliaferro III, Presiding Judge",2012,Lancaster Circuit Court
"Hon. David H. Beck, Chief Judge",2012,Lancaster Circuit Court
Hon. J. Martin Bass,2012,Lancaster Circuit Court
Hon. Sarah L. Deneke,2012,Lancaster Circuit Court
Hon. Joseph J. Ellis,2012,Lancaster Circuit Court
Hon. J. Overton Harris,2012,Lancaster Circuit Court
Hon. Charles S. Sharp,2012,Lancaster Circuit Court
Hon. Gordon F. Willis,2012,Lancaster Circuit Court
Hon. Colin R. Gibb~,2006,Giles Circuit Court
Hon. Brett L. Geisler*,2006,Giles Circuit Court
Hon. Ray Wilson Grubbs,2006,Giles Circuit Court
Hon. Josiah T. Showalter Jr.,2006,Giles Circuit Court
Hon. Robert M. D. Turk,2006,Giles Circuit Court
"Hon. Carl Edward Eason Jr., Presiding Judge, Chief Judge",2021,Suffolk Circuit Court
Hon. Lawson Wayne Farmer,2021,Suffolk Circuit Court
Hon. Matthew A. Glassman,2021,Suffolk Circuit Court
Hon. Robert H. Sandwich Jr.,2021,Suffolk Circuit Court
"Hon. Paul W. Cella, Chief Judge",2017,Nottoway Circuit Court
Hon. Dennis M. Martin Sr.,2017,Nottoway Circuit Court
Hon. Joseph M. Teefey Jr.,2017,Nottoway Circuit Court
"Hon. F. Patrick Yeatts, Chief Judge",2016,Nelson Circuit Court
Hon. R. Edwin Burnette Jr.,2016,Nelson Circuit Court
Hon. John T. Cook,2016,Nelson Circuit Court
Hon. Michael T. Garrett,2016,Nelson Circuit Court
Hon. James W. Updike Jr.,2016,Nelson Circuit Court
"Hon. Gordon F. Willis, Presiding Judge",2012,King George Circuit Court
"Hon. David H. Beck, Chief Judge",2012,King George Circuit Court
Hon. J. Martin Bass,2012,King George Circuit Court
Hon. Sarah L. Deneke,2012,King George Circuit Court
Hon. Joseph J. Ellis,2012,King George Circuit Court
Hon. J. Overton Harris,2012,King George Circuit Court
Hon. Charles S. Sharp,2012,King George Circuit Court
Hon. Harry T. Taliaferro III,2012,King George Circuit Court
"Hon. Josiah T. Showalter Jr., Presiding Judge",2019,Radford Circuit Court
"Hon. Marcus H. Long Jr., Chief Judge",2019,Radford Circuit Court
Hon. Bradley W. Finch,2019,Radford Circuit Court
Hon. Brett L. Geisler,2019,Radford Circuit Court
Hon. H. Lee Harrell,2019,Radford Circuit Court
Hon. Robert M. D. Turk,2019,Radford Circuit Court
"Hon. William S. Moore Jr., Presiding Judge, Chief Judge",2017,Portsmouth Circuit Court
"Hon. Joel P. Crowe, Presiding Judge",2017,Portsmouth Circuit Court
"Hon. Kenneth R. Melvin, Presiding Judge",2017,Portsmouth Circuit Court
"Hon. Johnny E. Morrison, Presiding Judge",2017,Portsmouth Circuit Court
"Hon. Leslie M. Osborn, Presiding Judge, Chief Judge",2016,Mecklenburg Circuit Court
Hon. Donald Carl Blessing,2016,Mecklenburg Circuit Court
Hon. Joel C. Cunningham,2016,Mecklenburg Circuit Court
Hon. Kimberley S. White,2016,Mecklenburg Circuit Court
"Hon. William E. Glover, Presiding Judge",2021,Spotsylvania Circuit Court
"Hon. Ricardo Rigual, Presiding Judge",2021,Spotsylvania Circuit Court
"Hon. Sarah L. Deneke, Chief Judge",2021,Spotsylvania Circuit Court
Hon. John Overton Harris,2021,Spotsylvania Circuit Court
Hon. Herbert M. Hewitt,2021,Spotsylvania Circuit Court
Hon. Patricia Kelly,2021,Spotsylvania Circuit Court
Hon. Michael E. Levy,2021,Spotsylvania Circuit Court
Hon. Roy Michael McKenney,2021,Spotsylvania Circuit Court
Hon. James Bruce Strickland,2021,Spotsylvania Circuit Court
Hon. Gordon F. Willis,2021,Spotsylvania Circuit Court
Hon. Victoria A. B. Willis,2021,Spotsylvania Circuit Court
"Hon. Timothy K. Sanner, Presiding Judge",2012,Louisa Circuit Court
"Hon. Daniel R. Bouton, Chief Judge",2012,Louisa Circuit Court
Hon. Cheryl V. Higgins,2012,Louisa Circuit Court
Hon. Edward L. Hogshire,2012,Louisa Circuit Court
"Hon. Michael Lee Moore, Presiding Judge",2018,Russell Circuit Court
"Hon. Richard C. Patterson, Chief Judge",2018,Russell Circuit Court
Hon. Jack S. Hurley Jr.,2018,Russell Circuit Court
Hon. Patrick R. Johnson,2018,Russell Circuit Court
Hon. Brian K. Patton,2018,Russell Circuit Court
Hon. William L. Wellons~*,2008,Halifax Circuit Court
Hon. Leslie M. Osborn~,2008,Halifax Circuit Court
Hon. Richard S. Blanton,2008,Halifax Circuit Court
"Hon. Harry T. Taliaferro III, Presiding Judge",2013,Lancaster Circuit Court
"Hon. David H. Beck, Chief Judge",2013,Lancaster Circuit Court
Hon. Sarah L. Deneke,2013,Lancaster Circuit Court
Hon. Joseph J. Ellis,2013,Lancaster Circuit Court
Hon. J. Overton Harris,2013,Lancaster Circuit Court
Hon. Patricia Kelly,2013,Lancaster Circuit Court
Hon. Michael E. Levy,2013,Lancaster Circuit Court
Hon. Charles S. Sharp,2013,Lancaster Circuit Court
Hon. Gordon F. Willis,2013,Lancaster Circuit Court
"Hon. John R. Doyle III, Presiding Judge, Chief Judge",2015,Norfolk Circuit Court
"Hon. Junius P. Fulton III, Presiding Judge",2015,Norfolk Circuit Court
"Hon. Mary Jane Hall, Presiding Judge",2015,Norfolk Circuit Court
"Hon. Jerrauld C. Jones, Presiding Judge",2015,Norfolk Circuit Court
"Hon. David W. Lannetti, Presiding Judge",2015,Norfolk Circuit Court
"Hon. Everett A. Martin Jr., Presiding Judge",2015,Norfolk Circuit Court
"Hon. Joseph A. Migliozzi Jr., Presiding Judge",2015,Norfolk Circuit Court
Hon. Michelle J. Atkins,2015,Norfolk Circuit Court
Hon. Robert M. D. Turk~,2007,Grayson Circuit Court
Hon. Josiah T. Showalter Jr.*,2007,Grayson Circuit Court
Hon. Brett L. Geisler,2007,Grayson Circuit Court
Hon. Colin R. Gibb,2007,Grayson Circuit Court
Hon. Ray Wilson Grubbs,2007,Grayson Circuit Court
"Hon. W. Allan Sharrett, Presiding Judge, Chief Judge",2013,Hopewell Circuit Court
Hon. Nathan Curtis Lee,2013,Hopewell Circuit Court
"Hon. Josiah T. Showalter Jr., Presiding Judge",2020,Radford Circuit Court
"Hon. Bradley W. Finch, Chief Judge",2020,Radford Circuit Court
Hon. Kenneth M. Fleenor Jr.,2020,Radford Circuit Court
Hon. Brett L. Geisler,2020,Radford Circuit Court
Hon. Hugh Lee Harrell,2020,Radford Circuit Court
Hon. Robert M. D. Turk,2020,Radford Circuit Court
"Hon. F. Patrick Yeatts, Chief Judge",2017,Nelson Circuit Court
Hon. R. Edwin Burnette Jr.,2017,Nelson Circuit Court
Hon. John T. Cook,2017,Nelson Circuit Court
Hon. Michael T. Garrett,2017,Nelson Circuit Court
Hon. James W. Updike Jr.,2017,Nelson Circuit Court
"Hon. Kenneth R. Melvin, Presiding Judge, Chief Judge",2018,Portsmouth Circuit Court
"Hon. Joel P. Crowe, Presiding Judge",2018,Portsmouth Circuit Court
"Hon. William S. Moore Jr., Presiding Judge",2018,Portsmouth Circuit Court
"Hon. Johnny E. Morrison, Presiding Judge",2018,Portsmouth Circuit Court
"Hon. Leslie M. Osborn, Presiding Judge, Chief Judge",2017,Mecklenburg Circuit Court
Hon. Donald Carl Blessing,2017,Mecklenburg Circuit Court
Hon. S. Anderson Nelson,2017,Mecklenburg Circuit Court
Hon. Kimberley S. White,2017,Mecklenburg Circuit Court
"Hon. Gordon F. Willis, Presiding Judge",2013,King George Circuit Court
"Hon. David H. Beck, Chief Judge",2013,King George Circuit Court
Hon. Sarah L. Deneke,2013,King George Circuit Court
Hon. Joseph J. Ellis,2013,King George Circuit Court
Hon. J. Overton Harris,2013,King George Circuit Court
Hon. Patricia Kelly,2013,King George Circuit Court
Hon. Michael E. Levy,2013,King George Circuit Court
Hon. Charles S. Sharp,2013,King George Circuit Court
Hon. Harry T. Taliaferro III,2013,King George Circuit Court
Hon. Colin R. Gibb~,2007,Giles Circuit Court
Hon. Josiah T. Showalter Jr.*,2007,Giles Circuit Court
Hon. Brett L. Geisler,2007,Giles Circuit Court
Hon. Ray Wilson Grubbs,2007,Giles Circuit Court
Hon. Robert M. D. Turk,2007,Giles Circuit Court
"Hon. Michael Lee Moore, Presiding Judge",2019,Russell Circuit Court
"Hon. Richard C. Patterson, Chief Judge",2019,Russell Circuit Court
Hon. Jack S. Hurley Jr.,2019,Russell Circuit Court
Hon. Patrick R. Johnson,2019,Russell Circuit Court
Hon. Brian K. Patton,2019,Russell Circuit Court
Hon. Leslie M. Osborn~,2009,Halifax Circuit Court
Hon. Richard S. Blanton*,2009,Halifax Circuit Court
"Hon. Timothy K. Sanner, Presiding Judge",2013,Louisa Circuit Court
"Hon. Daniel R. Bouton, Chief Judge",2013,Louisa Circuit Court
Hon. Cheryl V. Higgins,2013,Louisa Circuit Court
Hon. Edward L. Hogshire,2013,Louisa Circuit Court
Hon. Susan L. Whitlock,2013,Louisa Circuit Court
"Hon. Daniel R. Bouton, Presiding Judge",2014,Madison Circuit Court
"Hon. Timothy K. Sanner, Chief Judge",2014,Madison Circuit Court
Hon. Cheryl V. Higgins,2014,Madison Circuit Court
Hon. Susan L. Whitlock,2014,Madison Circuit Court
"Hon. W. Allan Sharrett, Presiding Judge, Chief Judge",2014,Hopewell Circuit Court
Hon. Nathan Curtis Lee,2014,Hopewell Circuit Court
"Hon. Harry T. Taliaferro III, Presiding Judge",2015,Lancaster Circuit Court
"Hon. Joseph J. Ellis, Chief Judge",2015,Lancaster Circuit Court
Hon. Sarah L. Deneke,2015,Lancaster Circuit Court
Hon. J. Overton Harris,2015,Lancaster Circuit Court
Hon. Herbert M. Hewitt,2015,Lancaster Circuit Court
Hon. Patricia Kelly,2015,Lancaster Circuit Court
Hon. Michael E. Levy,2015,Lancaster Circuit Court
Hon. Charles S. Sharp,2015,Lancaster Circuit Court
Hon. Gordon F. Willis,2015,Lancaster Circuit Court
Hon. Victoria A. B. Willis,2015,Lancaster Circuit Court
Hon. Brett L. Geisler~,2008,Grayson Circuit Court
Hon. Robert M. D. Turk~,2008,Grayson Circuit Court
Hon. Josiah T. Showalter Jr.*,2008,Grayson Circuit Court
Hon. Colin R. Gibb,2008,Grayson Circuit Court
Hon. Ray Wilson Grubbs,2008,Grayson Circuit Court
Hon. Thomas V. Warren~*,2005,Dinwiddie Circuit Court
Hon. Pamela S. Baskervill,2005,Dinwiddie Circuit Court
Hon. James F. D'Alton Jr.,2005,Dinwiddie Circuit Court
"Hon. John R. Doyle III, Presiding Judge, Chief Judge",2016,Norfolk Circuit Court
"Hon. Michelle J. Atkins, Presiding Judge",2016,Norfolk Circuit Court
"Hon. Junius P. Fulton III, Presiding Judge",2016,Norfolk Circuit Court
"Hon. Mary Jane Hall, Presiding Judge",2016,Norfolk Circuit Court
"Hon. Jerrauld C. Jones, Presiding Judge",2016,Norfolk Circuit Court
"Hon. David W. Lannetti, Presiding Judge",2016,Norfolk Circuit Court
"Hon. Everett A. Martin Jr., Presiding Judge",2016,Norfolk Circuit Court
"Hon. Joseph A. Migliozzi Jr., Presiding Judge",2016,Norfolk Circuit Court
"Hon. Joseph J. Ellis, Presiding Judge, Chief Judge",2015,King George Circuit Court
"Hon. Herbert M. Hewitt, Presiding Judge",2015,King George Circuit Court
Hon. Sarah L. Deneke,2015,King George Circuit Court
Hon. J. Overton Harris,2015,King George Circuit Court
Hon. Patricia Kelly,2015,King George Circuit Court
Hon. Michael E. Levy,2015,King George Circuit Court
Hon. Charles S. Sharp,2015,King George Circuit Court
Hon. Harry T. Taliaferro III,2015,King George Circuit Court
Hon. Gordon F. Willis,2015,King George Circuit Court
Hon. Victoria A. B. Willis,2015,King George Circuit Court
"Hon. Kenneth R. Melvin, Presiding Judge, Chief Judge",2019,Portsmouth Circuit Court
"Hon. Joel P. Crowe, Presiding Judge",2019,Portsmouth Circuit Court
"Hon. William S. Moore Jr., Presiding Judge",2019,Portsmouth Circuit Court
"Hon. Johnny E. Morrison, Presiding Judge",2019,Portsmouth Circuit Court
"Hon. Michael Lee Moore, Presiding Judge",2020,Russell Circuit Court
"Hon. Brian K. Patton, Chief Judge",2020,Russell Circuit Court
Hon. Jack S. Hurley Jr.,2020,Russell Circuit Court
Hon. Patrick R. Johnson,2020,Russell Circuit Court
Hon. Richard C. Patterson,2020,Russell Circuit Court
Hon. Richard S. Blanton~,2005,Cumberland Circuit Court
Hon. William L. Wellons*,2005,Cumberland Circuit Court
Hon. Leslie M. Osborn,2005,Cumberland Circuit Court
Hon. Colin R. Gibb~,2008,Giles Circuit Court
Hon. Josiah T. Showalter Jr.*,2008,Giles Circuit Court
Hon. Brett L. Geisler,2008,Giles Circuit Court
Hon. Ray Wilson Grubbs,2008,Giles Circuit Court
Hon. Robert M. D. Turk,2008,Giles Circuit Court
"Hon. Leslie M. Osborn, Presiding Judge",2010,Halifax Circuit Court
"Hon. Richard S. Blanton, Chief Judge",2010,Halifax Circuit Court
Hon. Joel C. Cunningham,2010,Halifax Circuit Court
"Hon. Daniel R. Bouton, Presiding Judge",2015,Madison Circuit Court
"Hon. Timothy K. Sanner, Chief Judge",2015,Madison Circuit Court
Hon. Cheryl V. Higgins,2015,Madison Circuit Court
Hon. Richard E. Moore,2015,Madison Circuit Court
Hon. Susan L. Whitlock,2015,Madison Circuit Court
"Hon. F. Patrick Yeatts, Chief Judge",2018,Nelson Circuit Court
Hon. R. Edwin Burnette Jr.,2018,Nelson Circuit Court
Hon. John T. Cook,2018,Nelson Circuit Court
Hon. Michael T. Garrett,2018,Nelson Circuit Court
Hon. James W. Updike Jr.,2018,Nelson Circuit Court
"Hon. Timothy K. Sanner, Presiding Judge, Chief Judge",2014,Louisa Circuit Court
Hon. Daniel R. Bouton,2014,Louisa Circuit Court
Hon. Cheryl V. Higgins,2014,Louisa Circuit Court
Hon. Susan L. Whitlock,2014,Louisa Circuit Court
Hon. William N. Alexander II~*,2005,Franklin Circuit Court
Hon. David A. Melesco,2005,Franklin Circuit Court
Hon. Joseph W. Milam Jr.,2005,Franklin Circuit Court
Hon. Charles J. Strauss,2005,Franklin Circuit Court
Hon. Cleo E. Powell~*,2005,Colonial Heights Circuit Court
Hon. Michael Coghlan Allen~,2005,Colonial Heights Circuit Court
Hon. Herbert Cogbill Gill Jr.~,2005,Colonial Heights Circuit Court
Hon. Timothy J. Hauler~,2005,Colonial Heights Circuit Court
Hon. Frederick Gore Rockwell III~,2005,Colonial Heights Circuit Court
"Hon. Harry T. Taliaferro III, Presiding Judge",2016,Lancaster Circuit Court
"Hon. Joseph J. Ellis, Chief Judge",2016,Lancaster Circuit Court
Hon. Sarah L. Deneke,2016,Lancaster Circuit Court
Hon. J. Overton Harris,2016,Lancaster Circuit Court
Hon. Herbert M. Hewitt,2016,Lancaster Circuit Court
Hon. Patricia Kelly,2016,Lancaster Circuit Court
Hon. Michael E. Levy,2016,Lancaster Circuit Court
Hon. Charles S. Sharp,2016,Lancaster Circuit Court
Hon. Gordon F. Willis,2016,Lancaster Circuit Court
Hon. Victoria A. B. Willis,2016,Lancaster Circuit Court
"Hon. Jerrauld C. Jones, Presiding Judge, Chief Judge",2017,Norfolk Circuit Court
"Hon. Michelle J. Atkins, Presiding Judge",2017,Norfolk Circuit Court
"Hon. John R. Doyle III, Presiding Judge",2017,Norfolk Circuit Court
"Hon. Junius P. Fulton III, Presiding Judge",2017,Norfolk Circuit Court
"Hon. Mary Jane Hall, Presiding Judge",2017,Norfolk Circuit Court
"Hon. David W. Lannetti, Presiding Judge",2017,Norfolk Circuit Court
"Hon. Everett A. Martin Jr., Presiding Judge",2017,Norfolk Circuit Court
"Hon. Joseph A. Migliozzi Jr., Presiding Judge",2017,Norfolk Circuit Court
"Hon. Joel P. Crowe, Presiding Judge, Chief Judge",2020,Portsmouth Circuit Court
"Hon. Kenneth R. Melvin, Presiding Judge",2020,Portsmouth Circuit Court
"Hon. William S. Moore Jr., Presiding Judge",2020,Portsmouth Circuit Court
"Hon. Johnny E. Morrison, Presiding Judge",2020,Portsmouth Circuit Court
"Hon. J. Overton Harris, Chief Judge",2018,Richmond County Circuit Court
Hon. Sarah L. Deneke,2018,Richmond County Circuit Court
Hon. Joseph J. Ellis,2018,Richmond County Circuit Court
Hon. Herbert M. Hewitt,2018,Richmond County Circuit Court
Hon. Patricia Kelly,2018,Richmond County Circuit Court
Hon. Michael E. Levy,2018,Richmond County Circuit Court
Hon. R. Michael McKenney,2018,Richmond County Circuit Court
Hon. Ricardo Rigual,2018,Richmond County Circuit Court
Hon. Charles S. Sharp,2018,Richmond County Circuit Court
Hon. Gordon F. Willis,2018,Richmond County Circuit Court
Hon. Victoria A. B. Willis,2018,Richmond County Circuit Court
"Hon. Joseph J. Ellis, Presiding Judge, Chief Judge",2016,King George Circuit Court
"Hon. Herbert M. Hewitt, Presiding Judge",2016,King George Circuit Court
Hon. Sarah L. Deneke,2016,King George Circuit Court
Hon. J. Overton Harris,2016,King George Circuit Court
Hon. Patricia Kelly,2016,King George Circuit Court
Hon. Michael E. Levy,2016,King George Circuit Court
Hon. Charles S. Sharp,2016,King George Circuit Court
Hon. Harry T. Taliaferro III,2016,King George Circuit Court
Hon. Gordon F. Willis,2016,King George Circuit Court
Hon. Victoria A. B. Willis,2016,King George Circuit Court
"Hon. Brett L. Geisler, Presiding Judge",2010,Grayson Circuit Court
"Hon. Colin R. Gibb, Chief Judge",2010,Grayson Circuit Court
Hon. Ray Wilson Grubbs,2010,Grayson Circuit Court
Hon. Josiah T. Showalter Jr.,2010,Grayson Circuit Court
Hon. Robert M. D. Turk,2010,Grayson Circuit Court
Hon. Thomas V. Warren~*,2006,Dinwiddie Circuit Court
Hon. Pamela S. Baskervill,2006,Dinwiddie Circuit Court
Hon. James F. D'Alton Jr.,2006,Dinwiddie Circuit Court
Hon. Richard S. Blanton~,2006,Cumberland Circuit Court
Hon. William L. Wellons*,2006,Cumberland Circuit Court
Hon. Leslie M. Osborn,2006,Cumberland Circuit Court
"Hon. Daniel R. Bouton, Presiding Judge",2016,Madison Circuit Court
"Hon. Timothy K. Sanner, Chief Judge",2016,Madison Circuit Court
Hon. Cheryl V. Higgins,2016,Madison Circuit Court
Hon. Richard E. Moore,2016,Madison Circuit Court
Hon. Susan L. Whitlock,2016,Madison Circuit Court
"Hon. W. Allan Sharrett, Presiding Judge, Chief Judge",2015,Hopewell Circuit Court
Hon. Nathan Curtis Lee,2015,Hopewell Circuit Court
"Hon. Joel C. Cunningham, Presiding Judge",2011,Halifax Circuit Court
Hon. Leslie M. Osborn,2011,Halifax Circuit Court
"Hon. Colin R. Gibb, Presiding Judge, Chief Judge",2010,Giles Circuit Court
Hon. Brett L. Geisler,2010,Giles Circuit Court
Hon. Ray Wilson Grubbs,2010,Giles Circuit Court
Hon. Josiah T. Showalter Jr.,2010,Giles Circuit Court
Hon. Robert M. D. Turk,2010,Giles Circuit Court
"Hon. F. Patrick Yeatts, Chief Judge",2019,Nelson Circuit Court
Hon. R. Edwin Burnette Jr.,2019,Nelson Circuit Court
Hon. John T. Cook,2019,Nelson Circuit Court
Hon. Michael T. Garrett,2019,Nelson Circuit Court
Hon. James W. Updike Jr.,2019,Nelson Circuit Court
"Hon. Timothy K. Sanner, Presiding Judge, Chief Judge",2015,Louisa Circuit Court
Hon. Daniel R. Bouton,2015,Louisa Circuit Court
Hon. Cheryl V. Higgins,2015,Louisa Circuit Court
Hon. Richard E. Moore,2015,Louisa Circuit Court
Hon. Susan L. Whitlock,2015,Louisa Circuit Court
"Hon. Jerrauld C. Jones, Presiding Judge, Chief Judge",2018,Norfolk Circuit Court
"Hon. Michelle J. Atkins, Presiding Judge",2018,Norfolk Circuit Court
"Hon. John R. Doyle III, Presiding Judge",2018,Norfolk Circuit Court
"Hon. Junius P. Fulton III, Presiding Judge",2018,Norfolk Circuit Court
"Hon. Mary Jane Hall, Presiding Judge",2018,Norfolk Circuit Court
"Hon. David W. Lannetti, Presiding Judge",2018,Norfolk Circuit Court
"Hon. Everett A. Martin Jr., Presiding Judge",2018,Norfolk Circuit Court
"Hon. Joseph A. Migliozzi Jr., Presiding Judge",2018,Norfolk Circuit Court
Hon. Frederick G. Rockwell III~*,2006,Colonial Heights Circuit Court
Hon. Michael Coghlan Allen~,2006,Colonial Heights Circuit Court
Hon. Herbert Cogbill Gill Jr.~,2006,Colonial Heights Circuit Court
Hon. Timothy J. Hauler~,2006,Colonial Heights Circuit Court
Hon. Cleo E. Powell~,2006,Colonial Heights Circuit Court
Hon. William N. Alexander II~*,2006,Franklin Circuit Court
Hon. David A. Melesco,2006,Franklin Circuit Court
Hon. Joseph W. Milam Jr.,2006,Franklin Circuit Court
Hon. Charles J. Strauss,2006,Franklin Circuit Court
"Hon. R. Michael McKenney, Presiding Judge",2017,Lancaster Circuit Court
"Hon. J. Overton Harris, Chief Judge",2017,Lancaster Circuit Court
Hon. Sarah L. Deneke,2017,Lancaster Circuit Court
Hon. Joseph J. Ellis,2017,Lancaster Circuit Court
Hon. Herbert M. Hewitt,2017,Lancaster Circuit Court
Hon. Patricia Kelly,2017,Lancaster Circuit Court
Hon. Michael E. Levy,2017,Lancaster Circuit Court
Hon. Ricardo Rigual,2017,Lancaster Circuit Court
Hon. Charles S. Sharp,2017,Lancaster Circuit Court
Hon. Gordon F. Willis,2017,Lancaster Circuit Court
Hon. Victoria A. B. Willis,2017,Lancaster Circuit Court
Hon. Thomas V. Warren~*,2007,Dinwiddie Circuit Court
Hon. Pamela S. Baskervill,2007,Dinwiddie Circuit Court
Hon. James F. D'Alton Jr.,2007,Dinwiddie Circuit Court
"Hon. Brett L. Geisler, Presiding Judge",2011,Grayson Circuit Court
"Hon. Colin R. Gibb, Chief Judge",2011,Grayson Circuit Court
Hon. Josiah T. Showalter Jr.,2011,Grayson Circuit Court
Hon. Robert M. D. Turk,2011,Grayson Circuit Court
Hon. Richard S. Blanton~,2008,Cumberland Circuit Court
Hon. William L. Wellons*,2008,Cumberland Circuit Court
Hon. Leslie M. Osborn,2008,Cumberland Circuit Court
"Hon. Charles S. Sharp, Chief Judge",2019,Richmond County Circuit Court
Hon. Sarah L. Deneke,2019,Richmond County Circuit Court
Hon. Joseph J. Ellis,2019,Richmond County Circuit Court
Hon. J. Overton Harris,2019,Richmond County Circuit Court
Hon. Herbert M. Hewitt,2019,Richmond County Circuit Court
Hon. Patricia Kelly,2019,Richmond County Circuit Court
Hon. Michael E. Levy,2019,Richmond County Circuit Court
Hon. R. Michael McKenney,2019,Richmond County Circuit Court
Hon. Ricardo Rigual,2019,Richmond County Circuit Court
Hon. Gordon F. Willis,2019,Richmond County Circuit Court
Hon. Victoria A. B. Willis,2019,Richmond County Circuit Court
"Hon. Joseph J. Ellis, Presiding Judge",2017,King George Circuit Court
"Hon. Herbert M. Hewitt, Presiding Judge",2017,King George Circuit Court
"Hon. J. Overton Harris, Chief Judge",2017,King George Circuit Court
Hon. Sarah L. Deneke,2017,King George Circuit Court
Hon. Patricia Kelly,2017,King George Circuit Court
Hon. Michael E. Levy,2017,King George Circuit Court
Hon. R. Michael McKenney,2017,King George Circuit Court
Hon. Ricardo Rigual,2017,King George Circuit Court
Hon. Charles S. Sharp,2017,King George Circuit Court
Hon. Gordon F. Willis,2017,King George Circuit Court
Hon. Victoria A. B. Willis,2017,King George Circuit Court
Hon. Thomas B. Hoover~,2005,Charles City Circuit Court
Hon. Samuel T. Powell III*,2005,Charles City Circuit Court
