,Court,Last Hearing Date,Court ID
43997,Norfolk,01/23/2020,710C
43999,Norfolk,07/10/2020,710C
44003,Norfolk,12/16/2020,710C
44004,Norfolk,09/17/2020,710C
44017,Norfolk,07/24/2020,710C
44024,Norfolk,08/27/2020,710C
44028,Norfolk,06/30/2020,710C
44034,Norfolk,11/17/2020,710C
44035,Norfolk,11/12/2020,710C
44047,Norfolk,03/04/2020,710C
44049,Norfolk,06/18/2020,710C
44053,Norfolk,09/16/2020,710C
44059,Norfolk,10/01/2020,710C
44061,Norfolk,12/23/2020,710C
44071,Norfolk,01/07/2020,710C
44074,Norfolk,04/15/2020,710C
44081,Norfolk,02/07/2020,710C
44095,Norfolk,10/27/2020,710C
44097,Norfolk,07/07/2020,710C
44099,Norfolk,08/18/2020,710C
44102,Norfolk,12/03/2020,710C
44109,Norfolk,03/03/2020,710C
44114,Norfolk,02/18/2020,710C
44118,Norfolk,02/27/2020,710C
44123,Norfolk,07/30/2020,710C
44135,Norfolk,02/05/2020,710C
44139,Norfolk,03/18/2020,710C
44145,Norfolk,02/13/2020,710C
44146,Norfolk,06/22/2020,710C
44147,Norfolk,03/10/2020,710C
44152,Norfolk,09/30/2020,710C
44156,Norfolk,07/02/2020,710C
44172,Norfolk,09/03/2020,710C
44176,Norfolk,02/25/2020,710C
44205,Norfolk,06/26/2020,710C
44208,Norfolk,11/06/2020,710C
44209,Norfolk,05/29/2020,710C
44231,Norfolk,12/01/2020,710C
44244,Norfolk,08/07/2020,710C
44246,Norfolk,07/17/2020,710C
44252,Norfolk,06/19/2020,710C
44257,Norfolk,07/29/2020,710C
44260,Norfolk,01/02/2020,710C
44269,Norfolk,04/09/2020,710C
44271,Norfolk,05/28/2020,710C
44274,Norfolk,02/04/2020,710C
44294,Norfolk,07/20/2020,710C
44300,Norfolk,08/20/2020,710C
44302,Norfolk,10/22/2020,710C
44303,Norfolk,06/23/2020,710C
44304,Norfolk,10/19/2020,710C
44309,Norfolk,10/13/2020,710C
44319,Norfolk,07/28/2020,710C
44336,Norfolk,02/06/2020,710C
44340,Norfolk,02/19/2020,710C
44345,Norfolk,08/11/2020,710C
44349,Norfolk,07/21/2020,710C
44359,Norfolk,03/25/2020,710C
44362,Norfolk,08/19/2020,710C
44369,Norfolk,10/29/2020,710C
44370,Norfolk,05/21/2020,710C
44394,Norfolk,12/29/2020,710C
44397,Norfolk,01/22/2020,710C
44402,Norfolk,10/08/2020,710C
44404,Norfolk,08/10/2020,710C
44407,Norfolk,10/23/2020,710C
44414,Norfolk,06/24/2020,710C
44442,Norfolk,09/08/2020,710C
44456,Norfolk,11/24/2020,710C
44461,Norfolk,09/01/2020,710C
44465,Norfolk,12/08/2020,710C
44466,Norfolk,04/10/2020,710C
44468,Norfolk,05/06/2020,710C
44470,Norfolk,05/05/2020,710C
44472,Norfolk,11/18/2020,710C
44482,Norfolk,04/28/2020,710C
44493,Norfolk,11/05/2020,710C
44520,Norfolk,04/02/2020,710C
44534,Norfolk,08/31/2020,710C
44539,Norfolk,09/10/2020,710C
44546,Norfolk,03/17/2020,710C
44567,Norfolk,08/05/2020,710C
44568,Norfolk,01/03/2020,710C
44576,Norfolk,10/14/2020,710C
44619,Norfolk,07/13/2020,710C
44628,Norfolk,06/05/2020,710C
44631,Norfolk,02/12/2020,710C
44640,Norfolk,12/17/2020,710C
44680,Norfolk,03/16/2020,710C
44691,Norfolk,07/14/2020,710C
44697,Norfolk,01/08/2020,710C
44701,Norfolk,05/07/2020,710C
44721,Norfolk,09/02/2020,710C
44743,Norfolk,04/27/2020,710C
44749,Norfolk,01/10/2020,710C
44754,Norfolk,03/02/2020,710C
44755,Norfolk,07/09/2020,710C
44757,Norfolk,12/04/2020,710C
44788,Norfolk,03/24/2020,710C
44805,Norfolk,12/22/2020,710C
44806,Norfolk,10/09/2020,710C
44812,Norfolk,01/27/2020,710C
44861,Norfolk,07/27/2020,710C
44876,Norfolk,06/08/2020,710C
44883,Norfolk,03/09/2020,710C
44922,Norfolk,04/07/2020,710C
44949,Norfolk,10/16/2020,710C
44966,Norfolk,12/15/2020,710C
44981,Norfolk,05/19/2020,710C
44985,Norfolk,07/16/2020,710C
45003,Norfolk,07/06/2020,710C
45050,Norfolk,06/01/2020,710C
45056,Norfolk,04/16/2020,710C
45149,Norfolk,10/20/2020,710C
45172,Norfolk,04/20/2020,710C
45268,Norfolk,09/04/2020,710C
45291,Norfolk,05/08/2020,710C
45296,Norfolk,09/28/2020,710C
45334,Norfolk,11/23/2020,710C
45350,Norfolk,06/16/2020,710C
45351,Norfolk,02/14/2020,710C
45372,Norfolk,12/30/2020,710C
45488,Norfolk,12/07/2020,710C
45529,Norfolk,06/02/2020,710C
45563,Norfolk,05/26/2020,710C
45582,Norfolk,09/09/2020,710C
45587,Norfolk,08/13/2020,710C
45769,Norfolk,10/26/2020,710C
45779,Norfolk,11/09/2020,710C
45801,Norfolk,09/24/2020,710C
45869,Norfolk,03/23/2020,710C
45924,Norfolk,11/02/2020,710C
45926,Norfolk,03/26/2020,710C
46008,Norfolk,04/01/2020,710C
46055,Norfolk,10/05/2020,710C
46093,Norfolk,05/27/2020,710C
46292,Northampton,05/18/2020,131C
46294,Northampton,01/06/2020,131C
46296,Northampton,08/10/2020,131C
46301,Northampton,09/21/2020,131C
46304,Northampton,02/18/2020,131C
46308,Northampton,12/14/2020,131C
46309,Northampton,06/08/2020,131C
46318,Northampton,11/30/2020,131C
46324,Northampton,02/04/2020,131C
46327,Northampton,12/08/2020,131C
46330,Northampton,06/04/2020,131C
46334,Northampton,06/02/2020,131C
46340,Northampton,06/22/2020,131C
46354,Northampton,03/09/2020,131C
46379,Northampton,07/27/2020,131C
46380,Northampton,08/24/2020,131C
46382,Northampton,09/28/2020,131C
46383,Northampton,09/08/2020,131C
46386,Northampton,11/23/2020,131C
46388,Northampton,11/09/2020,131C
46390,Northampton,03/02/2020,131C
46396,Northampton,10/13/2020,131C
46397,Northampton,08/28/2020,131C
46401,Northampton,12/30/2020,131C
46403,Northampton,07/20/2020,131C
46404,Northampton,06/29/2020,131C
46405,Northampton,08/17/2020,131C
46408,Northampton,02/10/2020,131C
46418,Northampton,10/16/2020,131C
46428,Northampton,01/13/2020,131C
46429,Northampton,05/26/2020,131C
46443,Northampton,07/08/2020,131C
46457,Northampton,07/28/2020,131C
46477,Northampton,06/15/2020,131C
46500,Northampton,07/06/2020,131C
46515,Northampton,10/19/2020,131C
46518,Northampton,03/16/2020,131C
46521,Northampton,12/21/2020,131C
46523,Northampton,12/29/2020,131C
46588,Northampton,04/20/2020,131C
46610,Northampton,10/06/2020,131C
46614,Northampton,11/16/2020,131C
46635,Northampton,08/31/2020,131C
46663,Northampton,07/13/2020,131C
46743,Northumberland,11/24/2020,133C
46744,Northumberland,09/02/2020,133C
46746,Northumberland,02/04/2020,133C
46748,Northumberland,11/10/2020,133C
46750,Northumberland,03/10/2020,133C
46751,Northumberland,01/28/2020,133C
46752,Northumberland,02/11/2020,133C
46753,Northumberland,07/07/2020,133C
46754,Northumberland,09/08/2020,133C
46758,Northumberland,10/13/2020,133C
46759,Northumberland,10/06/2020,133C
46764,Northumberland,08/11/2020,133C
46767,Northumberland,09/15/2020,133C
46768,Northumberland,06/16/2020,133C
46773,Northumberland,12/08/2020,133C
46776,Northumberland,06/09/2020,133C
46780,Northumberland,01/14/2020,133C
46785,Northumberland,04/14/2020,133C
46787,Nottoway,06/15/2020,135C
46788,Nottoway,12/14/2020,135C
46790,Nottoway,10/02/2020,135C
46796,Nottoway,08/17/2020,135C
46799,Nottoway,01/10/2020,135C
46800,Nottoway,05/26/2020,135C
46805,Nottoway,08/10/2020,135C
46806,Nottoway,10/26/2020,135C
46808,Nottoway,09/21/2020,135C
46815,Nottoway,08/24/2020,135C
46823,Nottoway,07/20/2020,135C
46824,Nottoway,06/22/2020,135C
46826,Nottoway,09/22/2020,135C
46829,Nottoway,11/06/2020,135C
46830,Nottoway,03/09/2020,135C
46832,Nottoway,09/01/2020,135C
46843,Nottoway,02/10/2020,135C
46845,Nottoway,12/21/2020,135C
46846,Nottoway,02/24/2020,135C
46851,Nottoway,01/27/2020,135C
46870,Nottoway,01/03/2020,135C
46874,Nottoway,11/09/2020,135C
46877,Nottoway,11/23/2020,135C
46914,Nottoway,06/08/2020,135C
46936,Nottoway,10/19/2020,135C
46937,Nottoway,10/16/2020,135C
46972,Nottoway,11/24/2020,135C
46981,Nottoway,01/07/2020,135C
46983,Nottoway,01/28/2020,135C
46997,Nottoway,07/13/2020,135C
47002,Nottoway,11/16/2020,135C
47018,Nottoway,04/15/2020,135C
47029,Orange,12/04/2020,137C
47030,Orange,06/22/2020,137C
47034,Orange,01/24/2020,137C
47038,Orange,01/06/2020,137C
47039,Orange,05/22/2020,137C
47040,Orange,12/11/2020,137C
47041,Orange,01/13/2020,137C
47042,Orange,08/06/2020,137C
47043,Orange,05/08/2020,137C
47047,Orange,06/01/2020,137C
47049,Orange,06/25/2020,137C
47052,Orange,05/18/2020,137C
47054,Orange,07/07/2020,137C
47055,Orange,11/10/2020,137C
47057,Orange,12/17/2020,137C
47058,Orange,10/09/2020,137C
47059,Orange,03/03/2020,137C
47060,Orange,10/02/2020,137C
47062,Orange,08/24/2020,137C
47063,Orange,02/14/2020,137C
47070,Orange,02/13/2020,137C
47075,Orange,02/27/2020,137C
47076,Orange,06/18/2020,137C
47082,Orange,12/14/2020,137C
47083,Orange,02/28/2020,137C
47088,Orange,10/20/2020,137C
47092,Orange,07/27/2020,137C
47094,Orange,06/30/2020,137C
47106,Orange,02/30/2020,137C
47120,Orange,12/22/2020,137C
47128,Orange,12/07/2020,137C
47132,Orange,10/29/2020,137C
47136,Orange,07/09/2020,137C
47137,Orange,04/20/2020,137C
47139,Orange,03/06/2020,137C
47141,Orange,06/08/2020,137C
47146,Orange,10/01/2020,137C
47149,Orange,08/21/2020,137C
47151,Orange,11/19/2020,137C
47156,Orange,05/01/2020,137C
47163,Orange,06/12/2020,137C
47164,Orange,12/08/2020,137C
47165,Orange,12/18/2020,137C
47172,Orange,02/07/2020,137C
47175,Orange,09/04/2020,137C
47177,Orange,03/10/2020,137C
47188,Orange,01/14/2020,137C
47193,Orange,02/20/2020,137C
47208,Orange,01/28/2020,137C
47210,Orange,04/17/2020,137C
47211,Orange,06/23/2020,137C
47226,Orange,09/14/2020,137C
47228,Orange,08/03/2020,137C
47235,Orange,04/10/2020,137C
47236,Orange,10/30/2020,137C
47408,Orange,06/29/2020,137C
47416,Orange,11/05/2020,137C
47421,Orange,05/28/2020,137C
47425,Orange,06/15/2020,137C
47430,Orange,10/22/2020,137C
47433,Orange,09/18/2020,137C
47437,Orange,03/19/2020,137C
47439,Orange,11/13/2020,137C
47459,Orange,11/16/2020,137C
47468,Orange,08/10/2020,137C
47478,Orange,01/31/2020,137C
47485,Orange,02/21/2020,137C
47501,Orange,12/03/2020,137C
47509,Orange,04/14/2020,137C
47515,Orange,10/26/2020,137C
47517,Orange,04/29/2020,137C
47522,Orange,07/10/2020,137C
47541,Page,07/22/2020,139C
47542,Page,05/06/2020,139C
47544,Page,08/05/2020,139C
47545,Page,01/15/2020,139C
47557,Page,09/23/2020,139C
47558,Page,12/18/2020,139C
47561,Page,06/03/2020,139C
47562,Page,08/12/2020,139C
47563,Page,02/12/2020,139C
47565,Page,10/14/2020,139C
47567,Page,02/26/2020,139C
47569,Page,06/10/2020,139C
47572,Page,04/22/2020,139C
47584,Page,03/04/2020,139C
47589,Page,12/09/2020,139C
47594,Page,09/02/2020,139C
47604,Page,09/09/2020,139C
47606,Page,06/24/2020,139C
47614,Page,07/29/2020,139C
47615,Page,06/17/2020,139C
47618,Page,08/26/2020,139C
47620,Page,01/22/2020,139C
47636,Page,02/19/2020,139C
47643,Page,01/23/2020,139C
47652,Page,11/04/2020,139C
47653,Page,04/15/2020,139C
47656,Page,10/27/2020,139C
47663,Page,03/25/2020,139C
47664,Page,05/20/2020,139C
47669,Page,07/01/2020,139C
47670,Page,10/28/2020,139C
47742,Page,07/15/2020,139C
47744,Page,01/08/2020,139C
47790,Page,04/08/2020,139C
47796,Page,10/22/2020,139C
47809,Page,12/02/2020,139C
47851,Page,03/11/2020,139C
47876,Page,04/01/2020,139C
47879,Page,01/28/2020,139C
47903,Page,12/29/2020,139C
47910,Page,07/28/2020,139C
47914,Page,02/05/2020,139C
47923,Page,01/29/2020,139C
47931,Page,08/25/2020,139C
47936,Page,07/08/2020,139C
47954,Page,06/23/2020,139C
47972,Page,09/16/2020,139C
47983,Page,10/07/2020,139C
48044,Page,09/30/2020,139C
48113,Page,04/29/2020,139C
48194,Page,11/24/2020,139C
48198,Page,02/25/2020,139C
48205,Page,08/19/2020,139C
48514,Patrick,05/07/2020,141C
48517,Patrick,10/01/2020,141C
48526,Patrick,09/21/2020,141C
48528,Patrick,06/29/2020,141C
48529,Patrick,02/14/2020,141C
48530,Patrick,01/27/2020,141C
48531,Patrick,06/11/2020,141C
48534,Patrick,10/08/2020,141C
48535,Patrick,08/19/2020,141C
48541,Patrick,09/16/2020,141C
48542,Patrick,08/13/2020,141C
48559,Patrick,04/27/2020,141C
48562,Patrick,07/17/2020,141C
48571,Patrick,02/06/2020,141C
48572,Patrick,01/29/2020,141C
48574,Patrick,08/10/2020,141C
48577,Patrick,11/30/2020,141C
48579,Patrick,08/07/2020,141C
48587,Patrick,09/18/2020,141C
48588,Patrick,06/02/2020,141C
48589,Patrick,01/13/2020,141C
48594,Patrick,03/03/2020,141C
48595,Patrick,09/09/2020,141C
48597,Patrick,03/02/2020,141C
48607,Patrick,07/01/2020,141C
48612,Patrick,01/08/2020,141C
48613,Patrick,07/13/2020,141C
48615,Patrick,09/03/2020,141C
48616,Patrick,10/28/2020,141C
48619,Patrick,05/11/2020,141C
48620,Patrick,07/15/2020,141C
48621,Patrick,11/18/2020,141C
48623,Patrick,10/07/2020,141C
48634,Patrick,01/14/2020,141C
48641,Patrick,04/29/2020,141C
48642,Patrick,12/09/2020,141C
48650,Patrick,07/22/2020,141C
48654,Patrick,11/04/2020,141C
48656,Patrick,08/06/2020,141C
48657,Patrick,11/17/2020,141C
48659,Patrick,12/08/2020,141C
48668,Patrick,05/20/2020,141C
48670,Patrick,06/18/2020,141C
48684,Patrick,05/06/2020,141C
48687,Patrick,01/22/2020,141C
48689,Patrick,07/30/2020,141C
48699,Patrick,10/14/2020,141C
48700,Patrick,02/19/2020,141C
48701,Patrick,05/22/2020,141C
48702,Patrick,10/02/2020,141C
48728,Patrick,08/14/2020,141C
48734,Patrick,03/17/2020,141C
48735,Patrick,02/28/2020,141C
48737,Patrick,07/16/2020,141C
48744,Patrick,01/06/2020,141C
48746,Patrick,09/08/2020,141C
48747,Patrick,03/23/2020,141C
48750,Patrick,11/09/2020,141C
48751,Patrick,10/05/2020,141C
48754,Patrick,07/02/2020,141C
48756,Patrick,10/19/2020,141C
48757,Patrick,04/22/2020,141C
48758,Patrick,03/25/2020,141C
48763,Patrick,02/05/2020,141C
48768,Patrick,09/30/2020,141C
48779,Patrick,06/10/2020,141C
48791,Patrick,02/13/2020,141C
48792,Patrick,09/02/2020,141C
48793,Patrick,12/30/2020,141C
48796,Patrick,02/07/2020,141C
48797,Patrick,11/06/2020,141C
48818,Patrick,07/24/2020,141C
48821,Patrick,06/12/2020,141C
48825,Patrick,02/18/2020,141C
48833,Patrick,11/16/2020,141C
48836,Patrick,10/23/2020,141C
48837,Patrick,03/04/2020,141C
48838,Patrick,02/26/2020,141C
48840,Patrick,06/17/2020,141C
48843,Patrick,07/08/2020,141C
48847,Patrick,03/12/2020,141C
48858,Patrick,12/07/2020,141C
48864,Patrick,06/03/2020,141C
48876,Patrick,10/22/2020,141C
48897,Patrick,12/18/2020,141C
48914,Patrick,02/04/2020,141C
48917,Patrick,06/24/2020,141C
48919,Patrick,09/10/2020,141C
48923,Patrick,06/22/2020,141C
48956,Patrick,08/05/2020,141C
48957,Patrick,05/18/2020,141C
48996,Patrick,05/28/2020,141C
49001,Patrick,11/23/2020,141C
49014,Patrick,08/24/2020,141C
49036,Patrick,01/16/2020,141C
49041,Patrick,01/31/2020,141C
49042,Patrick,07/06/2020,141C
49076,Patrick,06/25/2020,141C
49106,Patrick,10/21/2020,141C
49119,Patrick,01/09/2020,141C
49124,Patrick,02/11/2020,141C
49133,Patrick,06/04/2020,141C
49143,Petersburg,01/14/2020,730C
49145,Petersburg,03/06/2020,730C
49146,Petersburg,12/10/2020,730C
49147,Petersburg,07/08/2020,730C
49150,Petersburg,01/23/2020,730C
49151,Petersburg,02/11/2020,730C
49152,Petersburg,07/21/2020,730C
49154,Petersburg,08/11/2020,730C
49155,Petersburg,02/25/2020,730C
49156,Petersburg,05/21/2020,730C
49157,Petersburg,03/03/2020,730C
49161,Petersburg,01/21/2020,730C
49162,Petersburg,06/11/2020,730C
49163,Petersburg,10/08/2020,730C
49164,Petersburg,10/29/2020,730C
49165,Petersburg,12/31/2020,730C
49166,Petersburg,12/03/2020,730C
49167,Petersburg,12/17/2020,730C
49168,Petersburg,03/19/2020,730C
49170,Petersburg,08/25/2020,730C
49172,Petersburg,08/04/2020,730C
49173,Petersburg,02/20/2020,730C
49174,Petersburg,12/15/2020,730C
49175,Petersburg,03/10/2020,730C
49180,Petersburg,09/15/2020,730C
49181,Petersburg,01/15/2020,730C
49182,Petersburg,09/29/2020,730C
49183,Petersburg,07/16/2020,730C
49188,Petersburg,08/13/2020,730C
49190,Petersburg,03/05/2020,730C
49192,Petersburg,10/22/2020,730C
49193,Petersburg,03/12/2020,730C
49195,Petersburg,03/16/2020,730C
49199,Petersburg,07/14/2020,730C
49202,Petersburg,09/03/2020,730C
49205,Petersburg,01/30/2020,730C
49206,Petersburg,01/02/2020,730C
49208,Petersburg,11/09/2020,730C
49209,Petersburg,07/27/2020,730C
49211,Petersburg,09/01/2020,730C
49212,Petersburg,06/03/2020,730C
49213,Petersburg,02/04/2020,730C
49215,Petersburg,07/13/2020,730C
49216,Petersburg,06/23/2020,730C
49218,Petersburg,05/15/2020,730C
49220,Petersburg,10/27/2020,730C
49221,Petersburg,04/30/2020,730C
49225,Petersburg,07/07/2020,730C
49226,Petersburg,11/12/2020,730C
49234,Petersburg,01/07/2020,730C
49241,Petersburg,11/10/2020,730C
49243,Petersburg,08/24/2020,730C
49248,Petersburg,08/18/2020,730C
49249,Petersburg,10/20/2020,730C
49252,Petersburg,02/18/2020,730C
49256,Petersburg,01/09/2020,730C
49258,Petersburg,07/09/2020,730C
49262,Petersburg,08/06/2020,730C
49273,Petersburg,06/04/2020,730C
49274,Petersburg,12/04/2020,730C
49276,Petersburg,06/30/2020,730C
49279,Petersburg,05/05/2020,730C
49284,Petersburg,07/20/2020,730C
49290,Petersburg,05/28/2020,730C
49292,Petersburg,11/05/2020,730C
49293,Petersburg,07/23/2020,730C
49298,Petersburg,02/10/2020,730C
49305,Petersburg,09/08/2020,730C
49306,Petersburg,06/01/2020,730C
49308,Petersburg,12/22/2020,730C
49313,Petersburg,09/24/2020,730C
49321,Petersburg,07/28/2020,730C
49331,Petersburg,10/13/2020,730C
49338,Petersburg,08/27/2020,730C
49342,Petersburg,12/01/2020,730C
49346,Petersburg,03/17/2020,730C
49348,Petersburg,02/13/2020,730C
49354,Petersburg,05/26/2020,730C
49365,Petersburg,02/06/2020,730C
49369,Petersburg,12/07/2020,730C
49403,Petersburg,09/22/2020,730C
49404,Petersburg,11/17/2020,730C
49406,Petersburg,02/27/2020,730C
49407,Petersburg,04/28/2020,730C
49419,Petersburg,03/01/2020,730C
49420,Petersburg,01/28/2020,730C
49425,Petersburg,02/07/2020,730C
49430,Petersburg,05/07/2020,730C
49433,Petersburg,10/01/2020,730C
49446,Petersburg,11/04/2020,730C
49452,Petersburg,02/28/2020,730C
49463,Petersburg,06/16/2020,730C
49473,Petersburg,05/19/2020,730C
49506,Petersburg,09/21/2020,730C
49514,Petersburg,09/10/2020,730C
49522,Petersburg,10/06/2020,730C
49526,Petersburg,08/26/2020,730C
49533,Petersburg,12/14/2020,730C
49534,Petersburg,04/21/2020,730C
49610,Petersburg,11/02/2020,730C
49619,Petersburg,07/02/2020,730C
49620,Petersburg,06/25/2020,730C
49630,Petersburg,01/22/2020,730C
49638,Petersburg,03/02/2020,730C
49645,Petersburg,06/09/2020,730C
49651,Petersburg,11/24/2020,730C
49656,Petersburg,07/30/2020,730C
49662,Pittsylvania,06/16/2020,143C
49663,Pittsylvania,11/12/2020,143C
49668,Pittsylvania,11/23/2020,143C
49669,Pittsylvania,11/16/2020,143C
49672,Pittsylvania,06/11/2020,143C
49673,Pittsylvania,08/06/2020,143C
49675,Pittsylvania,09/29/2020,143C
49676,Pittsylvania,02/26/2020,143C
49677,Pittsylvania,09/08/2020,143C
49678,Pittsylvania,01/15/2020,143C
49680,Pittsylvania,07/27/2020,143C
49681,Pittsylvania,06/12/2020,143C
49686,Pittsylvania,01/06/2020,143C
49690,Pittsylvania,10/30/2020,143C
49691,Pittsylvania,09/22/2020,143C
49694,Pittsylvania,06/19/2020,143C
49698,Pittsylvania,01/10/2020,143C
49703,Pittsylvania,07/29/2020,143C
49704,Pittsylvania,03/10/2020,143C
49720,Pittsylvania,12/10/2020,143C
49727,Pittsylvania,10/02/2020,143C
49729,Pittsylvania,12/04/2020,143C
49730,Pittsylvania,02/11/2020,143C
49733,Pittsylvania,01/03/2020,143C
49734,Pittsylvania,05/20/2020,143C
49735,Pittsylvania,10/06/2020,143C
49743,Pittsylvania,06/10/2020,143C
49751,Pittsylvania,11/30/2020,143C
49774,Pittsylvania,08/11/2020,143C
49777,Pittsylvania,06/17/2020,143C
49780,Pittsylvania,05/21/2020,143C
49782,Pittsylvania,09/23/2020,143C
49784,Pittsylvania,09/28/2020,143C
49785,Pittsylvania,09/21/2020,143C
49787,Pittsylvania,08/26/2020,143C
49789,Pittsylvania,06/04/2020,143C
49791,Pittsylvania,02/04/2020,143C
49792,Pittsylvania,06/22/2020,143C
49793,Pittsylvania,10/26/2020,143C
49798,Pittsylvania,03/02/2020,143C
49815,Pittsylvania,11/13/2020,143C
49817,Pittsylvania,08/19/2020,143C
49818,Pittsylvania,02/24/2020,143C
49819,Pittsylvania,06/03/2020,143C
49822,Pittsylvania,01/07/2020,143C
49823,Pittsylvania,10/01/2020,143C
49825,Pittsylvania,07/13/2020,143C
49828,Pittsylvania,03/16/2020,143C
49830,Pittsylvania,05/27/2020,143C
49846,Pittsylvania,07/30/2020,143C
49847,Pittsylvania,10/16/2020,143C
49851,Pittsylvania,01/02/2020,143C
49852,Pittsylvania,02/05/2020,143C
49853,Pittsylvania,08/24/2020,143C
49854,Pittsylvania,09/15/2020,143C
49859,Pittsylvania,07/16/2020,143C
49861,Pittsylvania,01/13/2020,143C
49862,Pittsylvania,06/09/2020,143C
49871,Pittsylvania,03/03/2020,143C
49873,Pittsylvania,04/13/2020,143C
49874,Pittsylvania,11/24/2020,143C
49877,Pittsylvania,01/14/2020,143C
49894,Pittsylvania,06/24/2020,143C
49895,Pittsylvania,03/17/2020,143C
49898,Pittsylvania,07/07/2020,143C
49903,Pittsylvania,02/27/2020,143C
49906,Pittsylvania,04/09/2020,143C
49910,Pittsylvania,05/28/2020,143C
49911,Pittsylvania,06/18/2020,143C
49916,Pittsylvania,03/05/2020,143C
49921,Pittsylvania,06/23/2020,143C
49924,Pittsylvania,08/21/2020,143C
49926,Pittsylvania,03/11/2020,143C
49928,Pittsylvania,12/01/2020,143C
49929,Pittsylvania,09/01/2020,143C
49930,Pittsylvania,11/17/2020,143C
49931,Pittsylvania,10/20/2020,143C
49935,Pittsylvania,07/14/2020,143C
49937,Pittsylvania,08/31/2020,143C
49941,Pittsylvania,11/20/2020,143C
49942,Pittsylvania,01/27/2020,143C
49944,Pittsylvania,12/11/2020,143C
49948,Pittsylvania,02/06/2020,143C
49950,Pittsylvania,06/08/2020,143C
49959,Pittsylvania,10/13/2020,143C
49961,Pittsylvania,08/20/2020,143C
49962,Pittsylvania,05/22/2020,143C
49963,Pittsylvania,09/04/2020,143C
49970,Pittsylvania,05/18/2020,143C
49976,Pittsylvania,01/09/2020,143C
49978,Pittsylvania,10/23/2020,143C
49979,Pittsylvania,09/30/2020,143C
49981,Pittsylvania,11/05/2020,143C
49987,Pittsylvania,06/26/2020,143C
49990,Pittsylvania,07/17/2020,143C
50012,Pittsylvania,01/30/2020,143C
50017,Pittsylvania,08/04/2020,143C
50024,Pittsylvania,02/13/2020,143C
50030,Pittsylvania,10/29/2020,143C
50042,Pittsylvania,06/02/2020,143C
50046,Pittsylvania,06/25/2020,143C
50057,Pittsylvania,09/17/2020,143C
50059,Pittsylvania,07/15/2020,143C
50064,Pittsylvania,08/03/2020,143C
50066,Pittsylvania,10/22/2020,143C
50067,Pittsylvania,10/28/2020,143C
50083,Pittsylvania,08/13/2020,143C
50108,Pittsylvania,02/14/2020,143C
50115,Pittsylvania,08/27/2020,143C
50145,Pittsylvania,02/03/2020,143C
50151,Pittsylvania,02/19/2020,143C
50167,Pittsylvania,07/28/2020,143C
50179,Pittsylvania,12/21/2020,143C
50184,Pittsylvania,08/12/2020,143C
50185,Pittsylvania,12/09/2020,143C
50186,Pittsylvania,02/25/2020,143C
50212,Pittsylvania,03/09/2020,143C
50220,Pittsylvania,12/15/2020,143C
50232,Pittsylvania,10/08/2020,143C
50242,Pittsylvania,08/05/2020,143C
50259,Pittsylvania,12/17/2020,143C
50266,Pittsylvania,01/08/2020,143C
50268,Pittsylvania,09/16/2020,143C
50273,Pittsylvania,11/04/2020,143C
50279,Pittsylvania,08/25/2020,143C
50330,Pittsylvania,05/19/2020,143C
50331,Pittsylvania,10/21/2020,143C
50335,Pittsylvania,10/15/2020,143C
50361,Pittsylvania,06/15/2020,143C
50397,Pittsylvania,03/12/2020,143C
50398,Portsmouth,03/10/2020,740C
50399,Portsmouth,04/17/2020,740C
50401,Portsmouth,03/31/2020,740C
50402,Portsmouth,04/22/2020,740C
50403,Portsmouth,04/14/2020,740C
50404,Portsmouth,03/20/2020,740C
50405,Portsmouth,06/01/2020,740C
50410,Portsmouth,07/08/2020,740C
50416,Portsmouth,12/07/2020,740C
50418,Portsmouth,10/15/2020,740C
50419,Portsmouth,04/16/2020,740C
50420,Portsmouth,11/17/2020,740C
50421,Portsmouth,01/27/2020,740C
50424,Portsmouth,10/13/2020,740C
50425,Portsmouth,04/23/2020,740C
50426,Portsmouth,01/08/2020,740C
50428,Portsmouth,11/02/2020,740C
50431,Portsmouth,01/29/2020,740C
50437,Portsmouth,01/02/2020,740C
50438,Portsmouth,02/28/2020,740C
50439,Portsmouth,10/05/2020,740C
50440,Portsmouth,10/29/2020,740C
50441,Portsmouth,11/19/2020,740C
50442,Portsmouth,07/22/2020,740C
50443,Portsmouth,02/25/2020,740C
50445,Portsmouth,01/09/2020,740C
50446,Portsmouth,02/10/2020,740C
50447,Portsmouth,07/28/2020,740C
50451,Portsmouth,10/01/2020,740C
50454,Portsmouth,05/26/2020,740C
50455,Portsmouth,07/27/2020,740C
50459,Portsmouth,07/06/2020,740C
50460,Portsmouth,09/22/2020,740C
50462,Portsmouth,12/02/2020,740C
50463,Portsmouth,04/13/2020,740C
50465,Portsmouth,02/06/2020,740C
50466,Portsmouth,11/16/2020,740C
50467,Portsmouth,07/31/2020,740C
50468,Portsmouth,10/22/2020,740C
50469,Portsmouth,06/11/2020,740C
50470,Portsmouth,03/30/2020,740C
50474,Portsmouth,08/19/2020,740C
50475,Portsmouth,05/13/2020,740C
50476,Portsmouth,01/30/2020,740C
50477,Portsmouth,05/21/2020,740C
50481,Portsmouth,06/17/2020,740C
50482,Portsmouth,05/07/2020,740C
50485,Portsmouth,10/19/2020,740C
50488,Portsmouth,06/19/2020,740C
