Judge Full Name,Year,Court Name,Judge
Timothy K Sanner,2004,Orange,TKS
Glen A Tyler ,2010,Northampton,GAT
Frederick B Lowe ,2010,Northampton,FBL
Edward W Hanson ,2010,Northampton,EWH
Leslie L Lilley,2010,Northampton,LLL
Stephen C Mahan,2010,Northampton,SCM
William R OBrien,2010,Northampton,WRO
H Thomas Padrick ,2010,Northampton,HTP
A Bonwill Shockley,2010,Northampton,ABS
Patricia L West,2010,Northampton,PLW
Thomas B Hoover ,2011,Middlesex,TBH
R Bruce Long,2011,Middlesex,RBL
Samuel T Powell ,2011,Middlesex,STP
G Carter Greer ,2010,Martinsville,GCG
David  Williams ,2010,Martinsville,DW
Martin F Clark ,2010,Martinsville,MFC
Ashby R Pritchett,2004,Martinsville,ARP
Charles M Stone,2004,Martinsville,CMS
David Victor Williams,2004,Martinsville,DVW
Martin F Clark ,2004,Martinsville,MFC
H J Franklin ,2001,Buena Vista,HJF
D M Byrd ,2001,Buena Vista,DMB
G E Honts ,2001,Buena Vista,GEH
T H Wood,2001,Buena Vista,THW
Daniel R Bouton  ,2012,Orange,DRB
Cheryl  Higgins,2012,Orange,CH
Edward L Hogshire,2012,Orange,ELH
Timothy K Sanner,2012,Orange,TKS
Susan L Whitlock,2012,Orange,SLW
Chance Crawford,2002,Salem,CC
Jonathan M Apgar,2002,Salem,JMA
Robert P Doherty ,2002,Salem,RPD
Charles N Dorsey,2002,Salem,CND
Diane McQ Strickland,2002,Salem,DMS
James R Swanson,2002,Salem,JRS
Clifford R Weckstein,2002,Salem,CRW
Peggy W Walton,2003,Middlesex,PWW
William H Shaw ,2003,Middlesex,WHS
Thomas B Hoover,2003,Middlesex,TBH
Samuel T Powell ,2003,Middlesex,STP
N Prentis Smiley ,2003,Middlesex,NPS
J M Gamble,2001,Amherst,JMG
J S Johnston ,2001,Amherst,JSJ
R S Miller,2001,Amherst,RSM
M G Perrow ,2001,Amherst,MGP
J W Updike ,2001,Amherst,JWU
W S Robertson,2001,Rappahannock,WSR
T D Horne,2001,Rappahannock,TDH
J H Chamblin,2001,Rappahannock,JHC
B F McCahill,2001,Rappahannock,BFM
G E Honts ,2001,Rockbridge,GEH
D M Byrd ,2001,Rockbridge,DMB
T H Wood,2001,Rockbridge,THW
H J Franklin ,2001,Rockbridge,HJF
Barbara U Gregory,2004,New Kent,BUG
Thomas B Hoover,2004,New Kent,TBH
William H Shaw ,2004,New Kent,WHS
Samuel T Powell ,2004,New Kent,STP
N Prentis Smiley ,2004,New Kent,NPS
Glen Allen Tyler,2003,Northampton,GAT
Frederick B Lowe,2003,Northampton,FBL
Thomas S Shadrick,2003,Northampton,TSS
Andrew Joseph Canada ,2003,Northampton,AJC
Edward W Hanson ,2003,Northampton,EWH
Stephen C Mahan,2003,Northampton,SCM
Henry Thomas Padrick ,2003,Northampton,HTP
Alan E Rosenblatt,2003,Northampton,AER
A Bonwill Shockley,2003,Northampton,ABS
Patricia L West,2003,Northampton,PLW
T  Warren,2002,Powhatan,TW
O A Pollard ,2002,Powhatan,OAP
J F DAlton ,2002,Powhatan,JFD
Bevill M Dean,2002,Richmond Manchester,BMD
Melvin R Hughes ,2002,Richmond Manchester,MRH
Bradley B Cavedo,2002,Richmond Manchester,BBC
Randall G Johnson,2002,Richmond Manchester,RGJ
Theodore J Markow,2002,Richmond Manchester,TJM
Beverly W Snukals,2002,Richmond Manchester,BWS
Margaret Poles Spencer,2002,Richmond Manchester,MPS
Walter W Stout ,2002,Richmond Manchester,WWS
Richard D Taylor ,2002,Richmond Manchester,RDT
Thomas B Hoover ,2012,New Kent,TBH
R Bruce Long ,2012,New Kent,RBL
Richard Y AtLee ,2012,New Kent,RYA
Frederick B Lowe ,2011,Northampton,FBL
Edward W Hanson ,2011,Northampton,EWH
Leslie L Lilley,2011,Northampton,LLL
Stephen C Mahan,2011,Northampton,SCM
William R OBrien,2011,Northampton,WRO
H Thomas Padrick ,2011,Northampton,HTP
A Bonwill Shockley,2011,Northampton,ABS
Patricia L West,2011,Northampton,PLW
Linda S Timmons,2004,Orange,LST
Daniel R Bouton,2004,Orange,DRB
John R Cullen,2004,Orange,JRC
Edward L Hogshire,2004,Orange,ELH
Paul M Peatross ,2004,Orange,PMP
Timothy K Sanner,2004,Orange,TKS
G Carter Greer ,2011,Martinsville,GCG
David  Williams ,2011,Martinsville,DW
Martin F Clark ,2011,Martinsville,MFC
R Bruce Long ,2012,Middlesex,RBL
Richard Y AtLee ,2012,Middlesex,RYA
Thomas B Hoover,2012,Middlesex,TBH
Michael E McGinty,2012,Middlesex,MEM
H J Franklin ,2000,Buena Vista,HJF
D M Byrd ,2000,Buena Vista,DMB
G E Honts ,2000,Buena Vista,GEH
T H Wood,2000,Buena Vista,THW
Chance Crawford,2002,Salem,CC
Jonathan M Apgar,2002,Salem,JMA
Robert P Doherty ,2002,Salem,RPD
Charles N Dorsey,2002,Salem,CND
Diane McQ Strickland,2002,Salem,DMS
James R Swanson,2002,Salem,JRS
Clifford R Weckstein,2002,Salem,CRW
Peggy W Walton,2003,Middlesex,PWW
William H Shaw ,2003,Middlesex,WHS
Thomas B Hoover,2003,Middlesex,TBH
Samuel T Powell ,2003,Middlesex,STP
N Prentis Smiley ,2003,Middlesex,NPS
Daniel R Bouton  ,2013,Orange,DRB
Cheryl  Higgins,2013,Orange,CH
Edward L Hogshire,2013,Orange,ELH
Timothy K Sanner,2013,Orange,TKS
Susan L Whitlock,2013,Orange,SLW
J M Gamble,2001,Amherst,JMG
J S Johnston ,2001,Amherst,JSJ
R S Miller,2001,Amherst,RSM
M G Perrow ,2001,Amherst,MGP
J W Updike ,2001,Amherst,JWU
W S Robertson,2001,Rappahannock,WSR
T D Horne,2001,Rappahannock,TDH
J H Chamblin,2001,Rappahannock,JHC
B F McCahill,2001,Rappahannock,BFM
G E Honts ,2001,Rockbridge,GEH
D M Byrd ,2001,Rockbridge,DMB
T H Wood,2001,Rockbridge,THW
H J Franklin ,2001,Rockbridge,HJF
Barbara U Gregory,2003,New Kent,BUG
Thomas B Hoover,2003,New Kent,TBH
William H Shaw ,2003,New Kent,WHS
Samuel T Powell ,2003,New Kent,STP
N Prentis Smiley ,2003,New Kent,NPS
Kenneth F Arnold,2003,Northampton,KFA
Glen Allen Tyler,2003,Northampton,GAT
Thomas S Shadrick,2003,Northampton,TSS
Andrew Joseph Canada ,2003,Northampton,AJC
Robert Borden Cromwell ,2003,Northampton,RBC
Edward W Hanson ,2003,Northampton,EWH
Frederick B Lowe,2003,Northampton,FBL
Henry Thomas Padrick ,2003,Northampton,HTP
Alan E Rosenblatt,2003,Northampton,AER
A Bonwill Shockley,2003,Northampton,ABS
Patricia L West,2003,Northampton,PLW
T  Warren,2002,Powhatan,TW
O A Pollard ,2002,Powhatan,OAP
J F DAlton ,2002,Powhatan,JFD
Thomas B Hoover ,2013,New Kent,TBH
R Bruce Long ,2013,New Kent,RBL
Richard Y AtLee ,2013,New Kent,RYA
Michael E McGinty,2013,New Kent,MEM
Edward W Hanson  ,2012,Northampton,EWH
Glenn R Croshaw,2012,Northampton,GRC
W Revell Lewis ,2012,Northampton,WRL
Leslie L Lilley,2012,Northampton,LLL
Stephen C Mahan,2012,Northampton,SCM
William R OBrien,2012,Northampton,WRO
H Thomas Padrick ,2012,Northampton,HTP
A Bonwill Shockley,2012,Northampton,ABS
Bevill M Dean,2002,Richmond Manchester,BMD
Melvin R Hughes ,2002,Richmond Manchester,MRH
Bradley B Cavedo,2002,Richmond Manchester,BBC
Randall G Johnson,2002,Richmond Manchester,RGJ
Theodore J Markow,2002,Richmond Manchester,TJM
Beverly W Snukals,2002,Richmond Manchester,BWS
Margaret Poles Spencer,2002,Richmond Manchester,MPS
Walter W Stout ,2002,Richmond Manchester,WWS
Richard D Taylor ,2002,Richmond Manchester,RDT
Linda S Timmons,2004,Orange,LST
Daniel R Bouton,2004,Orange,DRB
John R Cullen,2004,Orange,JRC
Edward L Hogshire,2004,Orange,ELH
Paul M Peatross ,2004,Orange,PMP
Timothy K Sanner,2004,Orange,TKS
Richard Y AtLee  ,2013,Middlesex,RYA
Thomas B Hoover,2013,Middlesex,TBH
R Bruce Long,2013,Middlesex,RBL
Michael E McGinty,2013,Middlesex,MEM
G Carter Greer ,2012,Martinsville,GCG
David  Williams ,2012,Martinsville,DW
Martin F Clark ,2012,Martinsville,MFC
Ashby R Pritchett,2004,Martinsville,ARP
Charles M Stone,2004,Martinsville,CMS
David Victor Williams,2004,Martinsville,DVW
Martin F Clark ,2004,Martinsville,MFC
Peggy W Walton,2003,Middlesex,PWW
William H Shaw ,2003,Middlesex,WHS
Thomas B Hoover,2003,Middlesex,TBH
Samuel T Powell ,2003,Middlesex,STP
N Prentis Smiley ,2003,Middlesex,NPS
Benjamin O Scott,2002,Petersburg,BOS
James F DAlton ,2002,Petersburg,JFD
Thomas  Warren,2002,Petersburg,TW
Pamela S Baskervill,2002,Petersburg,PSB
J M Gamble,2001,Amherst,JMG
J S Johnston ,2001,Amherst,JSJ
R S Miller,2001,Amherst,RSM
M G Perrow ,2001,Amherst,MGP
J W Updike ,2001,Amherst,JWU
Daniel R Bouton ,2014,Orange,DRB
Timothy K Sanner ,2014,Orange,TKS
Cheryl  Higgins,2014,Orange,CH
Susan L Whitlock,2014,Orange,SLW
Chance Crawford,2002,Salem,CC
Jonathan M Apgar,2002,Salem,JMA
Robert P Doherty ,2002,Salem,RPD
Charles N Dorsey,2002,Salem,CND
Diane McQ Strickland,2002,Salem,DMS
James R Swanson,2002,Salem,JRS
Clifford R Weckstein,2002,Salem,CRW
G E Honts ,2001,Rockbridge,GEH
D M Byrd ,2001,Rockbridge,DMB
T H Wood,2001,Rockbridge,THW
H J Franklin ,2001,Rockbridge,HJF
W S Robertson,2001,Rappahannock,WSR
T D Horne,2001,Rappahannock,TDH
J H Chamblin,2001,Rappahannock,JHC
B F McCahill,2001,Rappahannock,BFM
Kenneth F Arnold,2003,Northampton,KFA
Glen Allen Tyler,2003,Northampton,GAT
Thomas S Shadrick,2003,Northampton,TSS
Andrew Joseph Canada ,2003,Northampton,AJC
Edward W Hanson ,2003,Northampton,EWH
Frederick B Lowe,2003,Northampton,FBL
Stephen C Mahan,2003,Northampton,SCM
Henry Thomas Padrick ,2003,Northampton,HTP
Alan E Rosenblatt,2003,Northampton,AER
A Bonwill Shockley,2003,Northampton,ABS
Patricia L West,2003,Northampton,PLW
T  Warren,2001,Powhatan,TW
O A Pollard ,2001,Powhatan,OAP
J F DAlton ,2001,Powhatan,JFD
Thomas B Hoover ,2014,New Kent,TBH
Richard Y AtLee  ,2014,New Kent,RYA
Michael E McGinty,2014,New Kent,MEM
Edward W Hanson  ,2013,Northampton,EWH
Glenn R Croshaw,2013,Northampton,GRC
Steven C Frucci,2013,Northampton,SCF
W Revell Lewis ,2013,Northampton,WRL
Leslie L Lilley,2013,Northampton,LLL
Stephen C Mahan,2013,Northampton,SCM
William R OBrien,2013,Northampton,WRO
H Thomas Padrick ,2013,Northampton,HTP
A Bonwill Shockley,2013,Northampton,ABS
Linda S Timmons,2004,Orange,LST
Daniel R Bouton,2004,Orange,DRB
John R Cullen,2004,Orange,JRC
Edward L Hogshire,2004,Orange,ELH
Paul M Peatross ,2004,Orange,PMP
Timothy K Sanner,2004,Orange,TKS
Bevill M Dean,2002,Richmond Manchester,BMD
Melvin R Hughes ,2002,Richmond Manchester,MRH
Bradley B Cavedo,2002,Richmond Manchester,BBC
Randall G Johnson,2002,Richmond Manchester,RGJ
Theodore J Markow,2002,Richmond Manchester,TJM
Beverly W Snukals,2002,Richmond Manchester,BWS
Margaret Poles Spencer,2002,Richmond Manchester,MPS
Walter W Stout ,2002,Richmond Manchester,WWS
Richard D Taylor ,2002,Richmond Manchester,RDT
Richard Y AtLee  ,2015,Middlesex,RYA
B Elliott Bondurant,2015,Middlesex,BEB
Michael E McGinty,2015,Middlesex,MEM
Jeffrey W Shaw,2015,Middlesex,JWS
G Carter Greer ,2013,Martinsville,GCG
David  Williams ,2013,Martinsville,DW
Martin F Clark ,2013,Martinsville,MFC
Ashby R Pritchett,2004,Martinsville,ARP
Charles M Stone,2004,Martinsville,CMS
David Victor Williams,2004,Martinsville,DVW
Martin F Clark ,2004,Martinsville,MFC
P S Baskervill,2002,Petersburg,PSB
T  Warren,2002,Petersburg,TW
J F DAlton ,2002,Petersburg,JFD
J M Gamble,2000,Amherst,JMG
J S Johnston ,2000,Amherst,JSJ
R S Miller,2000,Amherst,RSM
M G Perrow ,2000,Amherst,MGP
J W Updike ,2000,Amherst,JWU
Barbara U Gregory,2003,New Kent,BUG
Thomas B Hoover,2003,New Kent,TBH
Samuel T Powell ,2003,New Kent,STP
William H Shaw ,2003,New Kent,WHS
N Prentis Smiley ,2003,New Kent,NPS
Chance Crawford,2002,Salem,CC
Jonathan M Apgar,2002,Salem,JMA
Richard Chapman Pattisall,2002,Salem,RCP
Robert P Doherty ,2002,Salem,RPD
Diane McQ Strickland,2002,Salem,DMS
James R Swanson,2002,Salem,JRS
Clifford R Weckstein,2002,Salem,CRW
Peggy W Walton,2002,Middlesex,PWW
William H Shaw ,2002,Middlesex,WHS
Thomas B Hoover,2002,Middlesex,TBH
Samuel T Powell ,2002,Middlesex,STP
N Prentis Smiley ,2002,Middlesex,NPS
G E Honts ,2001,Rockbridge,GEH
D M Byrd ,2001,Rockbridge,DMB
T H Wood,2001,Rockbridge,THW
H J Franklin ,2001,Rockbridge,HJF
Kenneth F Arnold,2002,Northampton,KFA
Glen Allen Tyler,2002,Northampton,GAT
Thomas S Shadrick,2002,Northampton,TSS
Andrew Joseph Canada ,2002,Northampton,AJC
Edward W Hanson ,2002,Northampton,EWH
Frederick B Lowe,2002,Northampton,FBL
Stephen C Mahan,2002,Northampton,SCM
Henry Thomas Padrick ,2002,Northampton,HTP
Alan E Rosenblatt,2002,Northampton,AER
A Bonwill Shockley,2002,Northampton,ABS
Patricia L West,2002,Northampton,PLW
T  Warren,2001,Powhatan,TW
O A Pollard ,2001,Powhatan,OAP
J F DAlton ,2001,Powhatan,JFD
W S Robertson,2001,Rappahannock,WSR
T D Horne,2001,Rappahannock,TDH
J H Chamblin,2001,Rappahannock,JHC
B F McCahill,2001,Rappahannock,BFM
Michael E McGinty ,2015,New Kent,MEM
B Elliott Bondurant,2015,New Kent,BEB
Richard H Rizk,2015,New Kent,RHR
Jeffrey W Shaw,2015,New Kent,JWS
Linda S Timmons,2004,Orange,LST
Daniel R Bouton,2004,Orange,DRB
John R Cullen,2004,Orange,JRC
Edward L Hogshire,2004,Orange,ELH
Paul M Peatross ,2004,Orange,PMP
Timothy K Sanner,2004,Orange,TKS
William R OBrien ,2015,Northampton,WRO
Glenn R Croshaw,2015,Northampton,GRC
Steven C Frucci,2015,Northampton,SCF
W Revell Lewis ,2015,Northampton,WRL
James Clayton Lewis,2015,Northampton,JCL
Leslie L Lilley,2015,Northampton,LLL
Stephen C Mahan,2015,Northampton,SCM
H Thomas Padrick ,2015,Northampton,HTP
A Bonwill Shockley,2015,Northampton,ABS
Michael E McGinty ,2016,Middlesex,MEM
B Elliott Bondurant,2016,Middlesex,BEB
Richard H Rizk,2016,Middlesex,RHR
Jeffrey W Shaw,2016,Middlesex,JWS
Bevill M Dean,2002,Richmond Manchester,BMD
Margaret Poles Spencer,2002,Richmond Manchester,MPS
Bradley B Cavedo,2002,Richmond Manchester,BBC
Melvin R Hughes ,2002,Richmond Manchester,MRH
Randall Garnet Johnson,2002,Richmond Manchester,RGJ
Theodore J Markow,2002,Richmond Manchester,TJM
Beverly W Snukals,2002,Richmond Manchester,BWS
Walter W Stout ,2002,Richmond Manchester,WWS
Richard D Taylor ,2002,Richmond Manchester,RDT
G Carter Greer ,2014,Martinsville,GCG
David  Williams ,2014,Martinsville,DW
Martin F Clark ,2014,Martinsville,MFC
Ashby R Pritchett,2003,Martinsville,ARP
Charles M Stone,2003,Martinsville,CMS
David Victor Williams,2003,Martinsville,DVW
Martin F Clark ,2003,Martinsville,MFC
P S Baskervill,2001,Petersburg,PSB
T  Warren,2001,Petersburg,TW
J F DAlton ,2001,Petersburg,JFD
Daniel R Bouton ,2015,Orange,DRB
Timothy K Sanner ,2015,Orange,TKS
Cheryl  Higgins,2015,Orange,CH
Richard E Moore,2015,Orange,REM
Susan L Whitlock,2015,Orange,SLW
Barbara U Gregory,2003,New Kent,BUG
Thomas B Hoover,2003,New Kent,TBH
Samuel T Powell ,2003,New Kent,STP
William H Shaw ,2003,New Kent,WHS
N Prentis Smiley ,2003,New Kent,NPS
D M Haddock,2001,Alexandria,DMH
A D Swersky,2001,Alexandria,ADS
J E Kloch,2001,Alexandria,JEK
Peggy W Walton,2002,Middlesex,PWW
William H Shaw ,2002,Middlesex,WHS
Thomas B Hoover,2002,Middlesex,TBH
Samuel T Powell ,2002,Middlesex,STP
N Prentis Smiley ,2002,Middlesex,NPS
G E Honts ,2001,Rockbridge,GEH
D M Byrd ,2001,Rockbridge,DMB
T H Wood,2001,Rockbridge,THW
H J Franklin ,2001,Rockbridge,HJF
Kenneth F Arnold,2002,Northampton,KFA
Glen Allen Tyler,2002,Northampton,GAT
Thomas S Shadrick,2002,Northampton,TSS
Andrew Joseph Canada ,2002,Northampton,AJC
Edward W Hanson ,2002,Northampton,EWH
Frederick B Lowe,2002,Northampton,FBL
Stephen C Mahan,2002,Northampton,SCM
Henry Thomas Padrick ,2002,Northampton,HTP
Alan E Rosenblatt,2002,Northampton,AER
A Bonwill Shockley,2002,Northampton,ABS
Patricia L West,2002,Northampton,PLW
T  Warren,2001,Powhatan,TW
O A Pollard ,2001,Powhatan,OAP
J F DAlton ,2001,Powhatan,JFD
W S Robertson,2001,Rappahannock,WSR
T D Horne,2001,Rappahannock,TDH
J H Chamblin,2001,Rappahannock,JHC
B F McCahill,2001,Rappahannock,BFM
Michael E McGinty ,2016,New Kent,MEM
B Elliott Bondurant,2016,New Kent,BEB
Richard H Rizk,2016,New Kent,RHR
Jeffrey W Shaw,2016,New Kent,JWS
William R OBrien ,2016,Northampton,WRO
Glenn R Croshaw,2016,Northampton,GRC
Steven C Frucci,2016,Northampton,SCF
W Revell Lewis ,2016,Northampton,WRL
James Clayton Lewis,2016,Northampton,JCL
Leslie L Lilley,2016,Northampton,LLL
Stephen C Mahan,2016,Northampton,SCM
H Thomas Padrick ,2016,Northampton,HTP
A Bonwill Shockley,2016,Northampton,ABS
Linda S Timmons,2003,Orange,LST
Daniel R Bouton,2003,Orange,DRB
John R Cullen,2003,Orange,JRC
Edward L Hogshire,2003,Orange,ELH
Paul M Peatross ,2003,Orange,PMP
Timothy K Sanner,2003,Orange,TKS
Bevill M Dean,2002,Richmond Manchester,BMD
Margaret Poles Spencer,2002,Richmond Manchester,MPS
Bradley B Cavedo,2002,Richmond Manchester,BBC
Melvin R Hughes ,2002,Richmond Manchester,MRH
Randall Garnet Johnson,2002,Richmond Manchester,RGJ
Theodore J Markow,2002,Richmond Manchester,TJM
Beverly W Snukals,2002,Richmond Manchester,BWS
Walter W Stout ,2002,Richmond Manchester,WWS
Richard D Taylor ,2002,Richmond Manchester,RDT
Michael E McGinty ,2017,Middlesex,MEM
B Elliott Bondurant,2017,Middlesex,BEB
Richard H Rizk,2017,Middlesex,RHR
Jeffrey W Shaw,2017,Middlesex,JWS
G Carter Greer ,2015,Martinsville,GCG
David  Williams ,2015,Martinsville,DW
Martin F Clark ,2015,Martinsville,MFC
Ashby R Pritchett,2003,Martinsville,ARP
Charles M Stone,2003,Martinsville,CMS
David Victor Williams,2003,Martinsville,DVW
Martin F Clark ,2003,Martinsville,MFC
Daniel R Bouton ,2017,Orange,DRB
Timothy K Sanner ,2017,Orange,TKS
Cheryl  Higgins,2017,Orange,CH
Richard E Moore,2017,Orange,REM
Susan L Whitlock,2017,Orange,SLW
Barbara U Gregory,2002,New Kent,BUG
Thomas B Hoover,2002,New Kent,TBH
Samuel T Powell ,2002,New Kent,STP
William H Shaw ,2002,New Kent,WHS
N Prentis Smiley ,2002,New Kent,NPS
P S Baskervill,2001,Petersburg,PSB
T  Warren,2001,Petersburg,TW
J F DAlton ,2001,Petersburg,JFD
Peggy W Walton,2002,Middlesex,PWW
William H Shaw ,2002,Middlesex,WHS
Thomas B Hoover,2002,Middlesex,TBH
Samuel T Powell ,2002,Middlesex,STP
N Prentis Smiley ,2002,Middlesex,NPS
G E Honts ,2001,Rockbridge,GEH
D M Byrd ,2001,Rockbridge,DMB
T H Wood,2001,Rockbridge,THW
H J Franklin ,2001,Rockbridge,HJF
D M Haddock,2001,Alexandria,DMH
A D Swersky,2001,Alexandria,ADS
J E Kloch,2001,Alexandria,JEK
Kenneth F Arnold,2002,Northampton,KFA
Glen Allen Tyler,2002,Northampton,GAT
Thomas S Shadrick,2002,Northampton,TSS
Andrew Joseph Canada ,2002,Northampton,AJC
Edward W Hanson ,2002,Northampton,EWH
Frederick B Lowe,2002,Northampton,FBL
Stephen C Mahan,2002,Northampton,SCM
Henry Thomas Padrick ,2002,Northampton,HTP
Alan E Rosenblatt,2002,Northampton,AER
A Bonwill Shockley,2002,Northampton,ABS
Patricia L West,2002,Northampton,PLW
T  Warren,2001,Powhatan,TW
O A Pollard ,2001,Powhatan,OAP
J F DAlton ,2001,Powhatan,JFD
W S Robertson,2001,Rappahannock,WSR
T D Horne,2001,Rappahannock,TDH
J H Chamblin,2001,Rappahannock,JHC
B F McCahill,2001,Rappahannock,BFM
B Elliott Bondurant ,2017,New Kent,BEB
Jeffrey W Shaw ,2017,New Kent,JWS
Michael E McGinty,2017,New Kent,MEM
Richard H Rizk,2017,New Kent,RHR
William R OBrien ,2017,Northampton,WRO
Glenn R Croshaw,2017,Northampton,GRC
Steven C Frucci,2017,Northampton,SCF
W Revell Lewis ,2017,Northampton,WRL
James Clayton Lewis,2017,Northampton,JCL
Leslie L Lilley,2017,Northampton,LLL
Stephen C Mahan,2017,Northampton,SCM
H Thomas Padrick ,2017,Northampton,HTP
A Bonwill Shockley,2017,Northampton,ABS
Bevill M Dean,2002,Richmond Manchester,BMD
Margaret Poles Spencer,2002,Richmond Manchester,MPS
Bradley B Cavedo,2002,Richmond Manchester,BBC
Melvin R Hughes ,2002,Richmond Manchester,MRH
Randall Garnet Johnson,2002,Richmond Manchester,RGJ
Theodore J Markow,2002,Richmond Manchester,TJM
Beverly W Snukals,2002,Richmond Manchester,BWS
Walter W Stout ,2002,Richmond Manchester,WWS
Richard D Taylor ,2002,Richmond Manchester,RDT
Jeffrey W Shaw  ,2018,Middlesex,JWS
B Elliott Bondurant,2018,Middlesex,BEB
Linda S Timmons,2003,Orange,LST
Michael E McGinty,2018,Middlesex,MEM
Richard H Rizk,2018,Middlesex,RHR
Daniel R Bouton,2003,Orange,DRB
John R Cullen,2003,Orange,JRC
Edward L Hogshire,2003,Orange,ELH
Paul M Peatross ,2003,Orange,PMP
Timothy K Sanner,2003,Orange,TKS
G Carter Greer ,2016,Martinsville,GCG
David  Williams ,2016,Martinsville,DW
Martin F Clark ,2016,Martinsville,MFC
R B Willet,2001,Salem,RBW
C R Weckstein,2001,Salem,CRW
D M Strickland,2001,Salem,DMS
R C Pattisall,2001,Salem,RCP
R P Doherty ,2001,Salem,RPD
J M Apgar,2001,Salem,JMA
Daniel R Bouton ,2018,Orange,DRB
Timothy K Sanner ,2018,Orange,TKS
Cheryl  Higgins,2018,Orange,CH
Richard E Moore,2018,Orange,REM
Susan L Whitlock,2018,Orange,SLW
P S Baskervill,2001,Petersburg,PSB
T  Warren,2001,Petersburg,TW
J F DAlton ,2001,Petersburg,JFD
Barbara U Gregory,2002,New Kent,BUG
Thomas B Hoover,2002,New Kent,TBH
Samuel T Powell ,2002,New Kent,STP
William H Shaw ,2002,New Kent,WHS
N Prentis Smiley ,2002,New Kent,NPS
Peggy W Walton,2002,Middlesex,PWW
William H Shaw ,2002,Middlesex,WHS
Thomas B Hoover,2002,Middlesex,TBH
Samuel T Powell ,2002,Middlesex,STP
N Prentis Smiley ,2002,Middlesex,NPS
D M Haddock,2001,Alexandria,DMH
A D Swersky,2001,Alexandria,ADS
J E Kloch,2001,Alexandria,JEK
D M Byrd ,2001,Rockbridge,DMB
G E Honts ,2001,Rockbridge,GEH
T H Wood,2001,Rockbridge,THW
H J Franklin ,2001,Rockbridge,HJF
Kenneth F Arnold,2002,Northampton,KFA
Glen Allen Tyler,2002,Northampton,GAT
Thomas S Shadrick,2002,Northampton,TSS
Andrew Joseph Canada ,2002,Northampton,AJC
Robert Borden Cromwell ,2002,Northampton,RBC
Edward W Hanson ,2002,Northampton,EWH
Frederick B Lowe,2002,Northampton,FBL
Henry Thomas Padrick ,2002,Northampton,HTP
Alan E Rosenblatt,2002,Northampton,AER
A Bonwill Shockley,2002,Northampton,ABS
Patricia L West,2002,Northampton,PLW
T  Warren,2001,Powhatan,TW
O A Pollard ,2001,Powhatan,OAP
J F DAlton ,2001,Powhatan,JFD
B Elliott Bondurant ,2018,New Kent,BEB
Jeffrey W Shaw ,2018,New Kent,JWS
Michael E McGinty,2018,New Kent,MEM
Richard H Rizk,2018,New Kent,RHR
W S Robertson,2001,Rappahannock,WSR
T D Horne,2001,Rappahannock,TDH
J H Chamblin,2001,Rappahannock,JHC
B F McCahill,2001,Rappahannock,BFM
Ashby R Pritchett,2003,Martinsville,ARP
Charles M Stone,2003,Martinsville,CMS
David Victor Williams,2003,Martinsville,DVW
Martin F Clark ,2003,Martinsville,MFC
William R OBrien ,2018,Northampton,WRO
Glenn R Croshaw,2018,Northampton,GRC
Steven C Frucci,2018,Northampton,SCF
W Revell Lewis ,2018,Northampton,WRL
James Clayton Lewis,2018,Northampton,JCL
Leslie L Lilley,2018,Northampton,LLL
Stephen C Mahan,2018,Northampton,SCM
H Thomas Padrick ,2018,Northampton,HTP
A Bonwill Shockley,2018,Northampton,ABS
Linda S Timmons,2003,Orange,LST
Daniel R Bouton,2003,Orange,DRB
John R Cullen,2003,Orange,JRC
Edward L Hogshire,2003,Orange,ELH
Paul M Peatross ,2003,Orange,PMP
Timothy K Sanner,2003,Orange,TKS
R B Willet,2001,Salem,RBW
C R Weckstein,2001,Salem,CRW
D M Strickland,2001,Salem,DMS
R C Pattisall,2001,Salem,RCP
R P Doherty ,2001,Salem,RPD
J M Apgar,2001,Salem,JMA
G Carter Greer ,2017,Martinsville,GCG
David  Williams ,2017,Martinsville,DW
Martin F Clark ,2017,Martinsville,MFC
Timothy K Sanner ,2019,Orange,TKS
Dale B Durrer,2019,Orange,DBD
Cheryl  Higgins,2019,Orange,CH
Richard E Moore,2019,Orange,REM
Susan L Whitlock,2019,Orange,SLW
Barbara U Gregory,2002,New Kent,BUG
Thomas B Hoover,2002,New Kent,TBH
Samuel T Powell ,2002,New Kent,STP
William H Shaw ,2002,New Kent,WHS
N Prentis Smiley ,2002,New Kent,NPS
Peggy W Walton,2002,Middlesex,PWW
William H Shaw ,2002,Middlesex,WHS
Thomas B Hoover,2002,Middlesex,TBH
Samuel T Powell ,2002,Middlesex,STP
N Prentis Smiley ,2002,Middlesex,NPS
P S Baskervill,2001,Petersburg,PSB
T  Warren,2001,Petersburg,TW
J F DAlton ,2001,Petersburg,JFD
Jeffrey W Shaw  ,2019,Middlesex,JWS
B Elliott Bondurant,2019,Middlesex,BEB
Michael E McGinty,2019,Middlesex,MEM
Richard H Rizk,2019,Middlesex,RHR
D M Byrd ,2000,Rockbridge,DMB
G E Honts ,2000,Rockbridge,GEH
T H Wood,2000,Rockbridge,THW
H J Franklin ,2000,Rockbridge,HJF
T  Warren,2001,Powhatan,TW
O A Pollard ,2001,Powhatan,OAP
J F DAlton ,2001,Powhatan,JFD
Kenneth F Arnold,2002,Northampton,KFA
Glen Allen Tyler,2002,Northampton,GAT
