Judge Full Name,Year,Court Name,Judge
Glenn R Croshaw,2014,Accomack,GRC
Steven C Frucci,2014,Accomack,SCF
W Revell Lewis ,2014,Accomack,WRL
Leslie L Lilley,2014,Accomack,LLL
Stephen C Mahan,2014,Accomack,SCM
William R OBrien,2014,Accomack,WRO
H Thomas Padrick ,2014,Accomack,HTP
A Bonwill Shockley,2014,Accomack,ABS
Barbara R Williams,2002,Appomattox,BRW
Richard S Blanton,2002,Appomattox,RSB
William L Wellons,2002,Appomattox,WLW
Leslie M Osborn,2002,Appomattox,LMO
W R Shelton,2001,Colonial Heights,WRS
H C Gill ,2001,Colonial Heights,HCG
T J Hauler,2001,Colonial Heights,TJH
M C Allen,2001,Colonial Heights,MCA
C E Powell,2001,Colonial Heights,CEP
Charles L Ricketts  ,2017,Bath,CLR
Anita D Filson,2017,Bath,ADF
W Chapman Goodwin,2017,Bath,WCG
Victor V Ludwig,2017,Bath,VVL
Malfourd W Trumbo,2017,Bath,MWT
S Anderson Nelson ,2017,Appomattox,SAN
Leslie M Osborn ,2017,Appomattox,LMO
Donald Carl Blessing,2017,Appomattox,DCB
Kimberley S White,2017,Appomattox,KSW
J S Johnston ,2001,Campbell,JSJ
R S Miller,2001,Campbell,RSM
M G Perrow ,2001,Campbell,MGP
J M Gamble,2001,Campbell,JMG
J W Updike ,2001,Campbell,JWU
D A McGlothlin ,2001,Buchanan,DAM
D R Mullins,2001,Buchanan,DRM
K R Williams,2001,Buchanan,KRW
S T Powell ,2001,Charles City,STP
N P Smiley ,2001,Charles City,NPS
T B Hoover,2001,Charles City,TBH
W H Shaw ,2001,Charles City,WHS
Samuel H Cooper ,2002,Accomack,SHC
Glen Allen Tyler,2002,Accomack,GAT
Thomas S Shadrick,2002,Accomack,TSS
Andrew Joseph Canada ,2002,Accomack,AJC
Edward W Hanson ,2002,Accomack,EWH
Frederick B Lowe,2002,Accomack,FBL
Stephen C Mahan,2002,Accomack,SCM
Henry Thomas Padrick ,2002,Accomack,HTP
Alan E Rosenblatt,2002,Accomack,AER
A Bonwill Shockley,2002,Accomack,ABS
Patricia L West,2002,Accomack,PLW
Tommy L Moore,2002,Botetourt,TLM
George E Honts ,2002,Botetourt,GEH
Duncan M Byrd ,2002,Botetourt,DMB
Humes J Franklin ,2002,Botetourt,HJF
Thomas H Wood,2002,Botetourt,THW
Darlene W Carpenter,2004,Bath,DWC
Thomas H Wood,2004,Bath,THW
Humes J Franklin ,2004,Bath,HJF
"Malfourd W ""Bo"" Trumbo",2004,Bath,"MW""T"
Barbara R Williams,2002,Appomattox,BRW
Richard S Blanton,2002,Appomattox,RSB
William L Wellons,2002,Appomattox,WLW
Leslie M Osborn,2002,Appomattox,LMO
W R Shelton,2001,Colonial Heights,WRS
H C Gill ,2001,Colonial Heights,HCG
T J Hauler,2001,Colonial Heights,TJH
M C Allen,2001,Colonial Heights,MCA
C E Powell,2001,Colonial Heights,CEP
William R OBrien ,2015,Accomack,WRO
Glenn R Croshaw,2015,Accomack,GRC
Steven C Frucci,2015,Accomack,SCF
W Revell Lewis ,2015,Accomack,WRL
James Clayton Lewis,2015,Accomack,JCL
Leslie L Lilley,2015,Accomack,LLL
Stephen C Mahan,2015,Accomack,SCM
H Thomas Padrick ,2015,Accomack,HTP
A Bonwill Shockley,2015,Accomack,ABS
S Anderson Nelson ,2018,Appomattox,SAN
Leslie M Osborn ,2018,Appomattox,LMO
Donald Carl Blessing,2018,Appomattox,DCB
Kimberley S White,2018,Appomattox,KSW
Charles L Ricketts  ,2018,Bath,CLR
Joel R Branscom,2018,Bath,JRB
Anita D Filson,2018,Bath,ADF
W Chapman Goodwin,2018,Bath,WCG
Victor V Ludwig,2018,Bath,VVL
D A McGlothlin ,2001,Buchanan,DAM
D R Mullins,2001,Buchanan,DRM
K R Williams,2001,Buchanan,KRW
S T Powell ,2001,Charles City,STP
N P Smiley ,2001,Charles City,NPS
T B Hoover,2001,Charles City,TBH
W H Shaw ,2001,Charles City,WHS
J S Johnston ,2001,Campbell,JSJ
R S Miller,2001,Campbell,RSM
M G Perrow ,2001,Campbell,MGP
J M Gamble,2001,Campbell,JMG
J W Updike ,2001,Campbell,JWU
Samuel H Cooper ,2002,Accomack,SHC
Glen Allen Tyler,2002,Accomack,GAT
Thomas S Shadrick,2002,Accomack,TSS
Andrew Joseph Canada ,2002,Accomack,AJC
Edward W Hanson ,2002,Accomack,EWH
Frederick B Lowe,2002,Accomack,FBL
Stephen C Mahan,2002,Accomack,SCM
Henry Thomas Padrick ,2002,Accomack,HTP
Alan E Rosenblatt,2002,Accomack,AER
A Bonwill Shockley,2002,Accomack,ABS
Patricia L West,2002,Accomack,PLW
Tommy L Moore,2002,Botetourt,TLM
George E Honts ,2002,Botetourt,GEH
Duncan M Byrd ,2002,Botetourt,DMB
Humes J Franklin ,2002,Botetourt,HJF
Thomas H Wood,2002,Botetourt,THW
Darlene W Carpenter,2004,Bath,DWC
Thomas H Wood,2004,Bath,THW
Humes J Franklin ,2004,Bath,HJF
Malfourd W Trumbo,2004,Bath,MWT
Barbara R Williams,2002,Appomattox,BRW
Richard S Blanton,2002,Appomattox,RSB
William L Wellons,2002,Appomattox,WLW
Leslie M Osborn,2002,Appomattox,LMO
S Anderson Nelson ,2019,Appomattox,SAN
Kimberley S White ,2019,Appomattox,KSW
Donald Carl Blessing,2019,Appomattox,DCB
J William Watson ,2019,Appomattox,JWW
William R OBrien ,2016,Accomack,WRO
Glenn R Croshaw,2016,Accomack,GRC
Steven C Frucci,2016,Accomack,SCF
W Revell Lewis ,2016,Accomack,WRL
James Clayton Lewis,2016,Accomack,JCL
Leslie L Lilley,2016,Accomack,LLL
Stephen C Mahan,2016,Accomack,SCM
H Thomas Padrick ,2016,Accomack,HTP
A Bonwill Shockley,2016,Accomack,ABS
W R Shelton,2001,Colonial Heights,WRS
H C Gill ,2001,Colonial Heights,HCG
T J Hauler,2001,Colonial Heights,TJH
M C Allen,2001,Colonial Heights,MCA
C E Powell,2001,Colonial Heights,CEP
D A McGlothlin ,2001,Buchanan,DAM
D R Mullins,2001,Buchanan,DRM
K R Williams,2001,Buchanan,KRW
Edward K Stein ,2019,Bath,EKS
Charles L Ricketts  ,2019,Bath,CLR
Joel R Branscom,2019,Bath,JRB
Paul A Dryer,2019,Bath,PAD
W Chapman Goodwin,2019,Bath,WCG
S T Powell ,2000,Charles City,STP
N P Smiley ,2000,Charles City,NPS
T B Hoover,2000,Charles City,TBH
W H Shaw ,2000,Charles City,WHS
J S Johnston ,2001,Campbell,JSJ
R S Miller,2001,Campbell,RSM
M G Perrow ,2001,Campbell,MGP
J M Gamble,2001,Campbell,JMG
J W Updike ,2001,Campbell,JWU
Samuel H Cooper ,2002,Accomack,SHC
Glen Allen Tyler,2002,Accomack,GAT
Thomas S Shadrick,2002,Accomack,TSS
Andrew Joseph Canada ,2002,Accomack,AJC
Edward W Hanson ,2002,Accomack,EWH
Frederick B Lowe,2002,Accomack,FBL
Stephen C Mahan,2002,Accomack,SCM
Henry Thomas Padrick ,2002,Accomack,HTP
Alan E Rosenblatt,2002,Accomack,AER
A Bonwill Shockley,2002,Accomack,ABS
Patricia L West,2002,Accomack,PLW
Tommy L Moore,2002,Botetourt,TLM
George E Honts ,2002,Botetourt,GEH
Duncan M Byrd ,2002,Botetourt,DMB
Humes J Franklin ,2002,Botetourt,HJF
Thomas H Wood,2002,Botetourt,THW
Darlene W Carpenter,2004,Bath,DWC
Thomas H Wood,2004,Bath,THW
Humes J Franklin ,2004,Bath,HJF
George E Honts ,2004,Bath,GEH
Barbara R Williams,2002,Appomattox,BRW
Richard S Blanton,2002,Appomattox,RSB
William L Wellons,2002,Appomattox,WLW
Leslie M Osborn,2002,Appomattox,LMO
Stephen Anderson Nelson ,2020,Appomattox,SAN
Kimberley S White ,2020,Appomattox,KSW
Donald Carl Blessing,2020,Appomattox,DCB
James William Watson ,2020,Appomattox,JWW
William R OBrien ,2017,Accomack,WRO
Glenn R Croshaw,2017,Accomack,GRC
Steven C Frucci,2017,Accomack,SCF
W Revell Lewis ,2017,Accomack,WRL
James Clayton Lewis,2017,Accomack,JCL
Leslie L Lilley,2017,Accomack,LLL
Stephen C Mahan,2017,Accomack,SCM
H Thomas Padrick ,2017,Accomack,HTP
A Bonwill Shockley,2017,Accomack,ABS
W R Shelton,2001,Colonial Heights,WRS
H C Gill ,2001,Colonial Heights,HCG
T J Hauler,2001,Colonial Heights,TJH
M C Allen,2001,Colonial Heights,MCA
C E Powell,2001,Colonial Heights,CEP
D A McGlothlin ,2001,Buchanan,DAM
D R Mullins,2001,Buchanan,DRM
K R Williams,2001,Buchanan,KRW
J S Johnston ,2001,Campbell,JSJ
R S Miller,2001,Campbell,RSM
M G Perrow ,2001,Campbell,MGP
J M Gamble,2001,Campbell,JMG
J W Updike ,2001,Campbell,JWU
Edward K Stein ,2021,Bath,EKS
William Chapman Goodwin ,2021,Bath,WCG
Joel R Branscom,2021,Bath,JRB
Paul A Dryer,2021,Bath,PAD
Anne M Reed,2021,Bath,AMR
Christopher B Russell,2021,Bath,CBR
Samuel H Cooper ,2002,Accomack,SHC
Glen Allen Tyler,2002,Accomack,GAT
Thomas S Shadrick,2002,Accomack,TSS
Andrew Joseph Canada ,2002,Accomack,AJC
Edward W Hanson ,2002,Accomack,EWH
Frederick B Lowe,2002,Accomack,FBL
Stephen C Mahan,2002,Accomack,SCM
Henry Thomas Padrick ,2002,Accomack,HTP
Alan E Rosenblatt,2002,Accomack,AER
A Bonwill Shockley,2002,Accomack,ABS
Patricia L West,2002,Accomack,PLW
Tommy L Moore,2002,Botetourt,TLM
George E Honts ,2002,Botetourt,GEH
Duncan M Byrd ,2002,Botetourt,DMB
Humes J Franklin ,2002,Botetourt,HJF
Thomas H Wood,2002,Botetourt,THW
Barbara R Williams,2002,Appomattox,BRW
Richard S Blanton,2002,Appomattox,RSB
William L Wellons,2002,Appomattox,WLW
Leslie M Osborn,2002,Appomattox,LMO
William R OBrien ,2018,Accomack,WRO
Glenn R Croshaw,2018,Accomack,GRC
Steven C Frucci,2018,Accomack,SCF
W Revell Lewis ,2018,Accomack,WRL
James Clayton Lewis,2018,Accomack,JCL
Leslie L Lilley,2018,Accomack,LLL
Stephen C Mahan,2018,Accomack,SCM
H Thomas Padrick ,2018,Accomack,HTP
A Bonwill Shockley,2018,Accomack,ABS
Darlene W Carpenter,2004,Bath,DWC
Thomas H Wood,2004,Bath,THW
Humes J Franklin ,2004,Bath,HJF
George E Honts ,2004,Bath,GEH
W R Shelton,2001,Colonial Heights,WRS
H C Gill ,2001,Colonial Heights,HCG
T J Hauler,2001,Colonial Heights,TJH
M C Allen,2001,Colonial Heights,MCA
C E Powell,2001,Colonial Heights,CEP
J S Johnston ,2001,Campbell,JSJ
R S Miller,2001,Campbell,RSM
M G Perrow ,2001,Campbell,MGP
J M Gamble,2001,Campbell,JMG
J W Updike ,2001,Campbell,JWU
Samuel H Cooper ,2002,Accomack,SHC
Glen Allen Tyler,2002,Accomack,GAT
Thomas S Shadrick,2002,Accomack,TSS
Andrew Joseph Canada ,2002,Accomack,AJC
Robert Borden Cromwell ,2002,Accomack,RBC
Edward W Hanson ,2002,Accomack,EWH
Frederick B Lowe,2002,Accomack,FBL
Henry Thomas Padrick ,2002,Accomack,HTP
Alan E Rosenblatt,2002,Accomack,AER
A Bonwill Shockley,2002,Accomack,ABS
Patricia L West,2002,Accomack,PLW
Tommy L Moore,2002,Botetourt,TLM
George E Honts ,2002,Botetourt,GEH
Duncan M Byrd ,2002,Botetourt,DMB
Humes J Franklin ,2002,Botetourt,HJF
Thomas H Wood,2002,Botetourt,THW
D A McGlothlin ,2001,Buchanan,DAM
D R Mullins,2001,Buchanan,DRM
K R Williams,2001,Buchanan,KRW
Barbara R Williams,2002,Appomattox,BRW
Richard S Blanton,2002,Appomattox,RSB
William L Wellons,2002,Appomattox,WLW
Leslie M Osborn,2002,Appomattox,LMO
Glenn R Croshaw ,2019,Accomack,GRC
Steven C Frucci,2019,Accomack,SCF
W Revell Lewis ,2019,Accomack,WRL
James Clayton Lewis,2019,Accomack,JCL
Leslie L Lilley,2019,Accomack,LLL
Stephen C Mahan,2019,Accomack,SCM
H Thomas Padrick ,2019,Accomack,HTP
A Bonwill Shockley,2019,Accomack,ABS
W R Shelton,2001,Colonial Heights,WRS
H C Gill ,2001,Colonial Heights,HCG
T J Hauler,2001,Colonial Heights,TJH
M C Allen,2001,Colonial Heights,MCA
C E Powell,2001,Colonial Heights,CEP
Darlene W Carpenter,2003,Bath,DWC
George E Honts ,2003,Bath,GEH
Thomas H Wood,2003,Bath,THW
Humes J Franklin ,2003,Bath,HJF
J S Johnston ,2001,Campbell,JSJ
R S Miller,2001,Campbell,RSM
M G Perrow ,2001,Campbell,MGP
J M Gamble,2001,Campbell,JMG
J W Updike ,2001,Campbell,JWU
Samuel H Cooper ,2002,Accomack,SHC
Glen Allen Tyler,2002,Accomack,GAT
Thomas S Shadrick,2002,Accomack,TSS
Andrew Joseph Canada ,2002,Accomack,AJC
Robert Borden Cromwell ,2002,Accomack,RBC
Edward W Hanson ,2002,Accomack,EWH
Frederick B Lowe,2002,Accomack,FBL
Henry Thomas Padrick ,2002,Accomack,HTP
Alan E Rosenblatt,2002,Accomack,AER
A Bonwill Shockley,2002,Accomack,ABS
Patricia L West,2002,Accomack,PLW
Tommy L Moore,2002,Botetourt,TLM
George E Honts ,2002,Botetourt,GEH
Duncan M Byrd ,2002,Botetourt,DMB
Humes J Franklin ,2002,Botetourt,HJF
Thomas H Wood,2002,Botetourt,THW
Glenn Randall Croshaw ,2020,Accomack,GRC
Kevin M Duffan,2020,Accomack,KMD
Steven C Frucci,2020,Accomack,SCF
William Revell Lewis ,2020,Accomack,WRL
James Clayton Lewis,2020,Accomack,JCL
Leslie L Lilley,2020,Accomack,LLL
Stephen C Mahan,2020,Accomack,SCM
Anne Bonwill Shockley,2020,Accomack,ABS
D A McGlothlin ,2001,Buchanan,DAM
D R Mullins,2001,Buchanan,DRM
K R Williams,2001,Buchanan,KRW
Barbara R Williams,2002,Appomattox,BRW
Richard S Blanton,2002,Appomattox,RSB
William L Wellons,2002,Appomattox,WLW
Leslie M Osborn,2002,Appomattox,LMO
W R Shelton,2001,Colonial Heights,WRS
H C Gill ,2001,Colonial Heights,HCG
T J Hauler,2001,Colonial Heights,TJH
M C Allen,2001,Colonial Heights,MCA
C E Powell,2001,Colonial Heights,CEP
Darlene W Carpenter,2003,Bath,DWC
George E Honts ,2003,Bath,GEH
Humes J Franklin ,2003,Bath,HJF
Thomas H Wood,2003,Bath,THW
J S Johnston ,2001,Campbell,JSJ
R S Miller,2001,Campbell,RSM
M G Perrow ,2001,Campbell,MGP
J M Gamble,2001,Campbell,JMG
J W Updike ,2001,Campbell,JWU
Samuel H Cooper ,2002,Accomack,SHC
Glen Allen Tyler,2002,Accomack,GAT
Thomas S Shadrick,2002,Accomack,TSS
Andrew Joseph Canada ,2002,Accomack,AJC
Robert Borden Cromwell ,2002,Accomack,RBC
Edward W Hanson ,2002,Accomack,EWH
Frederick B Lowe,2002,Accomack,FBL
Henry Thomas Padrick ,2002,Accomack,HTP
Alan E Rosenblatt,2002,Accomack,AER
A Bonwill Shockley,2002,Accomack,ABS
Patricia L West,2002,Accomack,PLW
D A McGlothlin ,2001,Buchanan,DAM
D R Mullins,2001,Buchanan,DRM
K R Williams,2001,Buchanan,KRW
Tommy L Moore,2002,Botetourt,TLM
George E Honts ,2002,Botetourt,GEH
Duncan M Byrd ,2002,Botetourt,DMB
Humes J Franklin ,2002,Botetourt,HJF
Thomas H Wood,2002,Botetourt,THW
Barbara R Williams,2002,Appomattox,BRW
Richard S Blanton,2002,Appomattox,RSB
William L Wellons,2002,Appomattox,WLW
Leslie M Osborn,2002,Appomattox,LMO
W R Shelton,2001,Colonial Heights,WRS
H C Gill ,2001,Colonial Heights,HCG
T J Hauler,2001,Colonial Heights,TJH
M C Allen,2001,Colonial Heights,MCA
C E Powell,2001,Colonial Heights,CEP
J S Johnston ,2001,Campbell,JSJ
R S Miller,2001,Campbell,RSM
M G Perrow ,2001,Campbell,MGP
J M Gamble,2001,Campbell,JMG
J W Updike ,2001,Campbell,JWU
Darlene W Carpenter,2003,Bath,DWC
Duncan M Byrd ,2003,Bath,DMB
Humes J Franklin ,2003,Bath,HJF
George E Honts ,2003,Bath,GEH
Thomas H Wood,2003,Bath,THW
Samuel H Cooper ,2002,Accomack,SHC
Glen Allen Tyler,2002,Accomack,GAT
Thomas S Shadrick,2002,Accomack,TSS
Andrew Joseph Canada ,2002,Accomack,AJC
Robert Borden Cromwell ,2002,Accomack,RBC
Edward W Hanson ,2002,Accomack,EWH
Frederick B Lowe,2002,Accomack,FBL
Henry Thomas Padrick ,2002,Accomack,HTP
Alan E Rosenblatt,2002,Accomack,AER
A Bonwill Shockley,2002,Accomack,ABS
Patricia L West,2002,Accomack,PLW
D A McGlothlin ,2000,Buchanan,DAM
D R Mullins,2000,Buchanan,DRM
K R Williams,2000,Buchanan,KRW
Barbara R Williams,2002,Appomattox,BRW
Richard S Blanton,2002,Appomattox,RSB
William L Wellons,2002,Appomattox,WLW
Leslie M Osborn,2002,Appomattox,LMO
D M Byrd ,2001,Botetourt,DMB
G E Honts ,2001,Botetourt,GEH
T H Wood,2001,Botetourt,THW
H J Franklin ,2001,Botetourt,HJF
W R Shelton,2001,Colonial Heights,WRS
H C Gill ,2001,Colonial Heights,HCG
T J Hauler,2001,Colonial Heights,TJH
M C Allen,2001,Colonial Heights,MCA
C E Powell,2001,Colonial Heights,CEP
Darlene W Carpenter,2002,Bath,DWC
Duncan M Byrd ,2002,Bath,DMB
Humes J Franklin ,2002,Bath,HJF
George E Honts ,2002,Bath,GEH
Thomas H Wood,2002,Bath,THW
J S Johnston ,2001,Campbell,JSJ
R S Miller,2001,Campbell,RSM
M G Perrow ,2001,Campbell,MGP
J M Gamble,2001,Campbell,JMG
J W Updike ,2001,Campbell,JWU
G A Tyler,2001,Accomack,GAT
K N Whitehurst ,2001,Accomack,KNW
A B Shockley,2001,Accomack,ABS
E W Hanson ,2001,Accomack,EWH
J K Moore,2001,Accomack,JKM
A E Rosenblatt,2001,Accomack,AER
T S Shadrick,2001,Accomack,TSS
R B Cromwell ,2001,Accomack,RBC
F B Lowe,2001,Accomack,FBL
H T Padrick ,2001,Accomack,HTP
D M Byrd ,2001,Botetourt,DMB
G E Honts ,2001,Botetourt,GEH
T H Wood,2001,Botetourt,THW
H J Franklin ,2001,Botetourt,HJF
W R Shelton,2000,Colonial Heights,WRS
H C Gill ,2000,Colonial Heights,HCG
T J Hauler,2000,Colonial Heights,TJH
M C Allen,2000,Colonial Heights,MCA
C E Powell,2000,Colonial Heights,CEP
Barbara R Williams,2002,Appomattox,BRW
Richard S Blanton,2002,Appomattox,RSB
William L Wellons,2002,Appomattox,WLW
Leslie M Osborn,2002,Appomattox,LMO
Darlene W Carpenter,2002,Bath,DWC
Duncan M Byrd ,2002,Bath,DMB
Humes J Franklin ,2002,Bath,HJF
George E Honts ,2002,Bath,GEH
Thomas H Wood,2002,Bath,THW
G A Tyler,2001,Accomack,GAT
K N Whitehurst ,2001,Accomack,KNW
A B Shockley,2001,Accomack,ABS
E W Hanson ,2001,Accomack,EWH
J K Moore,2001,Accomack,JKM
A E Rosenblatt,2001,Accomack,AER
T S Shadrick,2001,Accomack,TSS
R B Cromwell ,2001,Accomack,RBC
F B Lowe,2001,Accomack,FBL
H T Padrick ,2001,Accomack,HTP
J S Johnston ,2001,Campbell,JSJ
R S Miller,2001,Campbell,RSM
M G Perrow ,2001,Campbell,MGP
J M Gamble,2001,Campbell,JMG
J W Updike ,2001,Campbell,JWU
Darlene W Carpenter,2002,Bath,DWC
Duncan M Byrd ,2002,Bath,DMB
Humes J Franklin ,2002,Bath,HJF
George E Honts ,2002,Bath,GEH
Thomas H Wood,2002,Bath,THW
D M Byrd ,2001,Botetourt,DMB
G E Honts ,2001,Botetourt,GEH
T H Wood,2001,Botetourt,THW
H J Franklin ,2001,Botetourt,HJF
G A Tyler,2001,Accomack,GAT
K N Whitehurst ,2001,Accomack,KNW
A B Shockley,2001,Accomack,ABS
E W Hanson ,2001,Accomack,EWH
J K Moore,2001,Accomack,JKM
A E Rosenblatt,2001,Accomack,AER
T S Shadrick,2001,Accomack,TSS
R B Cromwell ,2001,Accomack,RBC
F B Lowe,2001,Accomack,FBL
H T Padrick ,2001,Accomack,HTP
J S Johnston ,2001,Campbell,JSJ
R S Miller,2001,Campbell,RSM
M G Perrow ,2001,Campbell,MGP
J M Gamble,2001,Campbell,JMG
J W Updike ,2001,Campbell,JWU
W L Wellons,2002,Appomattox,WLW
R S Blanton,2002,Appomattox,RSB
Leslie M Osborn,2002,Appomattox,LMO
Darlene W Carpenter,2002,Bath,DWC
Duncan M Byrd ,2002,Bath,DMB
Humes J Franklin ,2002,Bath,HJF
George E Honts ,2002,Bath,GEH
Thomas H Wood,2002,Bath,THW
D M Byrd ,2001,Botetourt,DMB
G E Honts ,2001,Botetourt,GEH
T H Wood,2001,Botetourt,THW
H J Franklin ,2001,Botetourt,HJF
G A Tyler,2001,Accomack,GAT
K N Whitehurst ,2001,Accomack,KNW
A B Shockley,2001,Accomack,ABS
E W Hanson ,2001,Accomack,EWH
J K Moore,2001,Accomack,JKM
A E Rosenblatt,2001,Accomack,AER
T S Shadrick,2001,Accomack,TSS
R B Cromwell ,2001,Accomack,RBC
F B Lowe,2001,Accomack,FBL
H T Padrick ,2001,Accomack,HTP
W L Wellons,2001,Appomattox,WLW
R S Blanton,2001,Appomattox,RSB
Leslie M Osborn,2001,Appomattox,LMO
Darlene W Carpenter,2002,Bath,DWC
Duncan M Byrd ,2002,Bath,DMB
Humes J Franklin ,2002,Bath,HJF
George E Honts ,2002,Bath,GEH
Thomas H Wood,2002,Bath,THW
J S Johnston ,2001,Campbell,JSJ
R S Miller,2001,Campbell,RSM
M G Perrow ,2001,Campbell,MGP
J M Gamble,2001,Campbell,JMG
J W Updike ,2001,Campbell,JWU
D M Byrd ,2001,Botetourt,DMB
G E Honts ,2001,Botetourt,GEH
T H Wood,2001,Botetourt,THW
H J Franklin ,2001,Botetourt,HJF
W L Wellons,2001,Appomattox,WLW
R S Blanton,2001,Appomattox,RSB
Leslie M Osborn,2001,Appomattox,LMO
Darlene W Carpenter,2002,Bath,DWC
Duncan M Byrd ,2002,Bath,DMB
Humes J Franklin ,2002,Bath,HJF
George E Honts ,2002,Bath,GEH
Thomas H Wood,2002,Bath,THW
G A Tyler,2001,Accomack,GAT
K N Whitehurst ,2001,Accomack,KNW
A B Shockley,2001,Accomack,ABS
E W Hanson ,2001,Accomack,EWH
J K Moore,2001,Accomack,JKM
A E Rosenblatt,2001,Accomack,AER
T S Shadrick,2001,Accomack,TSS
R B Cromwell ,2001,Accomack,RBC
F B Lowe,2001,Accomack,FBL
H T Padrick ,2001,Accomack,HTP
D M Byrd ,2001,Botetourt,DMB
G E Honts ,2001,Botetourt,GEH
T H Wood,2001,Botetourt,THW
H J Franklin ,2001,Botetourt,HJF
Darlene W Carpenter,2002,Bath,DWC
Duncan M Byrd ,2002,Bath,DMB
Humes J Franklin ,2002,Bath,HJF
George E Honts ,2002,Bath,GEH
Thomas H Wood,2002,Bath,THW
W L Wellons,2001,Appomattox,WLW
R S Blanton,2001,Appomattox,RSB
Leslie M Osborn,2001,Appomattox,LMO
D M Byrd ,2001,Botetourt,DMB
G E Honts ,2001,Botetourt,GEH
T H Wood,2001,Botetourt,THW
H J Franklin ,2001,Botetourt,HJF
G A Tyler,2001,Accomack,GAT
K N Whitehurst ,2001,Accomack,KNW
A B Shockley,2001,Accomack,ABS
E W Hanson ,2001,Accomack,EWH
J K Moore,2001,Accomack,JKM
A E Rosenblatt,2001,Accomack,AER
T S Shadrick,2001,Accomack,TSS
R B Cromwell ,2001,Accomack,RBC
F B Lowe,2001,Accomack,FBL
H T Padrick ,2001,Accomack,HTP
Darlene W Carpenter,2002,Bath,DWC
Duncan M Byrd ,2002,Bath,DMB
Humes J Franklin ,2002,Bath,HJF
George E Honts ,2002,Bath,GEH
Thomas H Wood,2002,Bath,THW
W L Wellons,2001,Appomattox,WLW
R S Blanton,2001,Appomattox,RSB
Leslie M Osborn,2001,Appomattox,LMO
D M Byrd ,2001,Botetourt,DMB
G E Honts ,2001,Botetourt,GEH
T H Wood,2001,Botetourt,THW
H J Franklin ,2001,Botetourt,HJF
G A Tyler,2001,Accomack,GAT
K N Whitehurst ,2001,Accomack,KNW
A B Shockley,2001,Accomack,ABS
E W Hanson ,2001,Accomack,EWH
J K Moore,2001,Accomack,JKM
A E Rosenblatt,2001,Accomack,AER
T S Shadrick,2001,Accomack,TSS
R B Cromwell ,2001,Accomack,RBC
F B Lowe,2001,Accomack,FBL
H T Padrick ,2001,Accomack,HTP
T H Wood,2001,Bath,THW
D M Byrd ,2001,Bath,DMB
G E Honts ,2001,Bath,GEH
H J Franklin ,2001,Bath,HJF
W L Wellons,2001,Appomattox,WLW
R S Blanton,2001,Appomattox,RSB
Leslie M Osborn,2001,Appomattox,LMO
D M Byrd ,2001,Botetourt,DMB
G E Honts ,2001,Botetourt,GEH
T H Wood,2001,Botetourt,THW
H J Franklin ,2001,Botetourt,HJF
G A Tyler,2001,Accomack,GAT
K N Whitehurst ,2001,Accomack,KNW
A B Shockley,2001,Accomack,ABS
E W Hanson ,2001,Accomack,EWH
J K Moore,2001,Accomack,JKM
A E Rosenblatt,2001,Accomack,AER
T S Shadrick,2001,Accomack,TSS
R B Cromwell ,2001,Accomack,RBC
F B Lowe,2001,Accomack,FBL
H T Padrick ,2001,Accomack,HTP
T H Wood,2001,Bath,THW
D M Byrd ,2001,Bath,DMB
G E Honts ,2001,Bath,GEH
H J Franklin ,2001,Bath,HJF
W L Wellons,2001,Appomattox,WLW
R S Blanton,2001,Appomattox,RSB
Leslie M Osborn,2001,Appomattox,LMO
D M Byrd ,2001,Botetourt,DMB
G E Honts ,2001,Botetourt,GEH
T H Wood,2001,Botetourt,THW
H J Franklin ,2001,Botetourt,HJF
T H Wood,2001,Bath,THW
D M Byrd ,2001,Bath,DMB
G E Honts ,2001,Bath,GEH
H J Franklin ,2001,Bath,HJF
G A Tyler,2001,Accomack,GAT
K N Whitehurst ,2001,Accomack,KNW
A B Shockley,2001,Accomack,ABS
E W Hanson ,2001,Accomack,EWH
J K Moore,2001,Accomack,JKM
A E Rosenblatt,2001,Accomack,AER
T S Shadrick,2001,Accomack,TSS
R B Cromwell ,2001,Accomack,RBC
F B Lowe,2001,Accomack,FBL
H T Padrick ,2001,Accomack,HTP
W L Wellons,2001,Appomattox,WLW
R S Blanton,2001,Appomattox,RSB
Leslie M Osborn,2001,Appomattox,LMO
D M Byrd ,2001,Botetourt,DMB
G E Honts ,2001,Botetourt,GEH
T H Wood,2001,Botetourt,THW
H J Franklin ,2001,Botetourt,HJF
G A Tyler,2001,Accomack,GAT
K N Whitehurst ,2001,Accomack,KNW
A B Shockley,2001,Accomack,ABS
E W Hanson ,2001,Accomack,EWH
J K Moore,2001,Accomack,JKM
A E Rosenblatt,2001,Accomack,AER
T S Shadrick,2001,Accomack,TSS
R B Cromwell ,2001,Accomack,RBC
F B Lowe,2001,Accomack,FBL
H T Padrick ,2001,Accomack,HTP
W L Wellons,2001,Appomattox,WLW
R S Blanton,2001,Appomattox,RSB
Leslie M Osborn,2001,Appomattox,LMO
T H Wood,2001,Bath,THW
D M Byrd ,2001,Bath,DMB
G E Honts ,2001,Bath,GEH
H J Franklin ,2001,Bath,HJF
W L Wellons,2001,Appomattox,WLW
R S Blanton,2001,Appomattox,RSB
Leslie M Osborn,2001,Appomattox,LMO
