Judge,Year,Court
Ms Anne Elizabeth Helms,2015,Pulaski Juvenile & Domestic Relations District Court
Ms Patricia R. Batley,2015,Richmond Juvenile & Domestic Relations District Court
Mr David Carl Wells,2015,Roanoke City Juvenile & Domestic Relations District Court
Ms Debra Shelor Barbour,2015,Roanoke County Juvenile & Domestic Relations District Court
Ms Nikki Wymer Taylor,2015,Shenandoah Juvenile & Domestic Relations District Court
Ms Stephanie N. Daniels,2015,Smyth Juvenile & Domestic Relations District Court
Ms Kristie Gail Compton,2015,Spotsylvania Juvenile & Domestic Relations District Court
Mr James Bruce Thompson,2015,Stafford Juvenile & Domestic Relations District Court
Ms Teresa L. Smith,2015,Staunton Juvenile & Domestic Relations District Court
Ms Shonda Ridley Carroll,2015,Suffolk Juvenile & Domestic Relations District Court
Ms Connie Cheryl Roberts,2015,Tazewell Juvenile & Domestic Relations District Court
Ms Pamela Scott,2015,Virginia Beach Juvenile & Domestic Relations District Court
Ms Linda M. Beatty,2015,Warren Juvenile & Domestic Relations District Court
Ms Jean Allison Cook,2015,Washington Juvenile & Domestic Relations District Court
Ms Donna Coffey Bosserman,2015,Waynesboro Juvenile & Domestic Relations District Court
Ms Christina Anne Viviers,2015,Westmoreland Juvenile & Domestic Relations District Court
Ms Shea S Bruno,2015,Williamsburg/James City County Juvenile & Domestic Relations District Court
Ms Ann B. Lloyd,2015,Winchester/Frederick Juvenile & Domestic Relations District Court
Ms Susannah C Wells,2015,Wise Juvenile & Domestic Relations District Court
Ms Karen L. Akers,2015,Wythe Juvenile & Domestic Relations District Court
Ms Margienette J. Whitfield,2015,York Juvenile & Domestic Relations District Court
Ms Susan S. Hutchison,2015,Alleghany Combined District and JD & R Court
Ms Melissa B. Gil,2015,Amelia Combined District and JD & R Court
Ms Sara Belle Byrd Worsham,2015,Bath Combined District and JD & R Court
Ms Jill G. Baker,2015,Bland Combined District and JD & R Court
Ms Bonnie D. Simmons,2015,Botetourt Combined District and JD & R Court
Ms Susan Evans Martin,2015,Brunswick Combined District and JD & R Court
Ms Janice Ann Rife,2015,Buchanan Combined District and JD & R Court
Ms Judy P. Jamerson,2015,Buckingham Combined District and JD & R Court
Ms Ginger L. Webb,2015,Buena Vista Combined District and JD & R Court
Ms Barbara Jean Watkins,2015,Charles City Combined District and JD & R Court
Ms Kelly A. Pritchett,2015,Craig Combined District and JD & R Court
Ms Carolyn Z. Helgeson,2015,Cumberland Combined District and JD & R Court
Ms Deborah R. Childress,2015,Dickenson Combined District and JD & R Court
Ms Lisa G. Coleman,2015,Dinwiddie Combined District and JD & R Court
Ms Sandra Andleton Ligon,2015,Emporia Combined District and JD & R Court
Ms Dee Balderson Davis,2015,Essex Combined District and JD & R Court
Ms Lekha Lyn Varghese,2015,Falls Church Combined District and JD & R Court
Ms Judy R. Bell,2015,Floyd Combined District and JD & R Court
Ms Kimberly Ann Warner,2015,Fluvanna Combined District and JD & R Court
Ms Mariah C. Belcher,2015,Franklin City Combined District and JD & R Court
Ms Michelle Cox Crawford,2015,Galax Combined District and JD & R Court
Ms Yvette M. Pennington,2015,Giles Combined District and JD & R Court
Ms Dianne Henley White,2015,Goochland Combined District and JD & R Court
Ms Autumn C Hawks,2015,Grayson Combined District and JD & R Court
Ms Barbara Brill Berry,2015,Greene Combined District and JD & R Court
Ms Sandra Andleton Ligon,2015,Greensville Combined District and JD & R Court
Ms Judy W. Hupman,2015,Highland Combined District and JD & R Court
,2015,Hopewell Combined District and JD & R Court
Ms Nancy Lynn Tierney,2015,King George Combined District and JD & R Court
Ms Sammie R. Horton,2015,Lee Combined District and JD & R Court
Ms Lindsey Herzig Tatum,2015,Lunenburg Combined District and JD & R Court
Ms V. Gail Sisk,2015,Madison Combined District and JD & R Court
Ms Mary R. Childress,2015,Nottoway Combined District and JD & R Court
Ms Barbara B Miller,2015,Orange Combined District and JD & R Court
Ms Sandra B. Sneade,2015,Powhatan Combined District and JD & R Court
Ms Dana Lynn Franklin,2015,Prince Edward Combined District and JD & R Court
Ms Ellen Taylor Chiasson,2015,Prince George Combined District and JD & R Court
Ms Debra Cox Kinsley,2015,Radford Combined District and JD & R Court
Ms Patricia Marie Davis,2015,Rappahannock Combined District and JD & R Court
Ms Wanda F. Brownlee,2015,Richmond County Combined District and JD & R Court
Ms Kathy F. Vance,2015,Russell Combined District and JD & R Court
Ms Carolyn W. Robbins,2015,Salem Combined District and JD & R Court
Ms Karen D. Hood,2015,Scott Combined District and JD & R Court
Ms Belinda J. Jones,2015,Southampton Combined District and JD & R Court
Ms Janeen L Jackson,2015,Surry Combined District and JD & R Court
Ms Frances M. Fountain,2015,Sussex Combined District and JD & R Court
,2015,Unknown
Mr. Robert Frank Noote IV,2015,First Judicial District
Mr. Thomas Richard Cahill,2015,Second Judicial District
Mr. Edwin Rogers Consolvo,2015,"Third, Fourth, and 2A Judicial Districts"
Mr. Sean Patrick Dolan,2015,Fifth Judicial District
Mr. Neill Collins Bradley,2015,Sixth Judicial District
Mr. Valla Vonga Olliver II,2015,Seventh and Eighth Judicial Districts
Ms. M. Virginia Munoz,2015,Ninth Judicial District
Mr. Christopher Alexander Salerno,2015,Tenth Judicial District
Mr. Victor R.H. Harrison III,2015,Eleventh Judicial District
Mr. Daniel John Holser,2015,Twelfth Judicial District
Mr. Gary Michael Wooldridge,2015,Thirteenth Judicial District
Ms. Yvette Ayala Via,2015,Fourteenth Judicial District
Mr. Clifford Yarborough Rose,2015,Fifteenth Judicial District
Mr. Mason L. Byrd,2015,Sixteenth Judicial District
Mr. Bruce Charles Adam,2015,Seventeenth Judicial District
Mr. George Franklin Ball Jr.,2015,Eighteenth Judicial District
Mr. Claude J. Beheler,2015,Nineteenth Judicial District
Mr. Lawrence D. Black,2015,Twentieth Judicial District
Ms. Ann M.S. Hylton,2015,Twenty-first Judicial District
Ms. Joyce Williamson Crews,2015,Twenty-second Judicial District
Mr. Stephen Daniel Poff,2015,Twenty-third Judicial District
Ms. Jessica Diane Johnson,2015,Twenty-fourth Judicial District
Mr. Don Errol McCown Jr.,2015,Twenty-fifth Judicial District
Ms. Monica Lynne Martin,2015,Twenty-sixth Judicial District
Ms. Jill M. Long,2015,Twenty-seventh Judicial District
Ms. Mary Johanna Hanzlik,2015,Twenty-eighth Judicial District
Mr. Jonathan Wayne Robbins,2015,Thirtieth Judicial District
Ms. Lawrie Falck Moncure,2015,Thirty-first Judicial District
,2016,Unknown
Hon Robert L Adams Jr.,2016,Danville General District Court
Hon Bruce D. Albertson,2016,Rockingham Circuit Court
Hon Timothy W. Allen,2016,Franklin County Juvenile and Domestic Relations District Court
Hon Rossie D. Alston Jr.,2016,Court of Appeals of Virginia
Hon Marjorie T. Arrington,2016,Chesapeake Circuit Court
Hon J. Gregory Ashwell,2016,P. O. Box 458
Hon Clifford Lynwood Athey Jr.,2016,Clarke Circuit Court
Hon Kimberly Marion Athey,2016,Frederick/Winchester Juvenile and Domestic Relations District Court
Hon Michelle J. Atkins,2016,Norfolk Circuit Court
Hon Richard Y. AtLee Jr.,2016,Court of Appeals of Virginia
Hon Penney S. Azcarate,2016,Fairfax Circuit Court
Hon Anthony Wayne Bailey,2016,Harrisonburg/Rockingham Juvenile and Domestic Relations District Court
Hon D. Scott   Bailey,2016,Prince William Juvenile and Domestic Relations District Court
Hon C. Ridley Bain,2016,Brunswick General District and Juvenile and Domestic Relations District Court
Hon Lisa Michelle Baird,2016,Prince William Juvenile and Domestic Relations District Court
Hon Rufus A. Banks Jr.,2016,Chesapeake Juvenile and Domestic Relations District Court
Hon William G. Barkley,2016,Albemarle General District Court
Hon David M Barredo,2016,Culpeper Juvenile and Domestic Relations District Court
Hon Henry A. Barringer,2016,Tazewell General District Court
Hon Alfred W. Bates III,2016,Suffolk General District Court
Hon Randolph A. Beales,2016,Court of Appeals of Virginia
Hon Robert Beman Beasley Jr.,2016,Powhatan General District and Juvenile and Domestic Relations District Court
Hon Randy I. Bellows,2016,Fairfax Circuit Court
Hon Jeffrey P. Bennett,2016,Amherst Juvenile and Domestic Relations District Court
Hon Ronald Everett Bensten,2016,Newport News Juvenile and Domestic Relations District Court
Hon Edward DeJ. Berry,2016,Albemarle Juvenile and Domestic Relations District Court
Hon Kevin C. Black,2016,"215 Mill Rd., Suite 228"
Hon Donald Carl Blessing,2016,Prince Edward Circuit Court
Hon Stephen D. Bloom,2016,Greensville General District and Juvenile and Domestic Relations District Court
Hon Randall M. Blow,2016,Virginia Beach Juvenile and Domestic Relations District Court
Hon J. D. Bolt,2016,Galax General District and Juvenile and Domestic Relations District Court
Hon B. Elliott Bondurant,2016,New Kent Circuit Court
Hon Daniel R. Bouton,2016,Orange Circuit Court
Hon Wade A. Bowie,2016,York Juvenile and Domestic Relations District Court
Hon Robert S. Brewbaker Jr.,2016,Suffolk Juvenile and Domestic Relations District Court
Hon Lynn S. Brice,2016,Chesterfield Circuit Court
Hon Marcus A. Brinks,2016,Patrick General District Court
Hon George Robert Brittain II,2016,Tazewell General District Court
Hon William D. Broadhurst,2016,Roanoke City Circuit Court
Hon Jan L. Brodie,2016,Fairfax Circuit Court
Hon Pamela L. Brooks,2016,Loudoun Juvenile and Domestic Relations District Court
Hon John W. Brown,2016,Chesapeake Circuit Court
Hon Deborah V. Bryan,2016,Virginia Beach Juvenile and Domestic Relations District Court
Hon Neil Randolph Bryant,2016,Frederick Circuit Court
Hon Tanya   Bullock,2016,Virginia Beach Juvenile and Domestic Relations District Court
Hon Rudolph   Bumgardner III,2016,Court of Appeals of Virginia
Hon Francis W. Burkart III,2016,Roanoke City General District Court
Hon R. Edwin Burnette Jr.,2016,Lynchburg Circuit Court
Hon Elizabeth Kellas Burton,2016,Frederick/Winchester Juvenile and Domestic Relations District Court
Hon Michael J. Bush,2016,Russell General District and Juvenile and Domestic Relations District Court
Hon Robert L. Bushnell,2016,P. O. Box 751
Hon J. Frank Buttery Jr.,2016,Loudoun General District Court
Hon David B. Caddell Jr.,2016,Hanover General District Court
Hon Hugh S. Campbell,2016,Hanover General District Court
Hon Richard B. Campbell,2016,Richmond Juvenile and Domestic Relations District Court
Hon Lawrence B. Cann,2016,Richmond-Criminal General District Court
Hon Michael Harry Cantrell,2016,Fairfax County General District Court
Hon Manuel A. Capsalis,2016,Fairfax County General District Court
Hon M. Randolph Carlson II,2016,Norfolk Juvenile and Domestic Relations District Court
Hon Thomas W. Carpenter,2016,Newport News Juvenile and Domestic Relations District Court
Hon D. Gregory   Carr,2016,Chesterfield Juvenile and Domestic Relations District Court
Hon Gayl Branum Carr,2016,Fairfax County Juvenile and Domestic Relations District Court
Hon Grace Burke Carroll,2016,Fairfax Circuit Court
Hon David B. Carson,2016,Roanoke City Circuit Court
Hon Michael Joseph Cassidy,2016,Fairfax County General District Court
Hon Bradley B. Cavedo,2016,Richmond Circuit Court
Hon Paul W. Cella,2016,Powhatan Circuit Court
Hon Teresa M. Chafin,2016,Court of Appeals of Virginia
Hon David Eugene Cheek Sr.,2016,Richmond-Criminal General District Court
Hon H. Lee Chitwood,2016,Pulaski Juvenile and Domestic Relations District Court
Hon George Barton Chucker,2016,Henrico General District Court
Hon Leisa K. Ciaffone,2016,Roanoke County Juvenile and Domestic Relations District Court
Hon Bruce A. Clark Jr.,2016,Hopewell General District and Juvenile and Domestic Relations District Court
Hon James C. Clark,2016,Alexandria Circuit Court
Hon Martin F. Clark Jr.,2016,Patrick Circuit Court
Hon Glenn L. Clayton II,2016,Fairfax County Juvenile and Domestic Relations District Court
Hon William Harrison Cleaveland,2016,Botetourt General District and Juvenile and Domestic Relations District Court
Hon J. Christopher Clemens,2016,Roanoke City Circuit Court
Hon Jean Harrison Clements,2016,Court of Appeals of Virginia
Hon Robert P. Coleman,2016,Prince William General District Court
Hon Cressondra B. Conyers,2016,Gloucester Juvenile and Domestic Relations District Court
Hon John T. Cook,2016,Campbell Circuit Court
Hon W. Parker Councill,2016,Isle of Wight General District Court
Hon Wallace Semeon Covington III,2016,Prince William General District Court
Hon Monica D. Cox,2016,Carroll Juvenile and Domestic Relations District Court
Hon Glenn R. Croshaw,2016,Virginia Beach Circuit Court
Hon Joel P. Crowe,2016,Portsmouth Juvenile and Domestic Relations District Court
Hon Bradley G Dalton,2016,Floyd General District and Juvenile and Domestic Relations District Court
Hon Uley Norris Damiani,2016,Alexandria Juvenile and Domestic Relations District Court
Hon Kimberly J. Daniel,2016,Fairfax County Juvenile and Domestic Relations District Court
Hon Laura L. Dascher,2016,Alleghany General District and Juvenile and Domestic Relations District Court
Hon S. Clark Daugherty,2016,"811 East City Hall Avenue, Room 160"
Hon Bonnie C. Davis,2016,Chesterfield Juvenile and Domestic Relations District Court
Hon Nolan B. Dawkins,2016,Alexandria Circuit Court
Hon Susan N. Deatherage,2016,Henry Juvenile and Domestic Relations District Court
Hon Marla Graff Decker,2016,Court of Appeals of Virginia
Hon Margaret W. Deglau,2016,Henrico Juvenile and Domestic Relations District Court
Hon Erin J. DeHart,2016,Carroll General District Court
Hon Sarah L. Deneke,2016,Spotsylvania Circuit Court
Hon George M. DePolo,2016,Prince William Juvenile and Domestic Relations District Court
Hon Michael F. Devine,2016,Fairfax Circuit Court
Hon Louise M. DiMatteo,2016,Arlington Circuit Court
Hon Phillip T. DiStanislao,2016,Petersburg Juvenile and Domestic Relations District Court
Hon Charles N. Dorsey,2016,Roanoke City Circuit Court
Hon Chadwick S. Dotson,2016,Wise Circuit Court
Hon Robert H. Downer Jr.,2016,Charlottesville General District Court
Hon John R. Doyle III,2016,Norfolk Circuit Court
Hon Mary K. Driskill,2016,Lynchburg Juvenile and Domestic Relations District Court
Hon Jay Edward Dugger,2016,Hampton Juvenile & Domestic Relations District Court
Hon Randal J. Duncan,2016,Montgomery General District Court
Hon B. Craig Dunkum,2016,Henrico General District Court
Hon Marvin H. Dunkum,2016,Buckingham General District and Juvenile and Domestic Relations District Court
Hon Dale B. Durrer,2016,Culpeper General District Court
Hon Carl Edward Eason Jr.,2016,Suffolk Circuit Court
Hon Sam D. Eggleston III,2016,Nelson General District Court
Hon William W. Eldridge IV,2016,Harrisonburg/Rockingham General District Court
Hon Ronald Kelley Elkins,2016,Wise Juvenile and Domestic Relations District Court
Hon Joseph J. Ellis,2016,Spotsylvania Circuit Court
Hon George C. Fairbanks IV,2016,Williamsburg/James City County Juvenile and Domestic Relations District Court
Hon Lawson Wayne Farmer,2016,Suffolk Circuit Court
Hon Lon Edward Farris,2016,Prince William Circuit Court
Hon Walter S. Felton Jr.,2016,Court of Appeals of Virginia
Hon Anita D. Filson,2016,Rockbridge Circuit Court
Hon Bradley W. Finch,2016,Pulaski Circuit Court
Hon Phillip U. Fines,2016,Spotsylvania Juvenile and Domestic Relations District Court
Hon Daniel S. Fiore II,2016,Arlington Circuit Court
Hon Timothy S. Fisher,2016,Newport News Circuit Court
Hon Douglas L. Fleming Jr.,2016,Loudoun Circuit Court
Hon Tyneka L. D. Flythe,2016,Newport News-Traffic General District Court
Hon Robert P. Frank,2016,Court of Appeals of Virginia
Hon John E. Franklin,2016,Stafford Juvenile and Domestic Relations District Court
Hon Constance H. Frogale,2016,Alexandria Juvenile and Domestic Relations District Court
Hon Steven C. Frucci,2016,Virginia Beach Circuit Court
Hon Junius P. Fulton III,2016,Norfolk Circuit Court
