Judge,Year,Court
Hon Victor V. Ludwig,2015,Augusta Circuit Court
Hon Ray P. Lupold III,2015,Petersburg General District Court
Hon Jonathan S. Lynn,2015,Fauquier Juvenile and Domestic Relations District Court
Hon Robert G. MacDonald,2015,Chesapeake General District Court
Hon Stephen C. Mahan,2015,Virginia Beach Circuit Court
Hon Joan E. Mahoney,2015,Norfolk General District Court
Hon Mary B. Malveaux,2015,Henrico General District Court
Hon Thomas P. Mann,2015,Fairfax County Juvenile and Domestic Relations District Court
Hon William R Marchant,2015,Richmond Circuit Court
Hon John   Marshall,2015,Henrico General District Court
Hon Everett A. Martin Jr.,2015,Norfolk Circuit Court
Hon Joseph P. Massey,2015,Norfolk Juvenile and Domestic Relations District Court
Hon Lisa A. Mayne,2015,Fairfax County General District Court
Hon Burke F. McCahill,2015,Loudoun Circuit Court
Hon Steven Colin McCallum,2015,Chesterfield Circuit Court
Hon Elizabeth A. McClanahan,2015,Supreme Court of Virginia
Hon Richard J. McCue,2015,Arlington General District Court
Hon Stephen R. McCullough,2015,Court of Appeals of Virginia
Hon Donald P. McDonough,2015,Fairfax County General District Court
Hon Tammy S. McElyea,2015,Wise Circuit Court
Hon Michael E. McGinty,2015,Williamsburg/James City County Circuit Court
Hon R. Michael McKenney,2015,Richmond County General District and Juvenile and Domestic Relations District Court
Hon V. Blake McKinney,2015,Washington General District Court
Hon Kenneth R. Melvin,2015,Portsmouth Circuit Court
Hon Stephanie E. Merritt,2015,Gloucester General District Court
Hon Paul David Merullo,2015,Virginia Beach General District Court
Hon Joseph A. Migliozzi Jr.,2015,Norfolk Circuit Court
Hon Joseph W. Milam Jr.,2015,Danville Circuit Court
Hon LeRoy F. Millette Jr.,2015,Supreme Court of Virginia
Hon Gary A. Mills,2015,Newport News-Civil General District Court
Hon William C. Mims,2015,Supreme Court of Virginia
Hon William J. Minor Jr.,2015,Fairfax County General District Court
Hon Earle C Mobley,2015,Portsmouth Juvenile and Domestic Relations District Court
Hon John Gregory Mooney,2015,Alleghany General District and Juvenile and Domestic Relations District Court
Hon Becky J. Moore,2015,Alexandria General District Court
Hon James A. Moore,2015,Suffolk General District Court
Hon Michael Lee Moore,2015,Russell Circuit Court
Hon Richard E. Moore,2015,Charlottesville Circuit Court
Hon William S. Moore Jr.,2015,Portsmouth Circuit Court
Hon Stacey W. Moreau,2015,Pittsylvania Circuit Court
Hon Johnny E. Morrison,2015,Portsmouth Circuit Court
Hon Robert H. Morrison,2015,Halifax Juvenile and Domestic Relations District Court
Hon Mitchell I. Mutnick,2015,Fairfax County General District Court
Hon Ronald Lewis Napier,2015,Warren Circuit Court
Hon Matthew Donald Nelson,2015,Chesterfield General District Court
Hon S. Anderson Nelson,2015,Mecklenburg Juvenile and Domestic Relations District Court
Hon William T. Newman Jr.,2015,Arlington Circuit Court
Hon Lorraine   Nordlund,2015,Fairfax Circuit Court
Hon Pamela   O'Berry,2015,Chesterfield General District Court
Hon Mary Grace O'Brien,2015,Court of Appeals of Virginia
Hon R. Frances O'Brien,2015,1425 North Courthouse Road
Hon William R. O'Brien,2015,Virginia Beach Circuit Court
Hon James J. O'Connell III,2015,Chesterfield General District Court
Hon Hugh David O'Donnell,2015,Harrisonburg/Rockingham Juvenile and Domestic Relations District Court
Hon Ian M. O'Flaherty,2015,Fairfax County General District Court
Hon Eileen Anita Olds,2015,Chesapeake Juvenile and Domestic Relations District Court
Hon Daniel Eric Ortiz,2015,Fairfax Circuit Court
Hon Leslie M. Osborn,2015,Mecklenburg Circuit Court
Hon Douglas B. Ottinger,2015,Portsmouth General District Court
Hon H. Thomas Padrick Jr.,2015,Virginia Beach Circuit Court
Hon Christopher R. Papile,2015,Newport News-Criminal General District Court
Hon Jeffrey W. Parker,2015,Fauquier Circuit Court
Hon Albert W. Patrick III,2015,Hampton General District Court
Hon Richard C. Patterson,2015,Tazewell Circuit Court
Hon Deborah M. Paxson,2015,Virginia Beach Juvenile and Domestic Relations District Court
Hon H. Cary Payne,2015,Lynchburg Juvenile and Domestic Relations District Court
Hon Jayne Ann Pemberton,2015,Chesterfield Juvenile and Domestic Relations District Court
Hon Clyde H Perdue Jr.,2015,Franklin Circuit Court
Hon William G. Petty,2015,Court of Appeals of Virginia
Hon Clarence E. Phillips,2015,Wise/Norton General District Court
Hon Kurt J. Pomrenke,2015,Bristol Juvenile and Domestic Relations District Court
Hon Richard Bowen Potter,2015,Prince William Circuit Court
Hon Cleo E. Powell,2015,Supreme Court of Virginia
Hon Florence A. Powell,2015,Washington Juvenile and Domestic Relations District Court
Hon David F. Pugh,2015,Newport News Circuit Court
Hon Deborah L. Rawls,2015,Virginia Beach Juvenile and Domestic Relations District Court
Hon Robert Eric Reibach,2015,Caroline General District Court
Hon James J. Reynolds,2015,Danville Circuit Court
Hon Sarah A. Rice,2015,Franklin County Juvenile and Domestic Relations District Court
Hon Charles L. Ricketts III,2015,Staunton Circuit Court
Hon J. David Rigler,2015,Chesterfield Juvenile and Domestic Relations District Court
Hon Ricardo   Rigual,2015,Spotsylvania General District Court
Hon Clark Andrew Ritchie,2015,Page Circuit Court
Hon Edward A. Robbins Jr.,2015,Chesterfield Circuit Court
Hon Angela Edwards Roberts,2015,Richmond Juvenile and Domestic Relations District Court
Hon Frederick G. Rockwell III,2015,Chesterfield Circuit Court
Hon Deborah S. Roe,2015,Hampton Juvenile & Domestic Relations District Court
Hon Frank W. Rogers III,2015,Roanoke City Juvenile and Domestic Relations District Court
Hon H. Jan Roltsch-Anoll,2015,Prince William Juvenile and Domestic Relations District Court
Hon Michael Charles Rosenblum,2015,Norfolk General District Court
Hon Jane Marum Roush,2015,Fairfax Circuit Court
Hon Gregory L. Rupe,2015,Richmond Circuit Court
Hon Charles S. Russell,2015,Supreme Court of Virginia
Hon Wesley G. Russell Jr.,2015,Court of Appeals of Virginia
Hon Robert H. Sandwich Jr.,2015,Suffolk Circuit Court
Hon Timothy K. Sanner,2015,Louisa Circuit Court
Hon Carson E. Saunders Jr.,2015,Greensville General District and Juvenile and Domestic Relations District Court
Hon Gordon F. Saunders,2015,"20 South Randolph Street, Suite 200"
Hon Janine M. Saxe,2015,Fairfax County Juvenile and Domestic Relations District Court
Hon David Stanford Schell,2015,Fairfax Circuit Court
Hon Charles S. Sharp,2015,Stafford Circuit Court
Hon William W. Sharp,2015,Warren Juvenile and Domestic Relations District Court
Hon W. Allan Sharrett,2015,Greensville Circuit Court
Hon Jeffrey W. Shaw,2015,Gloucester Circuit Court
Hon A. Bonwill Shockley,2015,Virginia Beach Circuit Court
Hon Stephanie Murray Shortt,2015,Radford General District and Juvenile and Domestic Relations District Court
Hon Josiah T. Showalter Jr.,2015,Wythe Circuit Court
Hon Deanis L. Simmons,2015,Smyth Circuit Court
Hon Mark C. Simmons,2015,Fairfax County General District Court
Hon Stephen E. Sincavage,2015,Loudoun Circuit Court
Hon Dennis J. Smith,2015,Fairfax Circuit Court
Hon Randall D. Smith,2015,Chesapeake Circuit Court
Hon Robert J. Smith,2015,Fairfax Circuit Court
Hon Steven S. Smith,2015,Prince William General District Court
Hon Beverly W. Snukals,2015,Richmond Circuit Court
Hon Denis F. Soden,2015,Henrico Juvenile and Domestic Relations District Court
Hon Frank W. Somerville,2015,Culpeper Juvenile and Domestic Relations District Court
Hon Thomas P. Sotelo,2015,Fairfax County Juvenile and Domestic Relations District Court
Hon Valentine W. Southall Jr.,2015,Amelia General District and Juvenile and Domestic Relations District Court
Hon John R. Stevens,2015,Fredericksburg General District Court
Hon L. Neil Steverson,2015,Henrico General District Court
Hon J. Bruce Strickland,2015,Stafford General District Court
Hon Bryant L. Sugg,2015,Newport News Circuit Court
Hon Georgia K. Sutton,2015,Spotsylvania Juvenile and Domestic Relations District Court
Hon James R. Swanson,2015,Roanoke County Circuit Court
Hon Jacqueline F. Ward Talevi,2015,Roanoke County General District Court
Hon Harry T. Taliaferro III,2015,Richmond County Circuit Court
Hon Alfreda   Talton-Harris,2015,Suffolk Juvenile and Domestic Relations District Court
Hon Joi Jeter Taylor,2015,Richmond Circuit Court
Hon Wilford   Taylor Jr.,2015,Hampton Circuit Court
Hon Joseph M Teefey Jr.,2015,Petersburg Circuit Court
Hon C. Peter Tench,2015,Newport News Circuit Court
Hon Eric R. Thiessen,2015,Smyth General District Court
Hon Tracy W. J. Thorne-Begland,2015,Richmond-Traffic General District Court
Hon Deborah S. Tinsley,2015,Louisa Juvenile and Domestic Relations District Court
Hon Amy B. Tisinger,2015,215 Mill Road
Hon Winship C. Tower,2015,Virginia Beach Juvenile and Domestic Relations District Court
Hon H. Lee Townsend III,2015,Greensville General District and Juvenile and Domestic Relations District Court
Hon John M. Tran,2015,Fairfax Circuit Court
Hon Malfourd W. Trumbo,2015,Botetourt Circuit Court
Hon Paul A. Tucker,2015,Botetourt General District and Juvenile and Domestic Relations District Court
Hon Ashley K. Tunner,2015,Richmond Juvenile and Domestic Relations District Court
Hon Robert M. D. Turk,2015,Montgomery Circuit Court
Hon Brian H. Turpin,2015,Pittsylvania Juvenile and Domestic Relations District Court
Hon James W. Updike Jr.,2015,Bedford Circuit Court
Hon Joseph A. Vance IV,2015,Stafford Juvenile and Domestic Relations District Court
Hon Henry A. Vanover,2015,Dickenson Circuit Court
Hon George D. Varoutsos,2015,Arlington Juvenile and Domestic Relations District Court
Hon Thomas L. Vaughn,2015,Chesterfield General District Court
Hon Robert C. Viar Jr.,2015,Montgomery Juvenile and Domestic Relations District Court
Hon Gordon S. Vincent,2015,Accomack General District Court
Hon Richard S. Wallerstein Jr.,2015,Henrico Circuit Court
Hon Onzlee   Ware,2015,Roanoke City Juvenile and Domestic Relations District Court
Hon Charles H. Warren,2015,Mecklenburg General District Court
Hon J. William   Watson Jr.,2015,Halifax General District Court
Hon Jacqueline R. Waymack,2015,Prince George General District and Juvenile and Domestic Relations District Court
Hon Clifford R. Weckstein,2015,Roanoke City Circuit Court
Hon Carroll A. Weimer,2015,Prince William Circuit Court
Hon Janice Justina Wellington,2015,Prince William Juvenile and Domestic Relations District Court
Hon Deborah C. Welsh,2015,Loudoun General District Court
Hon John E. Wetsel Jr.,2015,Frederick Circuit Court
Hon A. Ellen White,2015,Campbell Juvenile & Domestic Relations District Court
Hon Bruce D. White,2015,Fairfax Circuit Court
Hon Kimberley S. White,2015,Prince Edward Circuit Court
Hon Susan L. Whitlock,2015,Culpeper Circuit Court
Hon Morton V. Whitlow,2015,Portsmouth General District Court
Hon Esther L. Wiggins,2015,Arlington Juvenile and Domestic Relations District Court
Hon Bruce A. Wilcox,2015,Norfolk General District Court
Hon Dale M. Wiley,2015,Danville Juvenile and Domestic Relations District Court
Hon David L. Williams,2015,Chesapeake General District Court
Hon David V. Williams,2015,Henry Circuit Court
Hon Gino W. Williams,2015,Montgomery General District Court
Hon Stuart L. Williams Jr.,2015,Henrico Juvenile and Domestic Relations District Court
Hon William P. Williams,2015,Norfolk Juvenile and Domestic Relations District Court
Hon Alotha C. Willis,2015,Portsmouth Juvenile and Domestic Relations District Court
Hon Gordon F. Willis,2015,Fredericksburg Circuit Court
Hon Larry D. Willis Sr.,2015,Chesapeake Juvenile and Domestic Relations District Court
Hon Victoria A. B. Willis,2015,Stafford Circuit Court
Hon Elizabeth S. Wills,2015,Wise Juvenile and Domestic Relations District Court
Hon Robert B. Wilson V,2015,Hampton Juvenile & Domestic Relations District Court
Hon Thomas J. Wilson IV,2015,Rockingham Circuit Court
Hon Robert G. Woodson Jr.,2015,Cumberland General District and Juvenile and Domestic Relations District Court
Hon Gene A. Woolard,2015,Virginia Beach General District Court
Hon Dean S. Worcester,2015,Loudoun General District Court
Hon Claude V. Worrell,2015,Albemarle Juvenile and Domestic Relations District Court
Hon Timothy S. Wright,2015,Chesapeake Circuit Court
Hon F. Patrick Yeatts,2015,Lynchburg Circuit Court
Hon James Stephen Yoffy,2015,Henrico Circuit Court
,2015,Unknown
Hon Samuel H. Cooper Jr.,2015,Accomack Circuit Court
Hon Debra Shipp,2015,Albemarle Circuit Court
Hon Edward Semonian Jr.,2015,Alexandria Circuit Court
Hon Debra N. Byer,2015,Alleghany Circuit Court
Hon Marilyn Wilson,2015,Amelia Circuit Court
Hon Roy C. Mayo III,2015,Amherst Circuit Court
Hon Janet A. Hix,2015,Appomattox Circuit Court
Hon Paul F. Ferguson,2015,Arlington Circuit Court
Hon Carol M. Brydge,2015,Augusta Circuit Court
Hon M. Wayne Winebriner,2015,Bath Circuit Court
Hon Cathy C. Hogan,2015,Bedford Circuit Court
Hon Rebecca I. Johnson,2015,Bland Circuit Court
Hon Tommy L. Moore,2015,Botetourt Circuit Court
Hon Kelly F. Duffy,2015,Bristol Circuit Court
Hon V. Earl Stanley Jr.,2015,Brunswick Circuit Court
Hon Beverly S. Tiller,2015,Buchanan Circuit Court
Hon Malcolm Booker Jr.,2015,Buckingham Circuit Court
Hon Christopher W. Coleman,2015,Buena Vista Circuit Court
Hon Sheila Bosiger,2015,Campbell Circuit Court
Hon Ray S. Campbell Jr.,2015,Caroline Circuit Court
Hon Carolyn H. Honeycutt,2015,Carroll Circuit Court
Hon Edith K. Holmes,2015,Charles City Circuit Court
Hon Stuart B. Fallen,2015,Charlotte Circuit Court
Hon Llezelle Agustin Dugger,2015,Charlottesville Circuit Court
Hon Faye W. Mitchell,2015,Chesapeake Circuit Court
Hon Wendy Hughes,2015,Chesterfield Circuit Court
Hon Helen Butts,2015,Clarke Circuit Court
Hon Stacy L. Stafford,2015,Colonial Heights Circuit Court
Hon Sharon P. Oliver,2015,Craig Circuit Court
Hon Janice J. Corbin,2015,Culpeper Circuit Court
Hon Sarah A. Spry,2015,Cumberland Circuit Court
Hon Gerald A. Gibson,2015,Danville Circuit Court
Hon Richard W. Edwards,2015,Dickenson Circuit Court
Hon John B. Chappell Jr.,2015,Dinwiddie Circuit Court
Hon Gayle Ashworth,2015,Essex Circuit Court
Hon John T. Frey,2015,Fairfax Circuit Court
Hon Gail H. Barb,2015,Fauquier Circuit Court
Hon Wendell G. Peters,2015,Floyd Circuit Court
Hon Bouson E. Peterson Jr.,2015,Fluvanna Circuit Court
Hon Teresa J. Brown,2015,Franklin Circuit Court
Hon Rebecca P. Hogan,2015,Frederick Circuit Court
Hon Jeff Small,2015,Fredericksburg Circuit Court
Hon Charles L. Fraley III,2015,Giles Circuit Court
Hon Margaret F. Walker,2015,Gloucester Circuit Court
Hon Dale W. Agnew,2015,Goochland Circuit Court
Hon Susan M. Herrington,2015,Grayson Circuit Court
Hon Brenda M. Compton,2015,Greene Circuit Court
Hon Robert C. Wrenn,2015,Greensville Circuit Court
Hon Cathy M. Cosby,2015,Halifax Circuit Court
Hon Linda Batchelor Smith,2015,Hampton Circuit Court
Hon Frank D. Hargrove Jr.,2015,Hanover Circuit Court
Hon Yvonne G. Smith,2015,Henrico Circuit Court
Hon Vickie Stone Helmstutler,2015,Henry Circuit Court
Hon Lois A Showalter,2015,Highland Circuit Court
Hon Tamara J. Ward,2015,Hopewell Circuit Court
Hon Sharon N. Jones,2015,Isle of Wight Circuit Court
Hon Betsy B. Woolridge,2015,James City County/Williamsburg Circuit Court
Hon Charles V. Mason,2015,King George Circuit Court
Hon Patricia M. Norman,2015,King William Circuit Court
Hon Deborah F. Longest,2015,King and Queen Circuit Court
Hon Diane H. Mumford,2015,Lancaster Circuit Court
Hon Rene Lamey,2015,Lee Circuit Court
Hon Gary M. Clemens,2015,Loudoun Circuit Court
Hon Susan R. Hopkins,2015,Louisa Circuit Court
Hon Gordon F. Erby,2015,Lunenburg Circuit Court
Hon Eugene C. Wingfield,2015,Lynchburg Circuit Court
Hon Linda M. Parrish,2015,Madison Circuit Court
Hon Ashby R. Pritchett,2015,Martinsville Circuit Court
Hon Angela Ingram,2015,Mathews Circuit Court
Hon E. E. Coleman Jr.,2015,Mecklenburg Circuit Court
Hon Lynn L. Dunlevy,2015,Middlesex Circuit Court
Hon Erica W. Williams,2015,Montgomery Circuit Court
Hon Judy Stevens Smythers,2015,Nelson Circuit Court
Hon Karen A. Butler,2015,New Kent Circuit Court
Hon Rex A. Davis,2015,Newport News Circuit Court
Hon George E. Schaefer,2015,Norfolk Circuit Court
Hon Traci L. Johnson,2015,Northampton Circuit Court
Hon Deborah Bingham,2015,Northumberland Circuit Court
Hon Jane L. Brown,2015,Nottoway Circuit Court
Hon Teresa T. Carroll,2015,Orange Circuit Court
Hon C. R. Wilson,2015,Page Circuit Court
Hon Susan C. Gasperini,2015,Patrick Circuit Court
Hon Shalva J. Braxton,2015,Petersburg Circuit Court
Hon H. F. Haymore Jr.,2015,Pittsylvania Circuit Court
Hon Cynthia P. Morrison,2015,Portsmouth Circuit Court
Hon Teresa H. Dobbins,2015,Powhatan Circuit Court
Hon Machelle J. Eppes,2015,Prince Edward Circuit Court
Hon Bishop Knott Jr.,2015,Prince George Circuit Court
Hon Michele B. McQuigg,2015,Prince William Circuit Court
Hon Maetta H. Crewe,2015,Pulaski Circuit Court
Hon Ann Howard,2015,Radford Circuit Court
Hon Margaret Ralph,2015,Rappahannock Circuit Court
Hon Edward F. Jewett,2015,Richmond Circuit Court
Hon Rosa S. Forrester,2015,Richmond County Circuit Court
Hon Brenda S. Hamilton,2015,Roanoke City Circuit Court
Hon Steven A. McGraw Sr.,2015,Roanoke County Circuit Court
Hon D. Bruce Patterson,2015,Rockbridge Circuit Court
Hon Chaz W. Evans-Haywood,2015,Rockingham Circuit Court
Hon Ann Sword McReynolds,2015,Russell Circuit Court
Hon Chance Crawford,2015,Salem Circuit Court
Hon Mark A. (Bo) Taylor,2015,Scott Circuit Court
Hon Denise B. Estep,2015,Shenandoah Circuit Court
Hon John H. Graham,2015,Smyth Circuit Court
Hon Richard L. Francis,2015,Southampton Circuit Court
Hon Christalyn M. Jett,2015,Spotsylvania Circuit Court
Hon Barbara G. Decatur,2015,Stafford Circuit Court
Hon Thomas E. Roberts,2015,Staunton Circuit Court
Hon W. R. Carter Jr.,2015,Suffolk Circuit Court
Hon Gail P. Clayton,2015,Surry Circuit Court
Hon Gary M. Williams,2015,Sussex Circuit Court
Hon Tammy B. Allison,2015,Tazewell Circuit Court
Ms Tamara L. Heishman,2015,Shenandoah General District Court
Hon Tina E. Sinnen,2015,Virginia Beach Circuit Court
Hon Jennifer R. Sims,2015,Warren Circuit Court
Hon Tricia S. Moore,2015,Washington Circuit Court
Hon Nicole A. Briggs,2015,Waynesboro Circuit Court
Hon Gwynne J. Chatham,2015,Westmoreland Circuit Court
Hon Betsy B. Woolridge,2015,Williamsburg/James City County Circuit Court
Hon Terry H. Whittle,2015,Winchester Circuit Court
Hon J. Jack Kennedy Jr.,2015,Wise Circuit Court
Hon Hayden H. Horney,2015,Wythe Circuit Court
Hon Kristen N Nelson,2015,York County Poquoson Circuit Court
Ms Francina Violet Chisum,2015,Accomack General District Court
Ms Phyllis L. Stewart,2015,Albemarle General District Court
Ms JeAnne V. Rosson,2015,Alexandria General District Court
Ms Beverly J. Lewis,2015,Amherst General District Court
Ms Jeannie Watin Hamlet,2015,Appomattox General District Court
Mr Steven Robert Spurr,2015,Arlington General District Court
Ms Christy D. Hostetter,2015,Augusta General District Court
Ms Carla F. Smith,2015,Bedford General District Court
Mrs Paula Jean Perkins,2015,Bristol General District Court
Ms Amy Showalter Leftwich,2015,Campbell General District Court
Ms Terry M. Southworth,2015,Caroline General District Court
Ms Donna Webb Ayers,2015,Carroll General District Court
Ms Sabrina Herzig Powell,2015,Charlotte General District Court
Ms Mary Alice Trimble,2015,Charlottesville General District Court
Ms Deborah A. Ellington,2015,Chesapeake General District Court
Mrs Linda J Moore,2015,Chesterfield General District Court
Ms Melanie L. Hovatter,2015,Clarke General District Court
Ms Donna D. Slade,2015,Colonial Heights General District Court
Ms Cheryl Lee Phillips,2015,Culpeper General District Court
Ms Julie H. Carlisle,2015,Danville General District Court
Mr Kevin W. Bailey,2015,Fairfax City General District Court
Mr Christopher Eric Barr,2015,Fairfax County General District Court
Ms Erica Ashley Gatchell,2015,Fauquier General District Court
Ms Jacqueline Preston Brubaker,2015,Franklin County General District Court
Mr Royal P. Schmidt Jr.,2015,Fredericksburg General District Court
Ms Debra V. Bull,2015,Frederick/Winchester General District Court
Ms Amy S. Pierce,2015,Gloucester General District Court
Ms Veresia R. Wood,2015,Halifax General District Court
Ms Barbara K. Fagley,2015,Hampton General District Court
Ms Cheryl Lynn DeVaughn,2015,Hanover General District Court
Ms Teresa Lynn Brown,2015,Harrisonburg/Rockingham General District Court
Ms Linda Susan Knight,2015,Henrico General District Court
Ms Judy L. Dyer,2015,Henry General District Court
Ms Keith F. Daniel,2015,Isle of Wight General District Court
Ms Jill C. Hall,2015,King William General District Court
Ms Jill C. Hall,2015,King and Queen General District Court
Ms Brenda Minnick,2015,Lancaster General District Court
Ms Marilyn Hostetter McCurdy,2015,Lexington/Rockbridge General District Court
Ms Tammy Hummer Dinterman,2015,Loudoun General District Court
Ms Gail O. Proffitt,2015,Louisa General District Court
Ms Wetawna G. Hays,2015,Lynchburg General District Court
Ms Judy L. Dyer,2015,Martinsville General District Court
Ms Dorothy Gail Fulcher,2015,Mathews General District Court
Ms Tammy Tollerson Taylor,2015,Mecklenburg General District Court
Ms Dorothy Gail Fulcher,2015,Middlesex General District Court
Ms Kimberly W. McKittrick,2015,Montgomery General District Court
Ms Rosemary R. North,2015,Nelson General District Court
Ms Jeanne Bennett Allen,2015,New Kent General District Court
Ms Karen J. Routten,2015,Newport News-Civil General District Court
Ms Faye L. Rogers,2015,Newport News-Criminal General District Court
,2015,Newport News-Traffic General District Court
Mr Thomas E. Baldwin Sr.,2015,Norfolk General District Court
Ms Karen Sparrow Merritt,2015,Northampton General District Court
Ms Angela W Tadlock,2015,Northumberland General District Court
Ms Amanda Nicole Taylor,2015,Page General District Court
Ms Brenda S. Hines,2015,Patrick General District Court
Ms Dana Helm Shannon,2015,Petersburg General District Court
Ms Jacqueline Preston Brubaker,2015,Pittsylvania General District Court
Ms Lenna Jo Davis,2015,Portsmouth General District Court
Ms Jacqueline R. Ward,2015,Prince William General District Court
Ms Terri Powers,2015,Pulaski General District Court
Ms Sandra Cox Blount,2015,Richmond-Civil General District Court
Ms Carol Bowman Kennedy,2015,Richmond-Criminal General District Court
Ms Rebecca Schmidt,2015,Richmond-Traffic General District Court
Ms Bonnie Pridemore,2015,Richmond Manchester General District Court
Mr Rick S. Kahl,2015,Roanoke City General District Court
Ms Theresa A. Childress,2015,Roanoke County General District Court
Ms Heidi Zumpf Campbell,2015,Smyth General District Court
Ms Kyra Lynn Bullock,2015,Spotsylvania General District Court
Ms Nicole B. McGuire,2015,Stafford General District Court
Ms Amanda M Knighting,2015,Staunton General District Court
Ms Brenda C. Brown,2015,Suffolk General District Court
Ms Connie S. Comer,2015,Tazewell General District Court
Mr David M. O'Dell,2015,Virginia Beach General District Court
Ms Pamela S. Kidwell,2015,Warren General District Court
Ms Stephanie M Stewart,2015,Washington General District Court
Ms Jacqueline Michelle Balderson,2015,Waynesboro General District Court
Ms Laura Standbridge Morgan,2015,Westmoreland General District Court
Ms Karen D.K. Snyder,2015,Williamsburg/James City County General District Court
Ms Debra V. Bull,2015,Winchester/Frederick General District Court
Ms Jean C. Sparks,2015,Wise/Norton General District Court
Ms Vicki E. Tate,2015,Wythe General District Court
Ms Melanie H. Stephens,2015,York General District Court
Mr Roland Clifton Leighton,2015,Accomack Juvenile & Domestic Relations District Court
Ms Jody Ann Shelley,2015,Albemarle Juvenile & Domestic Relations District Court
Ms Dominika Anna Bui,2015,Alexandria Juvenile & Domestic Relations District Court
Ms Pamela A. Springer,2015,Amherst Juvenile & Domestic Relations District Court
Ms Vickie C. Talbott,2015,Appomattox Juvenile & Domestic Relations District Court
Ms Amy K. Burnham,2015,Arlington Juvenile & Domestic Relations District Court
Ms Teresa L. Smith,2015,Augusta Juvenile & Domestic Relations District Court
Ms Stacey T. Arrington,2015,Bedford Juvenile & Domestic Relations District Court
Ms Kathy J. Melvin,2015,Bristol Juvenile & Domestic Relations District Court
Ms Deborah Smith Martin,2015,Campbell Juvenile & Domestic Relations District Court
Ms Terry Jean Andrews,2015,Caroline Juvenile & Domestic Relations District Court
Ms Barbara S. Hamm,2015,Carroll Juvenile & Domestic Relations District Court
Ms Brittany Pillow Bradley,2015,Charlotte Juvenile & Domestic Relations District Court
Ms Jody Ann Shelley,2015,Charlottesville Juvenile & Domestic Relations District Court
Ms Joann Castillo Bartley,2015,Chesapeake Juvenile & Domestic Relations District Court
Ms Laura Gardner Griffin,2015,Chesterfield Juvenile & Domestic Relations District Court
Ms Lisa W McDonald,2015,Clarke Juvenile & Domestic Relations District Court
Ms Evelyn Anderson Hall,2015,Colonial Heights Juvenile & Domestic Relations District Court
Ms Bethany Ann McClanahan,2015,Culpeper Juvenile & Domestic Relations District Court
Ms Tammy Calloway White,2015,Danville Juvenile & Domestic Relations District Court
Ms Barbara Suini Moran,2015,Fairfax County Juvenile & Domestic Relations District Court
Ms Lois C. Welch,2015,Fauquier Juvenile & Domestic Relations District Court
Ms Billie Jo Wagner,2015,Franklin County Juvenile & Domestic Relations District Court
Ms Joan M. Millward,2015,Fredericksburg Juvenile & Domestic Relations District Court
Ms Ann B. Lloyd,2015,Frederick/Winchester Juvenile & Domestic Relations District Court
Ms Deanna L McKinnon,2015,Gloucester Juvenile & Domestic Relations District Court
Ms Catherine H. Ratliff,2015,Halifax Juvenile & Domestic Relations District Court
Ms Judith D. Reed,2015,Hampton Juvenile & Domestic Relations District Court
Ms Susan S. Wood,2015,Hanover Juvenile & Domestic Relations District Court
Ms Terri Denise Rea,2015,Harrisonburg/Rockingham Juvenile & Domestic Relations District Court
Mr Jacob Preston Wilkins,2015,Henrico Juvenile & Domestic Relations District Court
Ms Nora A. Green,2015,Henry Juvenile & Domestic Relations District Court
Ms Teresa B. Bowden,2015,Isle of Wight Juvenile & Domestic Relations District Court
Ms Shannon Flinchum Meadowcroft,2015,King William Juvenile & Domestic Relations District Court
Ms Shannon Flinchum Meadowcroft,2015,King and Queen Juvenile & Domestic Relations District Court
Ms Linda Paige Jacobs,2015,Lancaster Juvenile & Domestic Relations District Court
Mr Gregory C. Hemmings,2015,Lexington/Rockbridge Juvenile & Domestic Relations District Court
Ms Evamari Bates,2015,Loudoun Juvenile & Domestic Relations District Court
Ms Jennifer L Hildebrand,2015,Louisa Juvenile & Domestic Relations District Court
Ms Heather Dawn Cooper,2015,Lynchburg Juvenile & Domestic Relations District Court
Ms Teresa D. Renz,2015,Martinsville Juvenile & Domestic Relations District Court
Ms Deanna L McKinnon,2015,Mathews Juvenile & Domestic Relations District Court
Ms Rebecca D. Inge,2015,Mecklenburg Juvenile & Domestic Relations District Court
Ms Deanna L McKinnon,2015,Middlesex Juvenile & Domestic Relations District Court
Ms Amie B. Blankenship,2015,Montgomery Juvenile & Domestic Relations District Court
Ms Nancy H. Massie,2015,Nelson Juvenile & Domestic Relations District Court
Ms Kelly Anne Douglas,2015,New Kent Juvenile & Domestic Relations District Court
Ms Patsy A. Ewell,2015,Newport News Juvenile & Domestic Relations District Court
Ms Debra A. Hill,2015,Norfolk Juvenile & Domestic Relations District Court
Ms Francine W. Williams,2015,Northampton Juvenile & Domestic Relations District Court
Ms Linda Paige Jacobs,2015,Northumberland Juvenile & Domestic Relations District Court
Ms Joyce M Carr,2015,Page Juvenile & Domestic Relations District Court
Ms Michele Joyce Bryant,2015,Patrick Juvenile & Domestic Relations District Court
Ms Beneatha B. Simmons,2015,Petersburg Juvenile & Domestic Relations District Court
Ms Cynthia Owen Keel,2015,Pittsylvania Juvenile & Domestic Relations District Court
Ms Lois M. Mullins,2015,Portsmouth Juvenile & Domestic Relations District Court
Ms Frances H. Hedrick,2015,Prince William Juvenile & Domestic Relations District Court
