Judge
""
Hon John A. Garrett
Hon Brett L. Geisler
Hon E. Robert Giammittorio
Hon Colin R. Gibb
Hon Herbert Cogbill Gill Jr.
Hon Larry E. Gilman
Hon Paul F. Gluchowski
Hon S. Bernard Goodwyn
Hon G. Carter Greer
Hon Charles D. Griffith Jr.
Hon Teena D. Grodner
Hon Ray Wilson Grubbs
Hon Donald M. Haddock
Hon James W. Haley Jr.
Hon William D. Hamblen
Hon Catherine C. Hammond
Hon Edward W. Hanson Jr.
Hon George W. Harris Jr.
Hon Lee A. Harris Jr.
Hon G. Blair Harry
Hon Leroy Rountree Hassell Sr.
Hon Timothy J. Hauler
Hon William O. Hawkins
Hon William D. Heatwole
Hon Jerry Hendrick Jr.
Hon Karen A. Henenberg
Hon Gary A. Hicks
Hon Marvin C. Hillsman Jr.
Hon William H. Hodges
Hon Edward L. Hogshire
Hon Anne B. Holton
Hon Thomas B. Hoover
Hon Thomas D. Horne
Hon W. Dale Houff
Hon Edward Lewis Hubbard
Hon W. Edward Hudgins Jr.
Hon Melvin R. Hughes Jr.
Hon James E. Hume
Hon Robert J. Humphreys
Hon Dennis Lee Hupp
Hon Pamela E. Hutchens
Hon Christopher W. Hutton
Hon Michael S. Irvine
Hon Gwendolyn J. Jackson
Hon Avelina S. Jacob
Hon Jerome James
Hon Birdie Hairston Jamison
Hon Lawrence Janow
Hon C. N. Jenkins Jr.
Hon Dwight D. Johnson
Hon Patrick Reynolds Johnson
Hon Randall G. Johnson
Hon J. Samuel Johnston Jr.
Hon Bonnie L. Jones
Hon George A. Jones Jr.
Hon Thomas O. Jones
Hon Barbara Milano Keenan
Hon M. Langhorne Keith
Hon Elizabeth Kellas
Hon Thomas J. Kelley Jr.
Hon D. Arthur Kelsey
Hon Lisa Bondareff Kemler
Hon Benjamin N. A. Kendrick
Hon John C. Kilgore
Hon Colleen K. Killilea
Hon Cynthia D. Kinser
Hon Larry B. Kirksey
Hon Stanley P. Klein
Hon Judith Anne Kline
Hon John E. Kloch
Hon C. Edward Knight III
Hon Lawrence L. Koontz Jr.
Hon Bruce H. Kushner
Hon Elizabeth B. Lacy
Hon James V. Lane
Hon Robert D. Laney
Hon Joseph A. Leafe
Hon William H. Ledbetter Jr.
Hon Donald W. Lemons
Hon Louis R. Lerner
Hon R. Larry Lewis
Hon William R. Light
Hon Vincent A. Lilley
Hon Charles F. Lincoln
Hon William H. Logan Jr.
Hon Eugene E. Lohman
Hon R. Bruce Long
Hon C. Randall Lowe
Hon Frederick B. Lowe
Hon Victor V. Ludwig
Hon Esther Wiggins Lyles
Hon Kathleen H. MacKay
Hon Stephen C. Mahan
Hon Theodore J. Markow
Hon Ronald Harris Marks
Hon Everett A. Martin Jr.
Hon George Mason III
Hon Joseph P. Massey
Hon Alfred O. Masters Jr.
Hon James S. Mathews
Hon Charles James Maxfield
