Judge,Year,Court
"Hon. John C. Kilgore, Presiding Judge",2017,Scott Circuit Court
"Hon. Jeffrey Hamilton, Chief Judge",2017,Scott Circuit Court
Hon. Chadwick S. Dotson,2017,Scott Circuit Court
Hon. Tammy S. McElyea,2017,Scott Circuit Court
"Hon. Joseph W. Milam Jr., Presiding Judge",2018,Danville Circuit Court
"Hon. James J. Reynolds, Presiding Judge",2018,Danville Circuit Court
"Hon. Stacey W. Moreau, Chief Judge",2018,Danville Circuit Court
Hon. Clyde H Perdue Jr.,2018,Danville Circuit Court
Hon J. Curtis Fruit,2002,Virginia Beach
Hon. Thomas S. Shadrick~*,2002,Virginia Beach
Hon. Andrew Joseph Canada Jr.~,2002,Virginia Beach
Hon. Edward W. Hanson Jr.~,2002,Virginia Beach
Hon. Frederick B. Lowe~,2002,Virginia Beach
Hon. Henry Thomas Padrick Jr.~,2002,Virginia Beach
Hon. Alan E. Rosenblatt~,2002,Virginia Beach
Hon. A. Bonwill Shockley~,2002,Virginia Beach
Hon. Glen Allen Tyler~,2002,Virginia Beach
Hon. Patricia L. West~,2002,Virginia Beach
Hon. Stephen C. Mahan,2002,Virginia Beach
"Hon. Jeffrey W. Parker, Presiding Judge",2018,Fauquier Circuit Court
"Hon. Stephen E. Sincavage, Chief Judge",2018,Fauquier Circuit Court
Hon. Douglas L. Fleming Jr.,2018,Fauquier Circuit Court
Hon. Jeanette A. Irby,2018,Fauquier Circuit Court
"Hon. William T. Newman Jr., Presiding Judge, Chief Judge",2019,Arlington Circuit Court
"Hon. Daniel S. Fiore II, Presiding Judge",2019,Arlington Circuit Court
"Hon. Louise DiMatteo Megargee, Presiding Judge",2019,Arlington Circuit Court
"Hon. Judith L. Wheat, Presiding Judge",2019,Arlington Circuit Court
"Hon. Edward K. Stein, Presiding Judge",2020,Alleghany Circuit Court
"Hon. William Chapman Goodwin, Chief Judge",2020,Alleghany Circuit Court
Hon. Joel R. Branscom,2020,Alleghany Circuit Court
Hon. Paul A. Dryer,2020,Alleghany Circuit Court
Hon. Charles L. Ricketts III,2020,Alleghany Circuit Court
"Hon. Michael E. Levy, Presiding Judge",2016,Stafford Circuit Court
"Hon. Charles S. Sharp, Presiding Judge",2016,Stafford Circuit Court
"Hon. Victoria A. B. Willis, Presiding Judge",2016,Stafford Circuit Court
"Hon. Joseph J. Ellis, Chief Judge",2016,Stafford Circuit Court
Hon. Sarah L. Deneke,2016,Stafford Circuit Court
Hon. J. Overton Harris,2016,Stafford Circuit Court
Hon. Herbert M. Hewitt,2016,Stafford Circuit Court
Hon. Patricia Kelly,2016,Stafford Circuit Court
Hon. Harry T. Taliaferro III,2016,Stafford Circuit Court
Hon. Gordon F. Willis,2016,Stafford Circuit Court
"Hon. Charles N. Dorsey, Presiding Judge",2020,Roanoke County Circuit Court
"Hon. James R. Swanson, Presiding Judge",2020,Roanoke County Circuit Court
"Hon. David B. Carson, Chief Judge",2020,Roanoke County Circuit Court
Hon. John Christopher Clemens,2020,Roanoke County Circuit Court
Hon. Onzlee Ware,2020,Roanoke County Circuit Court
"Hon. William D. Broadhurst, Presiding Judge, Chief Judge",2019,Roanoke City Circuit Court
"Hon. David B. Carson, Presiding Judge",2019,Roanoke City Circuit Court
"Hon. Charles N. Dorsey, Presiding Judge",2019,Roanoke City Circuit Court
Hon. John Christopher Clemens,2019,Roanoke City Circuit Court
Hon. James R. Swanson,2019,Roanoke City Circuit Court
"Hon. Richard S. Wallerstein Jr., Presiding Judge, Chief Judge",2018,Henrico Circuit Court
"Hon. Lee A. Harris Jr., Presiding Judge",2018,Henrico Circuit Court
"Hon. Gary A. Hicks, Presiding Judge",2018,Henrico Circuit Court
"Hon. John Marshall, Presiding Judge",2018,Henrico Circuit Court
"Hon. James Stephen Yoffy, Presiding Judge",2018,Henrico Circuit Court
"Hon. William W. Eldridge IV, Presiding Judge",2020,Frederick Circuit Court
"Hon. Alexander R. Iden, Presiding Judge",2020,Frederick Circuit Court
"Hon. Brian M. Madden, Presiding Judge",2020,Frederick Circuit Court
"Hon. Bruce D. Albertson, Chief Judge",2020,Frederick Circuit Court
Hon. Kevin C. Black,2020,Frederick Circuit Court
Hon. Clark Andrew Ritchie,2020,Frederick Circuit Court
Hon. William W. Sharp,2020,Frederick Circuit Court
Hon. Thomas J. Wilson IV,2020,Frederick Circuit Court
"Hon. John Overton Harris, Presiding Judge",2020,Hanover Circuit Court
"Hon. Patricia Kelly, Presiding Judge",2020,Hanover Circuit Court
"Hon. Charles S. Sharp, Chief Judge",2020,Hanover Circuit Court
Hon. Sarah L. Deneke,2020,Hanover Circuit Court
Hon. William E. Glover,2020,Hanover Circuit Court
Hon. Herbert M. Hewitt,2020,Hanover Circuit Court
Hon. Michael E. Levy,2020,Hanover Circuit Court
Hon. Roy Michael McKenney,2020,Hanover Circuit Court
Hon. Ricardo Rigual,2020,Hanover Circuit Court
Hon. Gordon F. Willis,2020,Hanover Circuit Court
Hon. Victoria A. B. Willis,2020,Hanover Circuit Court
"Hon. Carroll A. Weimer Jr., Presiding Judge, Chief Judge",2017,Prince William Circuit Court
"Hon. Craig D. Johnston, Presiding Judge",2017,Prince William Circuit Court
Hon. Tracy Calvin Hudson,2017,Prince William Circuit Court
Hon. Kimberly A. Irving,2017,Prince William Circuit Court
Hon. Steven S. Smith,2017,Prince William Circuit Court
"Hon. C. N. Jenkins Jr., Presiding Judge, Chief Judge",2016,Richmond Circuit Court
"Hon. Bradley B. Cavedo, Presiding Judge",2016,Richmond Circuit Court
"Hon. Phillip L. Hairston, Presiding Judge",2016,Richmond Circuit Court
"Hon. William R Marchant, Presiding Judge",2016,Richmond Circuit Court
"Hon. Gregory L. Rupe, Presiding Judge",2016,Richmond Circuit Court
"Hon. Beverly W. Snukals, Presiding Judge",2016,Richmond Circuit Court
"Hon. Joi Jeter Taylor, Presiding Judge",2016,Richmond Circuit Court
"Hon. Randall D. Smith, Presiding Judge, Chief Judge",2020,Chesapeake Circuit Court
"Hon. Marjorie T. Arrington, Presiding Judge",2020,Chesapeake Circuit Court
"Hon. Rufus A. Banks Jr., Presiding Judge",2020,Chesapeake Circuit Court
"Hon. John W. Brown, Presiding Judge",2020,Chesapeake Circuit Court
Hon. Stephen J. Telfeyan,2020,Chesapeake Circuit Court
"Hon. Clifford Lynwood Athey Jr., Presiding Judge, Chief Judge",2017,Shenandoah Circuit Court
"Hon. Dennis Lee Hupp, Presiding Judge",2017,Shenandoah Circuit Court
"Hon. Ronald Lewis Napier, Presiding Judge",2017,Shenandoah Circuit Court
Hon. Bruce D. Albertson,2017,Shenandoah Circuit Court
Hon. Neil Randolph Bryant,2017,Shenandoah Circuit Court
Hon. Alexander R. Iden,2017,Shenandoah Circuit Court
Hon. Clark Andrew Ritchie,2017,Shenandoah Circuit Court
Hon. Thomas J. Wilson IV,2017,Shenandoah Circuit Court
"Hon. Bruce D. Albertson, Presiding Judge, Chief Judge",2019,Rockingham Circuit Court
"Hon. Clark Andrew Ritchie, Presiding Judge",2019,Rockingham Circuit Court
"Hon. Thomas J. Wilson IV, Presiding Judge",2019,Rockingham Circuit Court
Hon. Clifford Lynwood Athey Jr.,2019,Rockingham Circuit Court
Hon. Neil Randolph Bryant,2019,Rockingham Circuit Court
Hon. Alexander R. Iden,2019,Rockingham Circuit Court
"Hon. John C. Kilgore, Presiding Judge",2018,Scott Circuit Court
"Hon. Jeffrey Hamilton, Chief Judge",2018,Scott Circuit Court
Hon. Chadwick S. Dotson,2018,Scott Circuit Court
Hon. Tammy S. McElyea,2018,Scott Circuit Court
Hon J. Curtis Fruit,2004,Virginia Beach
Hon. Thomas S. Shadrick~*,2004,Virginia Beach
Hon. Andrew Joseph Canada Jr.~,2004,Virginia Beach
Hon. Edward W. Hanson Jr.~,2004,Virginia Beach
Hon. Frederick B. Lowe~,2004,Virginia Beach
Hon. Stephen C. Mahan~,2004,Virginia Beach
Hon. Henry Thomas Padrick Jr.~,2004,Virginia Beach
Hon. Alan E. Rosenblatt~,2004,Virginia Beach
Hon. A. Bonwill Shockley~,2004,Virginia Beach
Hon. Glen Allen Tyler~,2004,Virginia Beach
Hon. Patricia L. West~,2004,Virginia Beach
"Hon. Jeffrey W. Parker, Presiding Judge",2019,Fauquier Circuit Court
"Hon. Stephen E. Sincavage, Chief Judge",2019,Fauquier Circuit Court
Hon. James P. Fisher,2019,Fauquier Circuit Court
Hon. Douglas L. Fleming Jr.,2019,Fauquier Circuit Court
Hon. Jeanette A. Irby,2019,Fauquier Circuit Court
"Hon. William T. Newman Jr., Presiding Judge, Chief Judge",2021,Arlington Circuit Court
"Hon. Louise M. DiMatteo, Presiding Judge",2021,Arlington Circuit Court
"Hon. Daniel S. Fiore II, Presiding Judge",2021,Arlington Circuit Court
"Hon. Judith L. Wheat, Presiding Judge",2021,Arlington Circuit Court
"Hon. Edward K. Stein, Presiding Judge",2021,Alleghany Circuit Court
"Hon. William Chapman Goodwin, Chief Judge",2021,Alleghany Circuit Court
Hon. Joel R. Branscom,2021,Alleghany Circuit Court
Hon. Paul A. Dryer,2021,Alleghany Circuit Court
Hon. Anne M. Reed,2021,Alleghany Circuit Court
Hon. Christopher B. Russell,2021,Alleghany Circuit Court
"Hon. James J. Reynolds, Presiding Judge, Chief Judge",2019,Danville Circuit Court
"Hon. Joseph W. Milam Jr., Presiding Judge",2019,Danville Circuit Court
Hon. Stacey W. Moreau,2019,Danville Circuit Court
Hon. Clyde H Perdue Jr.,2019,Danville Circuit Court
"Hon. Sage B. Johnson, Presiding Judge, Chief Judge",2019,Bristol Circuit Court
Hon. C. Randall Lowe,2019,Bristol Circuit Court
Hon. Deanis L. Simmons,2019,Bristol Circuit Court
"Hon. David B. Carson, Presiding Judge, Chief Judge",2021,Roanoke City Circuit Court
"Hon. John Christopher Clemens, Presiding Judge",2021,Roanoke City Circuit Court
"Hon. Onzlee Ware, Presiding Judge",2021,Roanoke City Circuit Court
Hon. Charles N. Dorsey,2021,Roanoke City Circuit Court
Hon. James R. Swanson,2021,Roanoke City Circuit Court
"Hon. Richard S. Wallerstein Jr., Presiding Judge, Chief Judge",2019,Henrico Circuit Court
"Hon. Lee A. Harris Jr., Presiding Judge",2019,Henrico Circuit Court
"Hon. John Marshall, Presiding Judge",2019,Henrico Circuit Court
"Hon. James Stephen Yoffy, Presiding Judge",2019,Henrico Circuit Court
Hon. Randall G. Johnson Jr.,2019,Henrico Circuit Court
Hon. D. L. Hupp,2001,Winchester
"Hon. P. R. Graves, Jr.*",2001,Winchester
"Hon. J. E. Wetsel, Jr.~",2001,Winchester
"Hon. J. J. McGrath, Jr.",2001,Winchester
Hon. J. R. Prosser,2001,Winchester
"Hon. Michael E. Levy, Presiding Judge",2017,Stafford Circuit Court
"Hon. Charles S. Sharp, Presiding Judge",2017,Stafford Circuit Court
"Hon. Victoria A. B. Willis, Presiding Judge",2017,Stafford Circuit Court
"Hon. J. Overton Harris, Chief Judge",2017,Stafford Circuit Court
Hon. Sarah L. Deneke,2017,Stafford Circuit Court
Hon. Joseph J. Ellis,2017,Stafford Circuit Court
Hon. Herbert M. Hewitt,2017,Stafford Circuit Court
Hon. Patricia Kelly,2017,Stafford Circuit Court
Hon. R. Michael McKenney,2017,Stafford Circuit Court
Hon. Ricardo Rigual,2017,Stafford Circuit Court
Hon. Gordon F. Willis,2017,Stafford Circuit Court
"Hon. Carroll A. Weimer Jr., Presiding Judge",2018,Prince William Circuit Court
"Hon. Tracy Calvin Hudson, Chief Judge",2018,Prince William Circuit Court
Hon. Kimberly A. Irving,2018,Prince William Circuit Court
Hon. Steven S. Smith,2018,Prince William Circuit Court
Hon. James A. Willett,2018,Prince William Circuit Court
"Hon. John Overton Harris, Presiding Judge",2021,Hanover Circuit Court
"Hon. Patricia Kelly, Presiding Judge",2021,Hanover Circuit Court
"Hon. Sarah L. Deneke, Chief Judge",2021,Hanover Circuit Court
Hon. William E. Glover,2021,Hanover Circuit Court
Hon. Herbert M. Hewitt,2021,Hanover Circuit Court
Hon. Michael E. Levy,2021,Hanover Circuit Court
Hon. Roy Michael McKenney,2021,Hanover Circuit Court
Hon. Ricardo Rigual,2021,Hanover Circuit Court
Hon. James Bruce Strickland,2021,Hanover Circuit Court
Hon. Gordon F. Willis,2021,Hanover Circuit Court
Hon. Victoria A. B. Willis,2021,Hanover Circuit Court
"Hon. C. N. Jenkins Jr., Presiding Judge, Chief Judge",2017,Richmond Circuit Court
"Hon. Bradley B. Cavedo, Presiding Judge",2017,Richmond Circuit Court
"Hon. Phillip L. Hairston, Presiding Judge",2017,Richmond Circuit Court
"Hon. William R Marchant, Presiding Judge",2017,Richmond Circuit Court
"Hon. Gregory L. Rupe, Presiding Judge",2017,Richmond Circuit Court
"Hon. Beverly W. Snukals, Presiding Judge",2017,Richmond Circuit Court
"Hon. Joi Jeter Taylor, Presiding Judge",2017,Richmond Circuit Court
"Hon. Bruce D. Albertson, Presiding Judge, Chief Judge",2018,Shenandoah Circuit Court
"Hon. Clifford Lynwood Athey Jr., Presiding Judge",2018,Shenandoah Circuit Court
"Hon. Clark Andrew Ritchie, Presiding Judge",2018,Shenandoah Circuit Court
Hon. Neil Randolph Bryant,2018,Shenandoah Circuit Court
Hon. Alexander R. Iden,2018,Shenandoah Circuit Court
Hon. Thomas J. Wilson IV,2018,Shenandoah Circuit Court
Hon. J. R. Stump*~,2001,Wise
Hon. F. C. Quillen,2001,Wise
Hon. B. E. Sergent,2001,Wise
"Hon. Bruce D. Albertson, Presiding Judge, Chief Judge",2020,Rockingham Circuit Court
"Hon. Clark Andrew Ritchie, Presiding Judge",2020,Rockingham Circuit Court
"Hon. Thomas J. Wilson IV, Presiding Judge",2020,Rockingham Circuit Court
Hon. Kevin C. Black,2020,Rockingham Circuit Court
Hon. Alexander R. Iden,2020,Rockingham Circuit Court
Hon. Brian M. Madden,2020,Rockingham Circuit Court
Hon. William W. Sharp,2020,Rockingham Circuit Court
"Hon. Douglas L. Fleming Jr., Chief Judge",2020,Fauquier Circuit Court
Hon. James P. Fisher,2020,Fauquier Circuit Court
Hon. Jeanette A. Irby,2020,Fauquier Circuit Court
Hon. James E. Plowman Jr.,2020,Fauquier Circuit Court
Hon. Stephen E. Sincavage,2020,Fauquier Circuit Court
"Hon. John C. Kilgore, Presiding Judge",2019,Scott Circuit Court
"Hon. Jeffrey Hamilton, Chief Judge",2019,Scott Circuit Court
Hon. Chadwick S. Dotson,2019,Scott Circuit Court
Hon. Tammy S. McElyea,2019,Scott Circuit Court
Hon. Thomas S. Shadrick~*,2005,Virginia Beach Circuit Court
Hon. Andrew Joseph Canada Jr.~,2005,Virginia Beach Circuit Court
Hon. Edward W. Hanson Jr.~,2005,Virginia Beach Circuit Court
Hon. Frederick B. Lowe~,2005,Virginia Beach Circuit Court
Hon. Stephen C. Mahan~,2005,Virginia Beach Circuit Court
Hon. Henry Thomas Padrick Jr.~,2005,Virginia Beach Circuit Court
Hon. A. Bonwill Shockley~,2005,Virginia Beach Circuit Court
Hon. Glen Allen Tyler~,2005,Virginia Beach Circuit Court
Hon. Patricia L. West~,2005,Virginia Beach Circuit Court
Hon. William R. O'Brien,2005,Virginia Beach Circuit Court
"Hon. Sage B. Johnson, Presiding Judge, Chief Judge",2020,Bristol Circuit Court
Hon. Charles Randall Lowe,2020,Bristol Circuit Court
Hon. Fredrick A. Rowlett,2020,Bristol Circuit Court
Hon. Deanis L. Simmons,2020,Bristol Circuit Court
"Hon. James J. Reynolds, Presiding Judge, Chief Judge",2020,Danville Circuit Court
"Hon. Joseph W. Milam Jr., Presiding Judge",2020,Danville Circuit Court
Hon. Stacey W. Moreau,2020,Danville Circuit Court
Hon. Clyde H Perdue Jr.,2020,Danville Circuit Court
"Hon. James Stephen Yoffy, Presiding Judge, Chief Judge",2020,Henrico Circuit Court
"Hon. Lee A. Harris Jr., Presiding Judge",2020,Henrico Circuit Court
"Hon. Randall G. Johnson Jr., Presiding Judge",2020,Henrico Circuit Court
"Hon. John Marshall, Presiding Judge",2020,Henrico Circuit Court
"Hon. Richard S. Wallerstein Jr., Presiding Judge",2020,Henrico Circuit Court
Hon Michael M. Foreman,2002,Winchester
Hon. John E. Wetsel Jr.~*,2002,Winchester
Hon. Dennis Lee Hupp,2002,Winchester
Hon. James V. Lane,2002,Winchester
Hon. John J. McGrath Jr.,2002,Winchester
Hon. John R. Prosser,2002,Winchester
"Hon. Michael E. Levy, Presiding Judge",2018,Stafford Circuit Court
"Hon. Charles S. Sharp, Presiding Judge",2018,Stafford Circuit Court
"Hon. Victoria A. B. Willis, Presiding Judge",2018,Stafford Circuit Court
"Hon. J. Overton Harris, Chief Judge",2018,Stafford Circuit Court
Hon. Sarah L. Deneke,2018,Stafford Circuit Court
Hon. Joseph J. Ellis,2018,Stafford Circuit Court
Hon. Herbert M. Hewitt,2018,Stafford Circuit Court
Hon. Patricia Kelly,2018,Stafford Circuit Court
Hon. R. Michael McKenney,2018,Stafford Circuit Court
Hon. Ricardo Rigual,2018,Stafford Circuit Court
Hon. Gordon F. Willis,2018,Stafford Circuit Court
"Hon. Angela Lemmon Horan, Presiding Judge",2019,Prince William Circuit Court
"Hon. Kimberly A. Irving, Presiding Judge",2019,Prince William Circuit Court
"Hon. Steven S. Smith, Presiding Judge",2019,Prince William Circuit Court
"Hon. Carroll A. Weimer Jr., Presiding Judge",2019,Prince William Circuit Court
"Hon. James A. Willett, Presiding Judge",2019,Prince William Circuit Court
"Hon. Tracy Calvin Hudson, Chief Judge",2019,Prince William Circuit Court
"Hon. C. N. Jenkins Jr., Presiding Judge, Chief Judge",2018,Richmond Circuit Court
"Hon. Bradley B. Cavedo, Presiding Judge",2018,Richmond Circuit Court
"Hon. Phillip L. Hairston, Presiding Judge",2018,Richmond Circuit Court
"Hon. William R Marchant, Presiding Judge",2018,Richmond Circuit Court
"Hon. Gregory L. Rupe, Presiding Judge",2018,Richmond Circuit Court
"Hon. Beverly W. Snukals, Presiding Judge",2018,Richmond Circuit Court
"Hon. Joi Jeter Taylor, Presiding Judge",2018,Richmond Circuit Court
Hon Lynn Jenkins,2004,York County Poquoson
Hon. N. Prentis Smiley Jr.~,2004,York County Poquoson
Hon. William H. Shaw III*,2004,York County Poquoson
Hon. Thomas B. Hoover,2004,York County Poquoson
Hon. Samuel T. Powell III,2004,York County Poquoson
"Hon. Kevin C. Black, Presiding Judge",2019,Shenandoah Circuit Court
"Hon. William W. Sharp, Presiding Judge",2019,Shenandoah Circuit Court
"Hon. Bruce D. Albertson, Chief Judge",2019,Shenandoah Circuit Court
Hon. Alexander R. Iden,2019,Shenandoah Circuit Court
Hon. Brian M. Madden,2019,Shenandoah Circuit Court
Hon. Clark Andrew Ritchie,2019,Shenandoah Circuit Court
Hon. Thomas J. Wilson IV,2019,Shenandoah Circuit Court
"Hon. Clark Andrew Ritchie, Presiding Judge, Chief Judge",2021,Rockingham Circuit Court
"Hon. Bruce D. Albertson, Presiding Judge",2021,Rockingham Circuit Court
"Hon. Thomas J. Wilson IV, Presiding Judge",2021,Rockingham Circuit Court
Hon. Kevin C. Black,2021,Rockingham Circuit Court
Hon. William W. Eldridge IV,2021,Rockingham Circuit Court
Hon. Alexander R. Iden,2021,Rockingham Circuit Court
Hon. Brian M. Madden,2021,Rockingham Circuit Court
Hon. William W. Sharp,2021,Rockingham Circuit Court
Hon J. Jack Kennedy Jr.,2003,Wise
Hon. J. Robert Stump~*,2003,Wise
Hon. Ford C. Quillen,2003,Wise
Hon. Birg E. Sergent,2003,Wise
"Hon. Sage B. Johnson, Presiding Judge",2021,Bristol Circuit Court
"Hon. Deanis L. Simmons, Chief Judge",2021,Bristol Circuit Court
Hon. Charles Randall Lowe,2021,Bristol Circuit Court
Hon. Fredrick A. Rowlett,2021,Bristol Circuit Court
"Hon. John C. Kilgore, Presiding Judge, Chief Judge",2021,Scott Circuit Court
Hon. Ronald Kelley Elkins,2021,Scott Circuit Court
Hon. Jeffrey Hamilton,2021,Scott Circuit Court
Hon. Tammy S. McElyea,2021,Scott Circuit Court
Hon. Thomas S. Shadrick~*,2007,Virginia Beach Circuit Court
Hon. A. Joseph Canada Jr.~,2007,Virginia Beach Circuit Court
Hon. Edward W. Hanson Jr.~,2007,Virginia Beach Circuit Court
Hon. Frederick B. Lowe~,2007,Virginia Beach Circuit Court
Hon. Stephen C. Mahan~,2007,Virginia Beach Circuit Court
Hon. William R. O'Brien~,2007,Virginia Beach Circuit Court
Hon. H. Thomas Padrick Jr.~,2007,Virginia Beach Circuit Court
Hon. A. Bonwill Shockley~,2007,Virginia Beach Circuit Court
Hon. Glen A. Tyler~,2007,Virginia Beach Circuit Court
Hon. Patricia L. West~,2007,Virginia Beach Circuit Court
Hon Michael M. Foreman,2003,Winchester
Hon. John E. Wetsel Jr.~,2003,Winchester
Hon. Dennis Lee Hupp*,2003,Winchester
Hon. James V. Lane,2003,Winchester
Hon. John J. McGrath Jr.,2003,Winchester
Hon. John R. Prosser,2003,Winchester
"Hon. Charles S. Sharp, Presiding Judge, Chief Judge",2019,Stafford Circuit Court
"Hon. Michael E. Levy, Presiding Judge",2019,Stafford Circuit Court
"Hon. Victoria A. B. Willis, Presiding Judge",2019,Stafford Circuit Court
Hon. Sarah L. Deneke,2019,Stafford Circuit Court
Hon. Joseph J. Ellis,2019,Stafford Circuit Court
Hon. J. Overton Harris,2019,Stafford Circuit Court
Hon. Herbert M. Hewitt,2019,Stafford Circuit Court
Hon. Patricia Kelly,2019,Stafford Circuit Court
Hon. R. Michael McKenney,2019,Stafford Circuit Court
Hon. Ricardo Rigual,2019,Stafford Circuit Court
Hon. Gordon F. Willis,2019,Stafford Circuit Court
"Hon. Steven S. Smith, Presiding Judge, Chief Judge",2020,Prince William Circuit Court
"Hon. Angela Lemmon Horan, Presiding Judge",2020,Prince William Circuit Court
"Hon. Kimberly A. Irving, Presiding Judge",2020,Prince William Circuit Court
"Hon. Carroll A. Weimer Jr., Presiding Judge",2020,Prince William Circuit Court
"Hon. James A. Willett, Presiding Judge",2020,Prince William Circuit Court
Hon. Tracy Calvin Hudson,2020,Prince William Circuit Court
"Hon. Thomas B. Hoover, Chief Judge",2009,York County Poquoson Circuit Court
Hon. R. Bruce Long,2009,York County Poquoson Circuit Court
Hon. Samuel T. Powell III,2009,York County Poquoson Circuit Court
"Hon. Joi Jeter Taylor, Presiding Judge, Chief Judge",2019,Richmond Circuit Court
"Hon. Bradley B. Cavedo, Presiding Judge",2019,Richmond Circuit Court
"Hon. Phillip L. Hairston, Presiding Judge",2019,Richmond Circuit Court
"Hon. C. N. Jenkins Jr., Presiding Judge",2019,Richmond Circuit Court
"Hon. William R Marchant, Presiding Judge",2019,Richmond Circuit Court
"Hon. Gregory L. Rupe, Presiding Judge",2019,Richmond Circuit Court
"Hon. Beverly W. Snukals, Presiding Judge",2019,Richmond Circuit Court
"Hon. Kevin C. Black, Presiding Judge",2021,Shenandoah Circuit Court
"Hon. Clark Andrew Ritchie, Chief Judge",2021,Shenandoah Circuit Court
Hon. Bruce D. Albertson,2021,Shenandoah Circuit Court
Hon. William W. Eldridge IV,2021,Shenandoah Circuit Court
Hon. Alexander R. Iden,2021,Shenandoah Circuit Court
Hon. Brian M. Madden,2021,Shenandoah Circuit Court
Hon. William W. Sharp,2021,Shenandoah Circuit Court
Hon. Thomas J. Wilson IV,2021,Shenandoah Circuit Court
Hon J. Jack Kennedy Jr.,2004,Wise
Hon. J. Robert Stump~*,2004,Wise
Hon. John C. Kilgore,2004,Wise
Hon. Birg E. Sergent,2004,Wise
Hon. Frederick B. Lowe~*,2009,Virginia Beach Circuit Court
Hon. A. Joseph Canada Jr.~,2009,Virginia Beach Circuit Court
Hon. Edward W. Hanson Jr.~,2009,Virginia Beach Circuit Court
Hon. Stephen C. Mahan~,2009,Virginia Beach Circuit Court
Hon. William R. O'Brien~,2009,Virginia Beach Circuit Court
Hon. H. Thomas Padrick Jr.~,2009,Virginia Beach Circuit Court
Hon. A. Bonwill Shockley~,2009,Virginia Beach Circuit Court
Hon. Glen A. Tyler~,2009,Virginia Beach Circuit Court
Hon. Patricia L. West~,2009,Virginia Beach Circuit Court
Hon Terry H. Whittle,2004,Winchester
Hon. John E. Wetsel Jr.~,2004,Winchester
Hon. Dennis Lee Hupp*,2004,Winchester
Hon. James V. Lane,2004,Winchester
Hon. John J. McGrath Jr.,2004,Winchester
Hon. John R. Prosser,2004,Winchester
"Hon. Charles S. Sharp, Presiding Judge, Chief Judge",2020,Stafford Circuit Court
"Hon. Michael E. Levy, Presiding Judge",2020,Stafford Circuit Court
"Hon. Victoria A. B. Willis, Presiding Judge",2020,Stafford Circuit Court
Hon. Sarah L. Deneke,2020,Stafford Circuit Court
Hon. William E. Glover,2020,Stafford Circuit Court
Hon. John Overton Harris,2020,Stafford Circuit Court
Hon. Herbert M. Hewitt,2020,Stafford Circuit Court
Hon. Patricia Kelly,2020,Stafford Circuit Court
Hon. Roy Michael McKenney,2020,Stafford Circuit Court
Hon. Ricardo Rigual,2020,Stafford Circuit Court
Hon. Gordon F. Willis,2020,Stafford Circuit Court
"Hon. Thomas B. Hoover, Chief Judge",2011,York County Poquoson Circuit Court
Hon. R. Bruce Long,2011,York County Poquoson Circuit Court
Hon. Samuel T. Powell III,2011,York County Poquoson Circuit Court
"Hon. Tammy S. McElyea, Presiding Judge, Chief Judge",2009,Wise Circuit Court
Hon. Joseph R. Carico,2009,Wise Circuit Court
Hon. John C. Kilgore,2009,Wise Circuit Court
"Hon. Frederick B. Lowe, Presiding Judge, Chief Judge",2010,Virginia Beach Circuit Court
"Hon. Edward W. Hanson Jr., Presiding Judge",2010,Virginia Beach Circuit Court
"Hon. Stephen C. Mahan, Presiding Judge",2010,Virginia Beach Circuit Court
"Hon. William R. O'Brien, Presiding Judge",2010,Virginia Beach Circuit Court
"Hon. H. Thomas Padrick Jr., Presiding Judge",2010,Virginia Beach Circuit Court
"Hon. A. Bonwill Shockley, Presiding Judge",2010,Virginia Beach Circuit Court
"Hon. Glen A. Tyler, Presiding Judge",2010,Virginia Beach Circuit Court
"Hon. Patricia L. West, Presiding Judge",2010,Virginia Beach Circuit Court
Hon. Leslie L. Lilley,2010,Virginia Beach Circuit Court
"Hon. Joi Jeter Taylor, Presiding Judge, Chief Judge",2020,Richmond Circuit Court
"Hon. Bradley B. Cavedo, Presiding Judge",2020,Richmond Circuit Court
"Hon. Phillip L. Hairston, Presiding Judge",2020,Richmond Circuit Court
"Hon. Clarence N. Jenkins Jr., Presiding Judge",2020,Richmond Circuit Court
"Hon. William R Marchant, Presiding Judge",2020,Richmond Circuit Court
"Hon. Gregory L. Rupe, Presiding Judge",2020,Richmond Circuit Court
"Hon. Beverly W. Snukals, Presiding Judge",2020,Richmond Circuit Court
"Hon. John E. Wetsel Jr., Presiding Judge",2009,Winchester Circuit Court
"Hon. John R. Prosser, Chief Judge",2009,Winchester Circuit Court
Hon. Dennis Lee Hupp,2009,Winchester Circuit Court
Hon. James V. Lane,2009,Winchester Circuit Court
Hon. Thomas J. Wilson IV,2009,Winchester Circuit Court
"Hon. R. Bruce Long, Chief Judge",2012,York County Poquoson Circuit Court
Hon. Richard Y. AtLee Jr.,2012,York County Poquoson Circuit Court
Hon. Thomas B. Hoover,2012,York County Poquoson Circuit Court
"Hon. Tammy S. McElyea, Presiding Judge, Chief Judge",2011,Wise Circuit Court
Hon. John C. Kilgore,2011,Wise Circuit Court
"Hon. Frederick B. Lowe, Presiding Judge, Chief Judge",2011,Virginia Beach Circuit Court
"Hon. Edward W. Hanson Jr., Presiding Judge",2011,Virginia Beach Circuit Court
"Hon. Leslie L. Lilley, Presiding Judge",2011,Virginia Beach Circuit Court
"Hon. Stephen C. Mahan, Presiding Judge",2011,Virginia Beach Circuit Court
